Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,YSF Digital Enabled,DG-ID,WIRES-X,Features,IRLP,Notes,Downlink Tone,On-air,Affiliate,Web links,AllStar,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Links,Commands,Bandwidth,Mixed-Mode,Northern Colorado Regional,Feed,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local/Cluster,Colorado,REACT,CO-Park County,Local Network,TAC 310,TAC 311,Colorado Chat,Southern Colorado,Eastern Colorado,Devilshead Local,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Location Photo,Worldwide,English
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,165.14,WNW,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,Weld,DN70NN,On-Air,,N6RFI,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,165.26,W,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,,On-Air,Denver metro and east.,Aurora Repeater Association,,CCARC,2016-01-17,,,,E-power.,,,88.5,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,165.38,WNW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,,On-Air,20,Boulder County ARES,,CCARC,2012-11-12,,,,E-power.,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,165.38,WNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,DN70JA,On-Air,20,Boulder County ARES,,CCARC,2013-12-21,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,165.57,WNW,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,CCARC,2019-11-27,,,,,,,,,,Documentation,,Tac 310 Net: Sun at 18:00.,yes,2,310822,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,166.21,WNW,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,,On-Air,,Rocky Mtn Radio League,,CCARC,2016-12-23,,,,8,,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,166.21,WNW,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,,On-Air,,Aurora Repeater Assoc,,CCARC,2016-01-17,,,,e-power,,,88.5,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,166.21,WNW,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,,CCARC,2016-12-23,,,,8,,Talk-Group of $FFFF.,103.5,,,Repeater,,,,,,,,,,,,,,Yes; analog capable.,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,166.26,WNW,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,,CCARC,2016-01-17,,,,e-power.,,,88.5,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,166.26,WNW,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,On-Air,,Rocky Mountain Radio League,,CCARC,2017-03-11,,,,8,,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,166.26,WNW,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),,CCARC,2016-01-17,,,,e-power,,,100,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,166.44,WNW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,DN70jb,Off-Air,Local,BARC,115482,CCARC,2017-05-02,,,,12,,,91.5,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,166.5,WNW,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,DN70MO,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,CCARC,2019-11-27,,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Brandmeister Network,W0DMR,,,yes,2,310806,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,2,2,,,,,,,,,,BrandMeister US,,,,,,,,,,1,2,,1,1,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,166.52,WNW,,08,18534,39.97848511,-105.27445221,423,1243,ATV,Boulder,,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,,,2020-02-25,,,,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,,ATN,https://kh6htv.com/,,"ATV, Thurs, 3pm local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,166.54,WNW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,,On-Air,,Boulder Amateur Radio Club,,CCARC,2019-08-23,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,166.54,WNW,,08,10,39.97800064,-105.27500153,448.9,443.9,100,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,CCARC,2013-03-17,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,166.73,WNW,,08,14,39.97750092,-105.27899933,146.7,146.1,100,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,CCARC,2013-03-17,,,,6,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,166.81,WNW,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,,On-Air,,Loveland Rptr Assoc,,CCARC,2018-02-24,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,166.97,WNW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,,Off-Air,,BARC,,CCARC,2013-01-08,,,,2,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,166.97,WNW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,,On-Air,Denver metro area.,Rocky Mtn VHF Soc,217336,CCARC,2017-03-11,,,,8,,,,,,,,,,,,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,167.01,W,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,,,CMRG,,CCARC,2012-11-12,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,167.02,WNW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,,On-Air,,Boulder County ARES,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,167.02,WNW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,,On-Air,Wide area.,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,167.02,WNW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,,On-Air,,Boulder County ARES,,CCARC,2012-11-12,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,,167.32,E,,31,38,40.47829819,-99.50700378,146.895,146.295,123,Phelps,,On-Air,,Region 15 ARES/RACES,,WB0CMC,2017-05-21,,,,E-power.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,167.48,WNW,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,On-Air,Denver metro area.,Denver Radio Club,,CCARC,2017-03-11,,,,E-power.,,,100,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,167.54,WNW,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,On-Air,,El Jebel RADOPS,,CCARC,2016-09-05,,,,E-power.,3346,,100,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,167.54,WNW,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,On-Air,Wide area.,,,CCARC,2015-05-22,,,,"Closed autopatch, e-power, linked.",,"PL is usually off, allowing use by older transceivers.",,,,Intermountain Repeater Group,,Sun at 19:30. Everyone welcome.,,,,,,,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,167.54,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,DM79HS,On-Air,,KE0SJ,,CCARC,2015-05-23,,,,E-power.,,,,,,Intermountain Repeater Group,,,,,,,,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,167.54,WNW,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,,CCARC,2017-03-11,,,,E-power.,,8,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,168.06,WNW,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,CCARC,2018-12-23,,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,The offset is -25.8125,,,,,45770,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,,168.06,NE,,31,12983,40.78070068,-99.74210358,146.85,146.25,123,Dawson,,On-Air,,,,WB0CMC,2016-07-20,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,168.06,WNW,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,On-Air,,Denver Radio Club,,CCARC,2017-12-09,,,,,,,,,Brandmeister Network,http://www.w0tx.org/,,,yes,1,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,141.3,WK0DX,Plains,KS,OPEN,,,168.06,SSE,,20,11458,37.26029968,-100.59300232,443.5,448.5,141.3,Meade,,On-Air,Wide Area,WK0DX,,Kansas Repeater Council,2016-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,169.25,WNW,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,,On-Air,,Loveland Repeater Assoc,,CCARC,2016-08-18,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,169.95,NNW,,31,58,41.49000168,-103.75499725,147,146.4,103.5,Banner,DN81CL,On-Air,,Tri-City Radio Amateur Club,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,170.13,WNW,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,DN70LL,On-Air,,W7RF,,CCARC,2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,170.5,WSW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,,On-Air,Canon City area. Repeater Coverage Map,K0JSC,363976,CCARC,2017-03-11,,,,Autopatch.,7301,,100,,,http://www.k0jsc.com,28368,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,,,Full-time to the The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,WB5NJU,Kenton,NM,OPEN,,,170.91,SSW,,35,18214,36.90100098,-103.00299835,147.39,147.99,88.5,Union,,On-Air,,,,,2019-10-30,,,,,,Repeater on the New Mexico - Oklahoma border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,171.31,W,,08,7,39.4056,-105.473,146.895,146.295,100,Park,,On-Air,285,AB0RR,,CCARC,2017-07-05,,,,25,,,100,,,Park County Radio Club (PCRC),45835,Wed at 19:30.,,,,,,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,,171.41,SSE,,20,3949,37.05970001,-100.93000031,146.805,146.205,103.5,Seward,DM97MB,On-Air,Local,Southern Plains ARC,,Kansas Repeater Council,2018-03-30,,,,Autopatch,,,103.5,,,http://spark-ks.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,171.42,W,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,Off-Air,Wide area at 9500',AC0KQ,,CCARC,2019-08-23,,,,AllStar node repeater providing wide area coverage along the Front Range,,,141.3,,Rocky Mountain Ham Radio,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,141.3,K0ECT,Liberal,KS,OPEN,,,171.45,SSE,,20,4064,37.05899811,-100.93000031,443.1,448.1,141.3,Seward,DM97MB,On-Air,Local,SPARK,,Kansas Repeater Council,2019-05-07,,,,Autopatch,,,,,,http://skect.org/default.aspx,,,,,,,,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,172.35,WNW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,,On-Air,Wide area,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,BrandMeister Network,,,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,172.35,WNW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,,On-Air,,Rocky Mountain Ham Radio,,,2019-11-27,,,,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,172.35,WNW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,,On-Air,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,,,,,3450,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,172.35,WNW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),347086,CCARC,2017-11-13,,,,"Closed autopatch, e-power.",3990,,107.2,,CRA VHF Link System,,,,,,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,172.35,WNW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,DN70HB,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),,CCARC,2016-09-08,,,,Closed autopatch.,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,172.35,WNW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,DN70HB,On-Air,Denver metro area.,Rocky Mtn VHF Soc,217336,CCARC,2017-03-11,,,,8,,,,,,RMVHS repeaters,,,,,,,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,172.52,WNW,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,,On-Air,Map,CO State Univ ARC,,CCARC,2017-03-11,,,,Closed autopatch.,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,172.63,WSW,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,,On-Air,,Royal Gorge ARC,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,172.81,WNW,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,,CCARC,2019-08-15,,,,10,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",123,,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,172.81,WNW,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),,CCARC,2015-11-03,,,,Emergency Power,,"Emcomm Affiliated, Open repeater",141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,172.82,WSW,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,DM78ii,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,,CCARC,2017-03-11,,,,IPSC Link to the Colorado network on Talk Slot 2.,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,,yes,7,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,yes,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,172.82,WSW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,DM78ik,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,363976,CCARC,2013-01-27,,,,,7301,,100,,,K0JSC dot Com,28368,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,,,Full-time to the The Fun Machine System .,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
