Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,D-STAR Enabled,Node,Sources,EchoLink,IRLP,On-air,Features,Coverage,AllStar,Commands,Links,Grid,Nets,Web links,Notes,DMR Enabled,Color Code,DMR ID,Wide Network,Location Photo,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Devilshead Local,Bandwidth,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Colorado,Colorado Chat
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,165.18,E,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,On-Air,,,2019-09-21,103.5,,,,,,,,,"Grand Lake, CO",45202,,,,Sunday and Tuesday nights at 7 PM MT,,Linked to the Allstar Florida Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,,165.42,NNW,,56,14219,41.0827,-110.233,144.635,145.235,100,Uinta,Off-Air,Bridger Valley Amateur Radio Club,,2018-05-28,,,,,,,,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,,165.48,S,,35,16636,36.7111,-107.985,448.65,443.65,127.3,San Juan,On-Air,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,,165.49,S,,35,50,36.7111,-107.984,146.92,146.32,100,San Juan,On-Air,San Juan County OEM,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,,165.87,W,,49,166,39.2683,-111.636,449.75,444.75,131.8,Sanpete,,,UVHFS,,,,,,,,,Unknown,Closed autopatch.,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,166.34,SE,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,Rio Grande,On-Air,S.A.R.A.,,2020-03-11,,,,,,,,,Emergency Power,,,,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,166.41,ESE,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,AB0RR,CCARC,2017-07-05,100,,,,,,,,25,285,45835,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,Wed at 19:30.,Park County Radio Club (PCRC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,,,166.41,N,,56,10,41.4334,-109.116,146.94,146.34,100,Sweetwater,On-Air,Sweetwater ARC,WRCG,2019-02-15,,,,,,,,,,Wide area. 75 mi radius.,,,,DN51KK,Sunday ARES/Races @ 7:30 PM,http://www.wy7u.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KE7FGD,"Rock Springs, Aspen Mountain",WY,OPEN,,,166.45,N,,56,11,41.4338,-109.117,146.61,146.01,100,Sweetwater,On-Air,SWARC Sweetwater Amateur Radio Club,WRCG,2019-02-15,,,,,,,,,,Wide area: SW Wyoming,,,,,Sun at 19:30 on 146.940 TN 100 Hz,http://www.wy7u.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,,167.79,NW,,49,235,40.7056,-110.883,147.38,147.98,100,Duchesne,On-Air,,UVHFS,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,,S,168.59,W,,49,14748,39.1936,-111.692,145.15,144.55,,Sanpete,,,,2019-03-02,,,yes,KB7BSK (C),jfindu lookup / dstar-users lookup,,,Unknown,,,,,,,,http://skylineradioclub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,S,168.59,W,,49,14749,39.1936,-111.692,447.95,442.95,,Utah,,,,2016-05-16,,,yes,KB7BSK (B),jfindu lookup / dstar-users lookup,,,Unknown,,,,,,,,http://skylineradioclub.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,,168.59,W,,49,6704,39.1942,-111.692,145.29,144.69,131.8,Sanpete,On-Air,,UVHFS,2014-01-20,,,,,,,,,Autopatch,Sanpete and Sevier Valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,,168.59,W,,49,257,39.1942,-111.692,447.85,442.85,131.8,Sanpete,On-Air,wb7rel,UVHFS,2014-01-20,,,,,,,,,,Fairview North to Richfield to the South.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.78,E,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,2016-12-23,127.3,,,,,,,,11,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.78,E,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,WG0N,CCARC,2012-11-20,107.2,,,,,,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,168.79,E,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2017-01-13,,,,,,,,,,,,,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,See the website for programming information.,yes,7,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.79,E,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2016-05-24,141.3,,,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.79,E,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,CCARC,2017-03-11,103.5,,,,,,,,11,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,Autopatch: 911* / Off 0*.,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.83,E,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,CCARC,2016-09-08,100,,,,,,,,11,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,168.83,E,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,CCARC,2018-07-23,107.2,,,,,,,,E-power.,Wide area. Denver metro.,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,168.83,E,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,107.2,,,,,347088,3291,,,Wide area: Denver metro.,,Member-only IRLP and Echolink node,,,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,168.83,E,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,"KB0VIU, Denver Radio Club",CCARC,2017-03-11,100,,,,,,,,E-power.,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,168.83,E,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,CCARC,2017-03-11,100,,,,,4140,,,11,Wide area.,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,169.01,E,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,W0CFI,CCARC,2015-04-03,100,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,169.07,E,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,CCARC,2017-03-11,103.5,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,169.35,E,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,CARN,CCARC,2017-03-11,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,136.5,K7HEN,"Heber City, Strawberry Peak",UT,OPEN,,,169.57,WNW,,49,23,40.2876,-111.315,147.16,147.76,136.5,Wasatch,Off-Air,,UVHFS,2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,169.72,SSE,,35,15624,36.9336,-106.999,145.43,144.83,136.5,Rio Arriba,On-Air,SJC EMCOMM,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,,170.54,W,,49,256,39.2016,-111.728,449.25,444.25,131.8,Sevier,,,UVHFS,2015-07-25,,,,,,,,Unknown,,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,171.55,ESE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,CMRG,CCARC,2012-11-12,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,171.87,SSE,,35,11429,36.65,-107.791,1292.3,1272.3,,San Juan,On-Air,San Juan County,NMFCC,2018-02-02,,,yes,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,172.17,E,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,Off-Air,AC0KQ,CCARC,2019-08-23,141.3,Rocky Mountain Ham Radio,,,,,,,AllStar node repeater providing wide area coverage along the Front Range,Wide area at 9500',29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,172.99,E,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,W0RM,CCARC,2012-11-10,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,,173.35,W,,49,107,39.3225,-111.771,448.275,443.275,107.2,Sanpete,On-Air,Sanpete Co SO,UVHFS,2015-07-19,,,,,,,3576,,Autopatch.,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",,,,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,173.83,E,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,2016-01-17,88.5,,,,,,,,E-power.,Denver metro and east.,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,,174.31,SSE,,35,49,36.61,-107.81,147.1,147.7,100,San Juan,On-Air,San Juan connection,NMFCC,2018-01-15,,,,,,,,,,,,,Full-time to the San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,,174.6,SSE,,35,51,36.6067,-107.805,147.28,147.88,67,San Juan,On-Air,,NMFCC,2018-01-07,,,,,,,,,6,Wide area.,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,D,175.14,NNW,,56,11520,41.5011,-109.464,444.775,449.775,123,Sweetwater,Testing,,WRCG,2014-08-07,123,,,,,,,,,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,,,,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,,175.27,W,,49,15286,39.1552,-111.818,447.35,442.35,88.5,Sanpete,,,UVHFS,2016-07-05,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,,175.46,W,,49,255,38.9302,-111.814,146.72,146.12,100,Sanpete,On-Air,Skyline,UVHFS,2015-06-20,,Skyline Repeater System,,,,,3576,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,176.11,E,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,CCARC,2019-08-15,123,,,,,,,,10,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,Full-time to the Colorado Connection System .,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,176.11,E,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),CCARC,2015-11-03,141.3,,,,,,,,Emergency Power,Wide area.,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,176.19,ESE,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,67,,,,,,,,"E-power (Solar, Wind)",,,,Full-time to the Mega-Link System .,,,Mega Link,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,176.42,E,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,2017-10-07,,,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,176.79,E,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,,CCARC,2018-12-23,,,,,,,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,45770,,,,,,The offset is -25.8125,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,176.79,E,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,CCARC,2017-12-09,,Brandmeister Network,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,http://www.w0tx.org/,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,176.92,E,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,CCARC,2016-09-05,100,,,,,,3346,,E-power.,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,176.92,E,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,,CCARC,2015-05-22,,,,,,,,,"Closed autopatch, e-power, linked.",Wide area.,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,176.92,E,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,CCARC,2015-05-23,,,,,,,,,E-power.,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",DM79HS,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,176.92,E,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,CCARC,2017-03-11,,,,,,,,,E-power.,Wide area. Repeater Coverage Map,,,,,,DRL Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,176.97,E,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,CCARC,2017-03-11,100,,,,,,,,E-power.,Denver metro area.,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,177.21,E,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,2019-08-15,127.3,,,,,,3350,,E-power.,Wide area.,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,177.21,E,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2018-11-25,,,,,,,,,700,,,,,,,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,,177.24,WNW,,49,5483,40.1302,-111.579,146.8,146.2,100,Utah,On-Air,,UVHFS,2015-06-04,,ERC CERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,,177.69,WNW,,49,155,40.0179,-111.648,447.3,442.3,77,Utah,On-Air,,UVHFS,2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-1,CC,KC7WST,Woodland Hills,UT,OPEN,,D,177.72,WNW,,49,11316,40.015,-111.65,449.8,448.8,,Utah,On-Air,KC7WSU,UVHFS,2018-06-18,,Yeahmon Amateur Radio Club (YARC),,,,,,,,Utah County,,,,,,http://www.dmr-utah.net,,yes,1,314901,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 English 1 13 PTT Data 1 100 DMRX 1 1 8001 Utah Statewide 2 1 13149 Local/Cluster 2 2 TAC 310 2 310 PTT TAC 311 2 311 PTT USA 2 1776 PTT Utah 2 3149 Mountain Reg USA 2 3177 PA (PA-525) 2 3185 PTT Hytera USA 2 4639 PTT SNARS 2 6968 PTT Parrott 2 9998 PTT Audio Test 2 9999 PTT All TG's Off 2 111111 PTT All TG's On 2 222222 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,DMR-UTAH,,,,,,1,1,1,,2,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,Y,177.72,N,Node Offline,56,13123,41.5875,-109.203,146.655,146.055,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,2019-02-15,107.2,,,,,865361,,,Fusion IN - FM Out,Wide area. 100 mi radius.,,,,,,http://wy7u.angelfire.com,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use. Fusion or FM in and FM output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,
147.3,0.6,CC,KF7OBL,Rock Springs,WY,OPEN,,D,177.72,N,,56,12934,41.58750153,-109.20300293,147.3,147.9,,Sweetwater,On-Air,,WRCG,2019-12-20,,,,,,,,,,,,,,,,,,yes,1,315604,,,DMR-plus c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
