Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Bandwidth,DMR Enabled,Color Code,IPSC Network,Wide Network,Mixed-Mode,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Eastern Colorado,TAC 311,Colorado,Colorado Chat,Central Regional,WIRES-X,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Local Network,Local/Cluster,REACT,CO-Park County
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,130.73,NNE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,Full-time to the Colorado Connection System .,CCARC,2019-11-11,,123,,,Linked into the Colorado Connection System,,,,,,,,,,,,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,130.73,NNE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,,Off-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,2019-12-28,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,130.73,NNE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,,On-Air,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio Brandmeister Sites,,CCARC,2019-11-27,,,,N0SZ Colorado Springs Brandmeister,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,yes,1,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,310857,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,2,,,,2,2,2,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,,131.43,S,,35,11724,35.21829987,-106.4509964,443.75,448.75,100,Bernalillo,DM65SF,Off-Air,,"WA6CCB, K5RKE",,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,,131.53,S,,35,4208,35.21670151,-106.44999695,51.7,50.7,156.7,Bernalillo,DM65SF,Off-Air,,K5RKE,,,NMFCC,2017-07-25,,,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC,WR7HLN,"Albuquerque, Sandia Crest",NM,OPEN,,D,131.53,S,"The First Mac Pass Repeater Group DMR Repeater in New Mexico Sandia Crest 2 miles East of Albuquerque, NM. 10,600 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Receive Antenna is Directional to the West at 10 db gain, the Transmit antenna is a Celwave PD-1151 8dBd omni pattern. Tower height is 65 feet, repeater antennas are on top. The repeater is working very, very well and no RF Noise issues on the mountain. On the air April 27, 2019.",35,151,35.21670151,-106.44999695,443.3,448.3,,Bernalillo,DM65SF,On-Air,Wide area.,Mac Pass Repeater Group,Brandmeister Networ on DMR Dual Mix Repeater with Analog on PL Tone 131.8,,NMFCC,2019-12-08,http://dmr-montana.net,,,,Timeslot 1 3135 (New Mexico) Timeslot 2 31301 (MPRG 1),,,,yes,1,BrandMeister c Record retrieved from radioid.net,,Yes; analog capable.,,,,,,,,,,,310792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,,131.56,SSW,Node Offline,35,3112,35.2743988,-106.73699951,442.75,447.75,162.2,Sandoval,,On-Air,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,E-power.,,NMFCC,2017-02-11,,,,,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,131.56,SSW,,35,139,35.2743988,-106.73699951,147.1,147.7,100,Sandoval,DM65PG,On-Air,,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to 443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,2017-02-10,http://www.nmscares.org,100,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,131.56,SSW,,35,141,35.2743988,-106.73699951,443,448,100,Sandoval,DM65PG,On-Air,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,E-power.,"Full-time to 147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,2017-02-10,http://www.nmscares.org,,27750,RACES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,D,131.75,S,,35,12414,35.21350098,-106.44999695,442.9,447.9,,Bernalillo,DM65SF,On-Air,,"Rocky Mountain Ham Radio, NM",TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 713 Albuquerque Local TS 2 TG 505 New Mexico,Full-time to the Colorado TRBO System .,NMFCC,2019-12-16,DMR Radio Site Information,,,,,,,,yes,7,Rocky Mtn c Record retrieved from radioid.net,,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,313503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,S,131.96,S,,35,9295,35.21030045,-106.44999695,443.8,448.825,,Bernalillo,,On-Air,Wide area;,Sandia National Laboratories ARC,,,NMFCC,2017-07-08,,,,,,,,,,,,,,yes,W5MPZ (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC,N5QD,Corrales,NM,OPEN,,D,131.99,SSW,Static Talkgroups: 93 - North America - Slot 1 3135 - New Mexico - Slot 2 3176 - Southwest USA - Slot 2,35,16498,35.2378006,-106.60700226,443.2,448.2,,Sandoval,,On-Air,,,Brandmeister,,,2019-12-08,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,313513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,,132.03,S,,35,31,35.20890045,-106.4469986,442.6,447.6,100,Bernalillo,DM65SF,On-Air,Wide area.,URFMSI,Closed autopatch.,,NMFCC,2017-01-15,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,,,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,,132.03,S,,35,28,35.20890045,-106.4469986,442.1,447.1,162.2,Bernalillo,DM65SF,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,E-power.,,,2017-07-08,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,,132.03,S,,35,203,35.20890045,-106.4469986,442.75,447.75,162.2,Bernalillo,DM65SF,On-Air,,,10,,,2015-04-30,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,132.03,S,,35,15,35.20890045,-106.4469986,145.29,144.69,100,Bernalillo,DM65SF,On-Air,,New Mexico Mega Link Assoc,10,Full-time to the Mega-Link System .,NMFCC,2017-03-02,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,132.03,S,,35,37,35.20890045,-106.4469986,444.325,449.325,100,Bernalillo,DM65SF,On-Air,Wide area.,,10,Full-time to the Mega-Link System .,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,132.03,S,,35,16,35.20890045,-106.4469986,145.33,144.73,100,Bernalillo,DM65SF,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to 444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,2015-12-28,http://caravanradio.org/,,,,,,,,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,132.03,S,,35,34,35.20890045,-106.4469986,444,449,100,Bernalillo,DM65SF,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to 145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,2017-07-16,http://www.caravanradio.org,,,,,,,,,,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,132.29,NNE,,08,44,38.84000015,-105.04000092,146.97,146.37,100,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,e-power.,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,2019-11-11,PPFMA Repeaters,,,,,,,25,,,,,,,,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,132.29,NNE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,El Paso,DM78LU,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,E-power.,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,2019-03-07,PPFMA Repeaters,,,,,,,25,,,,,,,,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,D,133.13,SSW,,35,16499,35.23279953,-106.66300201,442.4,447.4,,Sandoval,,Off-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,2019-12-16,,,,,Dmr color code 4,,,,yes,4,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,100,NM5F,Rio Rancho,NM,OPEN,EA,,133.13,SSW,ON - IDLE,35,18120,35.23279953,-106.66300201,443.7,448.7,100,Sandoval,,On-Air,,,,,NMFCC,2019-12-02,,,27578,,,27580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,133.15,NNE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,,On-Air,,KA0TTF,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,,133.53,SSW,,35,3113,35.19670105,-106.51000214,224.48,222.88,100,Bernalillo,DM65RE,On-Air,Entire Albuquerque Area,K6LIE,,,NMFCC,2015-01-12,,,,High Desert ARC of New Mexico,Moved to new location and added PL,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,,133.61,SSW,,35,142,35.22499847,-106.66000366,444.7,449.7,100,Sandoval,DM65QF,On-Air,Albuquerque and vicinity,New Mexico Intel Emergency Amateur Service,E-power.,,NMFCC,2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,,134.28,S,Node Offline,35,152,35.1631012,-106.34799957,224.94,223.34,,Bernalillo,DM65TD,Off-Air,,W5AOX,Remote base.,"Full-time to 444.15000 (W5AOX) at Sandia park, NM .",NMFCC,2018-05-21,http://www.qsl.net/w5aox/,,,,,3061,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) Step Freq UP 1 KHz C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes C8 Read Back Current Mode C0 (Zero) Read Current Freq in CW C4 Activate Remote Base Transmit 587 Remote Base Receive Only 576 Toggle RX Preamp C5 Toggle RX 20dB Attenuator C3 Select 80/40M Dipole *1A Select Triband (10-15-20-6M) Beam *1B Select Ringo Ranger 2M vert ant *2A Select 2M + 432 horiz beams *2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,,134.28,S,Node Offline,35,35,35.1631012,-106.34799957,444.15,449.15,100,Bernalillo,DM65TD,On-Air,,W5AOX,,"Full-time to 224.94000 (W5AOX) at Sandia Park, NM .",NMFCC,2017-07-16,,,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,,135.1,SSW,,35,15613,35.17350006,-106.51000214,145.13,144.53,100,Bernalillo,DM65RE,On-Air,,BERNCO OEM,,"Full-time to 145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",NMFCC,2018-06-16,http://bc-ares.org/wordpress/,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,135.58,NNE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,,,,CMRG,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,135.58,N,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,,On-Air,,K7PFJ,,,,2017-03-11,,,,RMHAM,,,,,yes,0,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
448.825,-5,100,KB5ITS,"Montrose, Raspberry",CO,OPEN,,,135.59,NW,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,Montrose,,On-Air,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",San Juan Connection,,,,2020-01-17,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,,135.99,SSW,Node Offline,35,16283,35.16609955,-106.54299927,443.85,448.85,103.5,Bernalillo,DM65RD,On-Air,,KC0QIZ,,,NMFCC,2017-09-05,,,,,,881226,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,,136.28,SSW,,35,10214,35.19760132,-106.71499634,145.37,144.77,162.2,Sandoval,DM65PE,On-Air,,Adrian Miura,,,,2014-11-23,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,137.16,NNE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,,On-Air,,RMHARC,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,,On-Air,,AA0L,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,,On-Air,,GGARC,E-power.,,CCARC,2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,137.16,NNE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,137.16,NNE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,DM78OU,Off-Air,Colorado Springs,,,,CCARC,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2019-11-07,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,,,,W0MOG,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,,On-Air,,,6,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,137.16,NNE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,,On-Air,,WA6IFI,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,,137.4,SSW,,35,27,35.13769913,-106.4980011,224.58,222.98,100,Bernalillo,DM65SD,On-Air,,KH6JTM,"Autopatch, e-power.",,NMFCC,2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,137.42,NNE,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,,On-Air,,TRA,E-power.,,,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,137.42,NNE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,,On-Air,,GGARC,E-power.,,CCARC,2016-08-10,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,137.42,NNE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,,On-Air,,W0MOG,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,,137.88,SSW,,35,22,35.13059998,-106.4980011,147.32,147.92,100,Bernalillo,DM65SD,On-Air,,K5LXP,20,,NMFCC,2017-08-13,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,138.06,NNE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,DM78OU,On-Air,,AA0L,6,,CCARC,2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,138.26,NNE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,,On-Air,Wide area.,,E-power.,,CCARC,2018-01-15,CMRG Repeaters,107.2,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,138.28,NNE,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,Park,DM79FB,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,107.2,,,,,,,,,,,,,,,Autopatch: 911,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,,138.49,SSW,Node Offline,35,15432,35.1629982,-106.70999908,223.9,222.3,,Bernalillo,DM65PD,On-Air,,,"E-power (solar), Autopatch, Remote base.",,,2018-10-16,,,,,,87120,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC,NM5SH,Albuquerque,NM,OPEN,,D,138.8,SSW,,35,33,35.16189957,-106.72499847,443.65,448.65,,Bernalillo,DM65pd,On-Air,Albuquerque Metro,NM5SH,Brandmeister,,NMFCC,2019-12-08,NM5SH QSL.net,,,,,,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,313517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,139.19,WNW,,08,16606,37.4739,-108.505,145.19,144.59,100,Montezuma,,On-Air,,,,,CCARC,2018-01-15,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,139.19,WNW,,08,16623,37.4739,-108.505,447.275,442.275,100,Montezuma,,On-Air,,,,,,2017-12-07,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,,139.32,S,,35,23,35.10919952,-106.49700165,147.36,147.96,100,Bernalillo,DM65SC,Off-Air,,KB5XE,E-power.,,NMFCC,2017-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
