Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,140.54,ESE,,08,10932,39.63330078,-105.31700134,145.175,144.575,,,Clear Creek,DM79IP,On-Air,Rocky Mountain Ham Radio,,,CCARC,2019-11-27,,700,,,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,,yes,7,310810,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,140.66,SE,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,88.5,Jefferson,DM79HM,On-Air,Aurora Repeater Association,,,CCARC,2016-01-17,,E-power.,Denver metro and east.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,141.23,ESE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,91.5,Boulder,DN70jb,Off-Air,BARC,,,CCARC,2017-05-02,,12,Local,115482,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,141.44,S,,08,254,37.99100113,-107.97200012,449.7,444.7,107.2,107.2,San Miguel,DM67AX,On-Air,Grand Mesa Repeater Association ( GMRA ),,Full-time to the GMRA Open System .,CCARC,2017-12-07,,E-power.,Wide Area via links - Western Colorado - Eastern Utah,,,Closed IRLP out - Ask for a control Op,RACES: Wed at 19:30.,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,,141.58,WNW,,56,14219,41.08269882,-110.23300171,144.635,145.235,100,,Uinta,,Off-Air,Bridger Valley Amateur Radio Club,,,,2018-05-28,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,141.92,E,,08,18424,40.61669922,-105.32800293,927.875,902.025,,,Larimer,,On-Air,RM Ham,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,141.93,ESE,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,Boulder,,On-Air,Boulder County ARES,,,CCARC,2012-11-12,,E-power.,20,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,141.93,ESE,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,Boulder,DN70JA,On-Air,Boulder County ARES,,,CCARC,2013-12-21,,E-power.,20,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,141.98,E,,08,18418,40.61700058,-105.32700348,445.2,440.2,,,Larimer,,On-Air,RMHAM,,,,2019-12-28,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,7,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,141.98,E,,08,246,40.61700058,-105.32700348,146.625,146.025,100,100,Larimer,DN70IO,On-Air,Northern Colorado ARC,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",CCARC,2017-03-11,,E-power.,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,141.98,E,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,100,Larimer,,Off-Air,Northern Colorado ARC,,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,2019-08-23,,"E-power, 25 watts.","Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,142.02,E,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,100,Larimer,,On-Air,Northern Colorado Amateur Radio Club,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,2014-09-02,,,Wide Area Coverage,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,142.38,SSE,,08,16607,38.02999878,-107.31500244,147.135,146.535,123,,Hinsdale,,On-Air,,,,CCARC,2018-01-15,,E-power (solar),,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,143.01,SE,,08,103,39.52109909,-105.30500031,1287.9,1267.9,CSQ,,Jefferson,,Off-Air,Colorado Repeater Association (CRA),,,CCARC,2017-10-07,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,143.32,ESE,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,141.3,Jefferson,DM79JR,On-Air,,,,CCARC,2019-06-19,,E-power,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,143.43,ESE,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,67,Jefferson,,On-Air,,,,CCARC,2020-01-01,,,"Denver, Golden",,http://www.w0sky.com,,,,,,,,,40195,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,143.66,ESE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,DM79JR,On-Air,Rocky Mountain Ham Radio,,,CCARC,2019-11-27,,700,,,Rocky Mountain Ham Radio,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,143.67,ESE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,DM79JR,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,143.67,ESE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,DM79JR,On-Air,Colorado D-Star,,,CCARC,2017-03-11,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,143.67,ESE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,DM79JR,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,143.67,ESE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,,On-Air,Colorado D-Star,,,,2014-01-03,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,143.72,ESE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,DM79JR,On-Air,WA2YZT,,Full-time to the Colorado TRBO System .,CCARC,2019-11-27,,200,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,144,ESE,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,Jefferson,,On-Air,W0DMR,,,,2019-11-27,,,Denver Metro Area,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,2,310811,NoCo c Record retrieved from radioid.net,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,144.03,ESE,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,,On-Air,Denver PD EEB,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,144.03,ESE,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,,On-Air,N0PYY,,,,2017-12-24,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,144.03,ESE,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,,On-Air,FRG,,,CCARC,2019-09-06,,Linkable VHF/UHF Remote Base,Wide area.,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,144.96,SE,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,DM79FB,On-Air,Mountain ARC (MARC),,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2016-11-17,,"Closed autopatch, e-power.",,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,145.02,SE,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,DM79FB,On-Air,,,,CCARC,2018-01-15,,E-power.,Wide area.,,CMRG Repeaters,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,145.14,ESE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,Jefferson,,On-Air,N6LXX,N6LXX,Full-time to the N6LXX System .,CCARC,2019-03-25,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,145.14,ESE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,Jefferson,,On-Air,N6LXX,N6LXX,Full-time to the N6LXX System .,CCARC,2017-03-09,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,145.78,ESE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,DN70KB,On-Air,Rocky Mtn VHF Soc,Boulder County ARES,,CCARC,2017-03-11,,5,Wide area.,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,145.8,SE,,08,9844,38.53469849,-105.99900055,446.975,441.975,,,Chaffee,,On-Air,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,,CCARC,2013-07-06,,,,,KD0QPG,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,145.8,SE,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,,On-Air,RMHAM,,,,2019-11-27,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,146.6,ESE,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,,Jefferson,,On-Air,,,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,146.89,ESE,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,DM79JQ,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,E-power.,Metro Denver area.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,147.34,E,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,100,Larimer,DN70JM,On-Air,Northern Colorado ARC,,,CCARC,2016-10-25,,7,Wide area.,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,147.34,E,,08,275,40.53969955,-105.19599915,224.52,222.92,100,100,Larimer,,Off-Air,Northern Colorado ARC,,,CCARC,2018-03-21,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,147.34,E,,08,126,40.53969955,-105.19599915,447.275,442.275,100,100,Larimer,,On-Air,Northern Colorado ARC,,,CCARC,2020-01-23,,"Closed autopatch, e-power.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,148.2,E,,08,8715,40.53879929,-105.17900085,446.75,441.75,,,Larimer,,Off-Air,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,CCARC,2019-12-09,,,,,http://www.rmham.org,See website for complete info on color codes/time slot assignment.,,yes,7,310814,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,148.2,E,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,,Larimer,,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,,CCARC,2019-11-27,,,Northern Colorado Front Range Wide Area coverage.,,http://www.w0dmr.org/,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,1,,2,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,148.88,ESE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,,Boulder,,On-Air,N0EPA,,,CCARC,2019-06-19,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,148.88,ESE,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,,On-Air,Longmont ARC (LARC),,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",CCARC,2017-03-11,,"Closed autopatch, e-power, EchoLink.",Wide area: Northern Colorado.,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,148.88,ESE,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,,On-Air,Longmont ARC,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",CCARC,2017-03-11,,30,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,148.95,ESE,,08,85,39.68220139,-105.14299774,147.33,147.93,100,,Jefferson,,On-Air,Denver Radio Club,,,CCARC,2017-03-31,,E-power.,Metro Denver and the foothills.,,DRC Repeaters,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,148.95,ESE,,08,267,39.68220139,-105.14299774,224.38,222.78,100,100,Jefferson,,On-Air,Denver Radio Club,,,CCARC,2017-03-11,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,148.95,ESE,,08,8215,39.68220139,-105.14299774,449.775,444.775,,,Jefferson,DM79KQ,On-Air,Denver Radio Club,,,CCARC,2019-09-06,,Yaesu Digital Only,Metro Denver,,Denver Radio Club,"YSF digital only, no analog FM",,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,149.14,SE,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,,On-Air,Colorado Connection,,Full-time to the Colorado Connection System .,CCARC,2016-05-23,,11,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,149.14,SE,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,DM78ik,On-Air,Cheyenne Mtn Repeater Group,,,CCARC,2019-08-15,,,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,149.19,ESE,,08,179,40.39849854,-105.125,147.195,147.795,100,,Larimer,,On-Air,Loveland Repeater Assoc,,,CCARC,2016-08-18,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,149.22,ESE,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,,On-Air,Denver Water Amateur Radio Club (DWARC),,,CCARC,2018-10-02,,,Denver Metro and surrounding,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,149.23,SE,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,DM68XK,On-Air,,,,CCARC,2018-01-15,,E-power.,Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,149.23,ESE,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,DM79KS,On-Air,Denver Water Amateur Radio Club,,,,2020-01-23,,,,,http://www.dwarc.com,,,,,,,,3241,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
