Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Downlink Tone,Links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,On-air,Grid,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,IRLP,EchoLink,Bandwidth,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Commands,TAC 310,Mountain Reg USA,Local Network,Central Regional,Mixed-Mode,AllStar,Feed,Worldwide,English,P-25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Location Photo
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,128.52,WSW,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,Denver metro area.,Denver Radio Club,E-power.,CCARC,2017-03-11,100,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC: Sun at 20:30.,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,128.56,WSW,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,100,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,128.56,WSW,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,128.56,WSW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,,KE0SJ,E-power.,CCARC,2015-05-23,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,Intermountain Repeater Group,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,128.56,WSW,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,CCARC,2017-03-11,,,8,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,130.41,WSW,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,,W0RM,,CCARC,2012-11-10,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,130.82,WSW,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,CCARC,2019-08-15,127.3,,,,,,,,,,Repeater,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,130.82,WSW,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2018-11-25,,,Voice ID is required for data/GPS/text on TG 705,,yes,7,310810,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,131.2,SSE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,Cheyenne,On-Air,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",CCARC,2019-04-24,,,,,,,,,,,,,,,,DM88RT,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,35710,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,132.1,SW,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Wide area.,Aurora Repeater Association,E-power.,CCARC,2014-04-28,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,132.15,SW,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,,KD0MDP,Linked.,,2015-06-02,100,Full-time to the The Fun Machine System .,,,,,,,,The Fun Machine,,,,,,,,,,,,7301,363976,,,,,,,,,,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,,132.2,E,,31,44,41.12390137,-100.76499939,146.835,146.235,CSQ,Lincoln,On-Air,,K0KDC,,,2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,,132.2,E,,31,43,41.12390137,-100.76499939,146.7,146.1,,Lincoln,Off-Air,,North Platte Progressive Amateur Radio Club,E-power.,,2018-10-14,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,132.69,WNW,,56,76,41.31480026,-105.58200073,146.61,146.01,,Albany,On-Air,Laramie Valley 30 mi radius.,University ARC,,WRCG,2017-01-04,,,,,,,,,,,http://www.uwyo.edu/uarc,,,,,DN71FH,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,,132.74,E,Node Offline,31,11023,41.1403,-100.76,147.33,147.93,123,Lincoln,On-Air,,Randy Allen,,,2017-06-29,,,,,,,,,,,,,,,,,,,,,,7627,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,,132.74,E,Node Offline,31,11022,41.14030075,-100.76000214,444.4,449.4,123,Lincoln,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,,,2014-05-04,,,,,,,,,,,,,,,,,,,,,,7627,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,132.74,E,Node Offline,31,11026,41.1403,-100.76,146.94,146.34,123,Lincoln,On-Air,,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,WB0CMC,2019-05-05,,,,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,,,,,,,,,,,,,,,,,,7349,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,,132.74,E,Node Offline,31,11024,41.1403,-100.76,442.25,447.25,123,Lincoln,Off-Air,,Charlie Allen,,,2018-10-14,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,Sunt at 20:30 Wed at 21:00,,,,,,,,,,,,,,,,,,7349,751985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,133.05,WNW,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,WRCG,2019-06-13,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,133.45,WSW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,2019-08-23,141.3,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,133.91,NW,,56,47,42.0544014,-104.95200348,146.88,146.28,,Platte,On-Air,,GPARA,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,133.95,NW,,56,15538,42.0544014,-104.95300293,224.68,223.08,,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,133.95,NW,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,Platte,On-Air,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,134.59,SW,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,CCARC,2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,134.71,SW,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,e-power,,2019-01-08,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,K0JSC,http://www.k0jsc.com,,,,Unknown,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,136.16,WSW,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,Wide area.,WG0N,E-power.,CCARC,2012-11-20,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,136.85,WSW,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,,CARN,,CCARC,2017-03-11,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,136.94,WSW,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,CCARC,2016-01-17,88.5,,,,,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,137.01,WSW,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,,CCARC,2017-03-11,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.08,WSW,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,Wide area.,W0CFI,,CCARC,2015-04-03,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.19,WSW,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,CCARC,2016-09-08,100,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.19,WSW,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,CCARC,2018-07-23,107.2,,,,,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,137.19,WSW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,CCARC,2017-11-13,107.2,,,,,,,,,,http://www.w0cra.org,,,,,,,,,,,3291,347088,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,137.19,WSW,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,,"KB0VIU, Denver Radio Club",E-power.,CCARC,2017-03-11,100,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC: Sun at 20:30.,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,137.19,WSW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,11,CCARC,2017-03-11,100,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,137.23,WSW,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,CCARC,2017-01-13,,Full-time to the Colorado TRBO System .,See the website for programming information.,,yes,7,,,,,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,RMHAM,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.23,WSW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,2016-05-24,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.23,WSW,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,CCARC,2017-03-11,103.5,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,137.24,WSW,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,CCARC,2016-12-23,127.3,,,RMRL: Mon at 20:30.,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,137.47,SW,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,2018-10-25,131.8,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,DM79MD,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,137.91,SW,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,30,CCARC,2016-12-10,100,,,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,137.96,SW,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,,,CCARC,2019-11-27,,Full-time to the Colorado TRBO System .,See the website for programming info.,,yes,8,310817,RMHR c Record retrieved from radioid.net,,,Rocky Mountain Ham Radio,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,137.96,SW,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,CCARC,2015-06-17,146.2,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,Colorado ARES,,,,,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,138.6,SSW,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,2015-11-11,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,138.84,SW,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-09-24,,,,,,,,,,,PPFMA Repeaters,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,,138.9,ESE,,31,39,40.2053,-100.626,147.27,147.87,,Red Willow,On-Air,50,McCook ARA,Fusion Repeater,,2017-12-26,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,,139.08,SE,,31,15122,40.19670105,-100.625,444.5,449.5,151.4,Frontier,On-Air,20,dirt,link comm rlc 1,,2017-12-26,,,16,,,,,,,Dirt Truckin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,,139.08,SE,,31,15136,40.19670105,-100.625,444.8,449.8,162.2,Red Willow,On-Air,50,N7UVW,Link Com RLC-1 Controller,,2017-12-26,,,180,,,,,,,Dirt Truckin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,139.3,SW,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,CCARC,2017-11-13,107.2,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,"CRA Net, Sunday 9AM",,,,,,CRA VHF Link System,Colorado Repeater Association,,,,,DM79LE,,,,,,3990,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,139.3,SW,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,Wide area 55 mi radius.,Colorado Repeater Association (CRA),E-Power,CCARC,2020-02-11,107.2,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,,,,,ARESDEC,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,139.33,SW,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,2017-04-21,100,Full-time to the The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,,139.96,SE,,20,8689,39.40119934,-101.10099792,444.75,449.75,162.2,Thomas,,Wide area. Click for coverage map. 50 mi radius.,,Linked to K-Link Repeater Network E-power (batt) Allstar 46010,Kansas Repeater Council,2018-10-15,162.2,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,K-Link Repeater Network,K-Link Repeater Network,,,,Unknown,DM99KJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,141.34,W,,08,18131,40.2392,-105.847,449.425,444.425,103.5,Clear Creek,On-Air,"Grand Lake, CO",,,,2019-09-21,103.5,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,,141.51,SE,,20,3889,39.39149857,-101.0739975,146.82,146.22,156.7,Thomas,On-Air,Local,TARC,"Closed autopatch, e-power.",Kansas Repeater Council,2019-05-06,156.7,,,,,,,,,,,,,,,DM99LJ,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,144.08,WSW,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,,Colorado Connection,,CCARC,2017-01-06,123,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,144.18,WSW,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,On-Air,,W0IG,,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,145.3,SW,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,,W0VG,,CCARC,2019-11-27,,Full-time to the Colorado TRBO System .,,,yes,6,310846,RMHAM c Record retrieved from radioid.net,,RMHAM,http://www.rmham.org,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,,145.43,N,,31,12643,42.72890091,-103.11100006,147.36,147.96,123,Dawes,Off-Air,"Repeater down due to tower collapse Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,WB0CMC,2020-02-22,123,,Repeater down due to tower collapse,,,,,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,146.06,SE,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,Wallace,On-Air,US-40 Repeater Coverage Map,WA0VJR,,,2019-03-27,,,Dial 9335 to access K-Link,,,,,,,,,,,,,DM98EV,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,146.16,SW,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,,2017-04-07,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,146.53,SW,,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,285,AB0RR,25,CCARC,2017-07-05,100,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,Wed at 19:30.,,,,,,,Park County Radio Club (PCRC),,,,,,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,
