Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Features,Nets,Web links,EchoLink,IRLP,Grid,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Commands,Links,YSF Digital Enabled,DG-ID,Downlink Tone,Mixed-Mode,AllStar,P-25 Digital Enabled,NAC,Default Reflector,Local Network,WIRES-X,Feed,On-air,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,81.25,S,,08,66,38.7467,-105.178,447.4,442.4,67,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,81.26,S,,08,65,38.7466,-105.178,147.015,147.615,107.2,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,E-power.,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,81.26,S,,08,64,38.7466011,-105.1780014,145.46,144.86,67,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,"E-power, 100% Solar",,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,81.26,S,,08,7203,38.7466,-105.178,224.94,223.34,67,Teller,Testing,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,81.26,S,,08,67,38.7466,-105.178,1287.7,1267.7,67,Teller,Testing,WB0WDF,CCARC,2012-06-18,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.1,S,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,On-Air,Colorado Connection,CCARC,2019-11-11,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,Linked into the Colorado Connection System,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,82.1,S,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,82.1,S,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,Rocky Mountain Ham Radio Brandmeister Sites,,,,,,N0SZ Colorado Springs Brandmeister,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,2,,,,,2,,,,,,,,,2,2,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.11,S,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,On-Air,CMRG,CCARC,2017-03-09,,9,,http://www.cmrg.org,,,DM78NR,,,,,,,,,,,,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.11,S,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,,,,http://www.cmrg.org,,,DM78NR,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,82.14,S,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),CCARC,2019-12-29,Wide area,,,http://www.cmrg.org,,,DM78NR,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.5,S,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,,"Closed autopatch, e-power.",,,,,DM78NR,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.5,S,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,On-Air,,CCARC,2018-01-15,,,,CMRG Repeaters,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,82.5,S,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,On-Air,,CCARC,2018-01-15,Wide area.,"Closed autopatch, e-power.",,CMRG Repeaters,,,DM78NR,,,,,,,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,82.51,S,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,On-Air,,CCARC,2018-01-15,Wide area.,"Closed autopatch, e-power.",,http://www.cmrg.org/,,3854,DM78NR,,,,,,,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,82.51,S,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",,http://www.w0cra.org/info/cosprgs.html#145160,347086,3990,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,84.34,N,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,,"E-power, WX.",Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,84.71,SSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,Park,Off-Air,,CCARC,2017-11-22,Western Park County,,,,,,DM78AV,,,,,,,,,,,,,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,84.83,NW,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,CCARC,2017-01-06,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,84.92,S,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,PPFMA Repeaters,,,DM78NQ,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,85.42,N,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,Laramie,On-Air,N7GT,WRCG,2019-10-23,Local: Cheyenne.,,,,,,,,25,,,,,,,,,,,,,,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,85.42,N,,56,20,41.15250015,-105.22100067,448.15,443.15,100,Laramie,Off-Air,KB7SWR,WRCG,2017-01-04,,,,,,,DN71JD,,,,,,,,,,,,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,85.42,N,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,Laramie,On-Air,ShyWyArc,WRCG,2019-02-15,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,85.42,N,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,Laramie,On-Air,N7JJY,,2017-01-04,From 5 miles to 25 miles,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,85.42,N,,56,10803,41.13999939,-104.81999969,449.975,444.975,,Laramie,On-Air,WY7EOC,WRCG,2020-02-27,,,,,,,,Laramie County Emergency Management/WY7EOC,See the website for TG/TS/CC programming info and link status/info,,,,,,,,,yes,11,315601,WyDMR c Record retrieved from radioid.net,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,86.33,N,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,Laramie,On-Air,,WRCG,2019-12-12,Local,,,,,,DN71OD,,Brandmiester DMR only no analog.,,,,,,,,,yes,15,315615,Brandmeister c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,93.79,NNW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,Albany County,,,http://www.uwyo.edu/uarc/,82070,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,94.77,N,,56,60,41.26660156,-105.43299866,447.225,442.225,,Albany,On-Air,Laramie County EM,WRCG,2019-12-12,Wide area.,,,,,,DN71GG,Wyoming DMR Project,,,,,,,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,,,,,,,,,,,Wyoming DMR Project,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,1,2,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,95.43,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,2019-11-27,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,,,,,RMHam,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,96.31,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,On-Air,BSARC,CCARC,2019-07-21,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,,,DM89GG,,,,,,,,,,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,96.51,S,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,,"E-power (Solar, Wind)",,Mega Link,,,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,Full-time to the Mega-Link System .,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,97.92,N,,56,4,41.30979919,-105.45500183,53.03,52.03,,Albany,Off-Air,K7UWR,,2017-01-04,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,8,,http://www.r-vcr.com/k7uwr/repeater.htm,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,99.68,NNW,,56,9,41.31140137,-105.59100342,146.82,146.22,114.8,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,2019-06-13,Wide area.,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,99.78,NNW,,56,76,41.31480026,-105.58200073,146.61,146.01,,Albany,On-Air,University ARC,WRCG,2017-01-04,Laramie Valley 30 mi radius.,,,http://www.uwyo.edu/uarc,,,DN71FH,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,99.96,WNW,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,SSARC,CCARC,2014-09-27,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,100.01,WNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,On-Air,Colorado Connection,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,100.01,WNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,2019-05-11,Local Steamboat Area,Statewide Linked System,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,100.46,ESE,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,CCARC,2018-11-02,Northeastern plains of Colorado.,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,100.46,ESE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,Morgan,On-Air,W0FT,CCARC,2019-11-27,,,,http://www.rmham.org/,,,,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,101.9,S,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,,CCARC,2017-03-11,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,IPSC Link to the Colorado network on Talk Slot 2.,,http://www.k0jsc.com,,,DM78ii,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,,yes,7,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,101.9,S,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,,CCARC,2013-01-27,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,363976,7301,DM78ik,,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,28368,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,101.9,S,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,101.9,S,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,101.9,S,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,E-power (Bat),RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,,,DM78ik,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,101.9,S,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,RGARC,CCARC,2017-10-04,Wide area. Repeater Coverage Map,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,101.9,S,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,RGARC,CCARC,2017-03-11,,E-power (Bat),,Royal Gorge Amateur Radio Club,,3081,,,,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,102.48,SW,,08,184,38.7129,-106.2,146.745,146.145,100,Chaffee,On-Air,CLARA,CCARC,2019-07-21,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,103.28,S,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,K0JSC,CCARC,2017-03-11,Canon City area. Repeater Coverage Map,Autopatch.,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,363976,7301,,,,,,,,,,,,,,,,,,Full-time to the The Fun Machine System .,,,100,,28368,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,104.53,SE,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,On-Air,Delbert Noakes (KC0VJD),CCARC,2020-01-26,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,104.58,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,On-Air,,CCARC,2012-07-20,,,,,,,DM88DU,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
