Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,D-STAR Enabled,Node,Sources,IRLP,Coverage,Features,Web links,Grid,EchoLink,AllStar,Commands,Mixed-Mode,Analog Bandwidth,YSF Digital Enabled,DG-ID,Affiliate,Notes,WIRES-X,Links,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Feed,P-25 Digital Enabled,NAC,Default Reflector,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,Worldwide,North America,WW English FT,TAC 310,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English FT,Colorado,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Location Photo,Wyoming,WyLOCAL
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,58.67,N,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,100,Larimer,On-Air,,CCARC,2019-09-01,,,,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,59.15,N,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,,,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,DN70MO,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,Brandmeister Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,yes,2,310806,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English FT 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,1,,,2,2,1,,1,2,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,,59.65,SE,,08,12167,39.22669983,-104.08999634,147.105,147.705,107.2,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,CCARC,2020-02-11,,,,,"I-70, E. Arapahoe, Elbert, Lincoln Counties 40 mi radius.",Linked to CRA 448.425 - WestCreek,http://www.w0cra.org/,DM79WF,,,,,,,,Colorado Repeater Association,,,"Full-time to 448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,62.19,S,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,El Paso,On-Air,Pikes Peak FM Assoc,CCARC,2019-11-11,,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",e-power.,PPFMA Repeaters,DM78LU,,,,,,,,,,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,62.19,S,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,CCARC,2019-03-07,,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",E-power.,PPFMA Repeaters,DM78LU,,,,,,,,,,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,62.77,NNW,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,2014-09-02,,,,,Wide Area Coverage,,http://ncarc.net/,,,,,,,,,,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,62.92,S,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,On-Air,TRA,,2016-08-10,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,62.92,S,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,On-Air,GGARC,CCARC,2016-08-10,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,62.92,S,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,On-Air,W0MOG,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,62.98,S,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,On-Air,AA0L,CCARC,2016-04-08,,,,,,6,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,63.2,S,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,On-Air,RMHARC,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,63.2,S,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,On-Air,AA0L,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,63.2,S,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,On-Air,GGARC,CCARC,2015-03-04,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,63.2,S,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),CCARC,2012-11-12,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,63.2,S,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,On-Air,Colorado Springs ARA,CCARC,2016-08-10,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,63.2,NNW,,08,18424,40.61669922,-105.32800293,927.875,902.025,,,Larimer,On-Air,RM Ham,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,63.2,S,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,On-Air,,CCARC,2018-09-25,,,,,Colorado Springs,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,63.2,S,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,On-Air,Mountain ARC (MARC),CCARC,2019-11-07,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,63.2,S,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,W0MOG,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,63.2,S,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,On-Air,,CCARC,2012-11-10,,,,,,6,,,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,63.2,S,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,On-Air,WA6IFI,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,63.21,NNW,,08,18418,40.61700058,-105.32700348,445.2,440.2,,,Larimer,On-Air,RMHAM,,2019-12-28,,,,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,,,,,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,7,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,63.21,NNW,,08,246,40.61700058,-105.32700348,146.625,146.025,100,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2017-03-11,,,,,Wide area: Northern front range.,E-power.,,DN70IO,,,,,,,,,,,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,63.21,NNW,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,100,Larimer,On-Air,Northern Colorado ARC,,2019-08-23,,,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","E-power, 25 watts.",,,,,,,,,,,,,"Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,63.53,SSE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,On-Air,AD0TP,CCARC,2020-02-10,,,,,Greater Colorado Springs Area,,http://www.v7arc.com/,DM78PU,,,,,,,,Village 7 Amateur Radio Club,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,66.67,N,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,,Larimer,On-Air,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,66.7,S,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,On-Air,KA0TTF,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,66.79,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,,,,Monument Hill through Pueblo.,,,,,,,,,,,RMHAM,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,yes,7,310816,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,66.79,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,WA6IFI,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",12,Yahoo Group,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,66.8,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,AA0SP,CCARC,2017-03-09,,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,DM78MS,,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,66.83,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,RMHAM,CCARC,2019-11-27,,,,,Wide area,,Rocky Mountain Ham Radio,DM78MS,,,,,,,,,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,310824,c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,2,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,67.06,SW,,08,12698,39.0469017,-105.87000275,446.7625,441.7625,,,Park,On-Air,K7PFJ,,2019-11-27,,,,,,,,,,,,,,,,RMHAM,,,,,yes,7,310827,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,
447.65,-5.1,103.5,KC0VJD,"Limon, Cedar Point",CO,OPEN,,,68.11,SE,,08,18718,39.374653,-103.8021,447.65,442.6,103.5,,Lincoln,Testing,Delbert Noakes (KC0VJD),,2020-05-07,,,,,"Limon, Agate, Hugo, Genoa, Deer Trail, Simla,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,68.28,SE,Node Offline,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,2020-04-23,,,,3349,"I-70 Limon, Co area.",Full duplex node.,,DM89CI,3349,,** [StarStar] Prefix for Echolink Node.,,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,69,WSW,,08,5336,39.20999908,-106.08699799,447.125,442.125,103.5,103.5,Park,On-Air,AA0BF,CCARC,2019-03-08,,,,,"Covers Fairplay, Alma, and western South Park.",Emergency automatic generator.,,DM69wf,,45840,,,,,,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.02,S,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Colorado Connection,CCARC,2020-05-27,,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,,,,,,,,,,,Linked into the Colorado Connection System,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,69.03,S,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,69.03,S,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,,,,Rocky Mountain Ham Radio Brandmeister Sites,,,,,,,,,,N0SZ Colorado Springs Brandmeister,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,2,,,,,,2,,,2,2,,,
53.13,-1.7,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.04,S,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2020-04-23,,,,,"Denver to Pueblo, CO",,http://www.cmrg.org,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.04,S,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,On-Air,CMRG,CCARC,2017-03-09,,,,,,9,http://www.cmrg.org,DM78NR,,,,,,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,69.07,S,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),CCARC,2020-03-26,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,Wide area,,http://www.cmrg.org,DM78NR,,,,,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.31,S,,08,66,38.74670029,-105.1780014,447.4,442.4,67,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,69.32,S,,08,65,38.7466011,-105.1780014,147.015,147.615,107.2,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,,,,,,E-power.,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,69.32,S,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,,,,,,"E-power, 100% Solar",,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.48,S,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,,,,,,"Closed autopatch, e-power.",,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.48,S,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,On-Air,,CCARC,2018-01-15,,,,,,,CMRG Repeaters,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,69.48,S,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,On-Air,,CCARC,2018-01-15,,,,,Wide area.,"Closed autopatch, e-power.",CMRG Repeaters,DM78NR,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,69.49,S,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,On-Air,,CCARC,2018-01-15,,,,3854,Wide area.,"Closed autopatch, e-power.",http://www.cmrg.org/,DM78NR,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,69.49,S,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,,,,3990,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",http://www.w0cra.org/info/cosprgs.html#145160,,347086,,,,,,,CRA VHF Link System,Switch to this repeater at mile marker 170 on I-25.,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
