Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,On-air,Coverage,Grid,Links,Nets,Downlink Tone,Affiliate,Notes,Web links,Feed,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,TAC 310,TAC 311,Colorado,Colorado Chat,IRLP,EchoLink,Rocky Mountain Wide,Southern Colorado,YSF Digital Enabled,DG-ID,P-25 Digital Enabled,NAC,Default Reflector,Eastern Colorado,Bandwidth,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Central Regional,Devilshead Local,Mixed-Mode,Location Photo,Commands,WIRES-X,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,REACT,CO-Park County,Wyoming,WyLOCAL
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,84.08,WNW,,08,10827,39.25080109,-106.29299927,147.24,147.84,156.7,Lake,On-Air,,CCARC,2019-07-23,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,85.06,NNW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,Off-Air,BARC,CCARC,2013-01-08,2,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,85.06,NNW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,8,,Denver metro area.,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,85.07,NNW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,CCARC,2017-03-11,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,85.07,NNW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,,Wide area.,,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Rocky Mountain Ham Radio,,,,,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,85.07,NNW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,CCARC,2012-11-12,E-power.,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,85.28,WSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,2019-09-04,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,85.96,NNW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,CCARC,2012-11-12,E-power.,,20,,,,,,,http://bouldercountyares.org/technical/d-star,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,85.96,NNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,CCARC,2013-12-21,E-power.,,20,DN70JA,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,86.3,NNW,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,5,,Wide area.,DN70KB,,,,Boulder County ARES,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,86.43,N,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,Weld,On-Air,AC0KC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,87.47,NNW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,Off-Air,BARC,CCARC,2017-05-02,12,,Local,DN70jb,,,91.5,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,88.44,NW,,08,15582,39.88650131,-105.76300049,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,CCARC,2017-01-06,,,,,Full-time to the Colorado Connection System .,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,90.16,NNW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,BrandMeister Network,,Wide area,,,,,,,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,90.16,NNW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,,2019-11-27,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,90.16,NNW,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,2018-04-24,,,,,,,141.3,,,,,,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,90.16,NNW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2017-11-13,"Closed autopatch, e-power.",,Boulder/Denver Metro,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,107.2,CRA VHF Link System,,,,,,,,,,,,,,,,,3990,347086,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,90.16,NNW,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,2016-09-08,Closed autopatch.,,Wide area: Boulder/Longmont area.,DN70HB,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,90.16,NNW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,2017-03-11,8,,Denver metro area.,DN70HB,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,RMVHS repeaters,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,90.58,NNW,,08,13368,40.06330109,-105.41000366,146.91,147.51,123,Boulder,On-Air,,,2017-04-09,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,"Summer Tue at 19:30P, Winter 19:00.",127.3,"Town of Gold Hill, Colorado",There is a MOU With BCARES for repeater use.,http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,90.64,SE,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,On-Air,,,2018-09-30,E-power,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,DM87FX,,,123,KC0ITF,Digital Wires-X,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,11360,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,92.38,S,,08,168,37.50500107,-105.00700378,145.355,144.755,100,Huerfano,On-Air,N0JPX,CCARC,2019-03-17,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,92.86,,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,Grand,On-Air,W0IG,CCARC,2013-10-26,,,,DM79CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,93.33,N,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,On-Air,N0EPA,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,93.33,N,,08,175,40.16719818,-105.10099792,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),CCARC,2017-03-11,"Closed autopatch, e-power, EchoLink.",,Wide area: Northern Colorado.,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,100,,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,93.33,N,,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,CCARC,2017-03-11,30,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,94.08,W,,08,15212,38.61249924,-106.54299927,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,CCARC,2016-10-28,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,Gunnison valley and along East and west on Highway 50.,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,97.97,WNW,,08,256,39.60609818,-106.35600281,146.61,146.01,107.2,Eagle,On-Air,ECHO,CCARC,2012-11-10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,98.73,NNW,,08,15670,40.17269897,-105.46800232,147.03,147.63,100,Boulder,On-Air,KI0HG,CCARC,2017-01-20,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,98.81,N,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,On-Air,Weld ARS,CCARC,2019-05-06,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,DN70PG,,Tuesday Night club net,,,,,,,,,,,,,,,,,,,3839,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,98.81,N,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),CCARC,2019-05-06,,,,DN70PG,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,100.06,NW,,08,242,39.64030075,-106.37400055,224.8,223.2,,Eagle,Off-Air,ECHO,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,100.06,NW,,08,243,39.64030075,-106.37400055,449.9,444.9,107.2,Eagle,Off-Air,ECHO,CCARC,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,102.25,SW,,08,14200,37.75310135,-106.10900116,146.64,146.04,77,Rio Grande,On-Air,,,2016-12-25,,,Low level local coverage,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,102.63,SW,,08,16645,37.75,-106.11499786,447.1,442.1,77,Saguache,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,103.13,WNW,,08,16781,39.63479996,-106.4469986,445.075,440.075,,Eagle,On-Air,K2AD,CCARC,2019-11-27,,,,DM69SP,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,yes,7,310851,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,103.77,S,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,Las Animas,On-Air,N0ZSN,CCARC,2015-07-27,,,,,Full-time to the The Fun Machine System .,,100,The Fun Machine,,The Fun Machine,,,,,,,,,,,,,,,7301,363976,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,104.34,WNW,,08,241,39.65539932,-106.45700073,147.345,147.945,88.5,Eagle,On-Air,Colorado Connection,CCARC,2017-01-06,9,,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,105.09,NW,,08,15899,40.08610153,-105.93900299,446.875,441.875,,Clear Creek,On-Air,,,2019-11-27,,,,,,,,RMHAM,,http://www.rmham.org,,,,,yes,7,310838,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,105.09,NW,,08,145,40.08610153,-105.93900299,146.82,146.22,123,Grand,,GCARA,CCARC,2014-09-06,E-power.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,108.65,N,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,Weld,On-Air,K0OJ,CCARC,2019-10-04,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,108.65,N,,08,156,40.40359879,-104.69999695,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,CCARC,2017-05-08,"E-power, WX.",,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,108.9,N,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,CCARC,2018-02-24,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,109.31,N,,08,179,40.39849854,-105.125,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,CCARC,2016-08-18,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,109.99,N,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,On-Air,,,2020-02-17,,,,,,,,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,109.99,N,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,110.38,WNW,,08,260,39.17610168,-106.82900238,447.05,442.05,136.5,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,,,Aspen-Snowmass areas.,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,110.66,NNW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,E-power.,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),DN70GI,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,7268,625757,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,111.44,NNW,,08,18131,40.23920059,-105.84700012,449.425,444.425,103.5,Clear Creek,On-Air,,,2019-09-21,,,"Grand Lake, CO",,,Sunday and Tuesday nights at 7 PM MT,103.5,,Linked to the Allstar Florida Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,111.61,N,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,CCARC,2016-03-21,,,,DN70MK,,,100,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,111.85,SW,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,Rio Grande,On-Air,S.A.R.A.,,2020-03-11,Emergency Power,,,,,,,,,http://K0SLV.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,111.86,NNW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,N0WAR,,2019-11-27,Brandmeister Network,,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,DN70FI,,,,W0DMR,,http://www.w0dmr.org,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,D,111.97,NNE,,08,10783,40.25030136,-103.80000305,448.2,443.2,,Morgan,On-Air,,CCARC,2019-11-27,Mixed Mode,,,,Full-time to the Colorado TRBO System .,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,,,,,yes,7,310812,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,112.96,NNW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,CCARC,2017-08-05,E-Power,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,7268,625757,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,115.21,W,,08,161,38.54579926,-106.92500305,449.95,444.95,,Gunnison,,K5GF,CCARC,2012-11-10,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,115.21,W,,08,160,38.54579926,-106.92500305,147.12,147.72,,Gunnison,On-Air,W0VTL,CCARC,2014-09-01,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,115.66,N,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,On-Air,W7RF,CCARC,2018-05-13,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,116.32,S,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,Off-Air,K0BV,CCARC,2017-10-24,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,116.32,S,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,On-Air,KG5JL,CCARC,2018-04-04,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,116.33,S,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,CCARC,2017-10-24,E-power.,,Wide area.,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,116.57,WNW,,08,211,39.21310043,-106.93699646,146.67,146.07,107.2,Pitkin,On-Air,Ski Country ARC,CCARC,2012-11-10,Linked.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,117.44,S,,08,8086,37.14569855,-104.57099915,446.775,441.775,,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-12-13,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
