Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Op Status,Features,Notes,Coordination,Downlink Tone,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,EchoLink,AllStar,Commands,P-25 Digital Enabled,NAC,Default Reflector,Links,WIRES-X,Local Network,Grid,Feed,Talkgroups,Southern Colorado,Devilshead Local,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,58.1,S,,08,58,38.7726,-104.993,927.725,902.025,,,,,,,Teller,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",WA6IFI,,,Yahoo Group,2018-12-01,,On-Air,12,,CCARC,,,,,,,,,yes,293,yes,"Full-time to  
449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 
Full-time to  
927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,58.3,S,,08,56,38.78,-104.85,448.725,443.725,,,,,,,El Paso,,,KA0TTF,,,,2016-04-19,123,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,58.3,NNE,,08,8210,40.4233,-104.709,449.325,444.325,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,Weld,,,Colorado Amateur Repeater Network (CARN),,,,2012-11-12,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,58.8,NW,,08,15899,40.0861,-105.939,446.875,441.875,,,,yes,,,Clear Creek,,,,RMHAM,,http://www.rmham.org,2017-03-11,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,58.8,NW,,08,145,40.0861,-105.939,146.82,146.22,,,,,,,Grand,Unknown,,GCARA,,,,2014-09-06,123,,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,59.1,NNW,Node Offline,08,120,40.3772,-105.521,449.8,444.8,,,,,,,Larimer,,,Estes Valley ARC,,ARES D-10: Thu at 19:00.,,2017-08-05,123,On-Air,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,,,7268,625757,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,"Full-time to  
146.68500 (N0FH) at Estes Park, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,D,60.1,SW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,yes,0,,Park,,,K7PFJ,RMHAM,,,2017-03-11,,On-Air,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,60.5,S,,08,65,38.7466,-105.178,147.015,147.615,,,,,,,Teller,,,Mountain ARC,,MARC/PCRC: Tue at 19:30.,,2016-11-17,107.2,On-Air,E-power.,,CCARC,,,,,,,,,,,,"Full-time to  
146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 
Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,60.5,S,,08,64,38.7466,-105.178,145.46,144.86,,,,,,,Teller,,,WB0WDF,RGARC,,,2012-06-15,67,On-Air,"E-power, 100% Solar",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,60.5,S,,08,7203,38.7466,-105.178,224.94,223.34,,,,,,,Teller,,,,,,,2012-06-18,67,Testing,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,60.5,S,,08,66,38.7467,-105.178,447.4,442.4,,,,,,,Teller,,,WB0WDF,,,,2012-06-15,67,On-Air,"E-power, Solar, Remote Base",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,60.5,S,,08,67,38.7466,-105.178,1287.7,1267.7,,,,,,,Teller,,,WB0WDF,,,,2012-06-18,67,Testing,,Testing in Canon City,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,60.6,S,,08,37,38.7452,-104.862,145.13,144.53,,,,,,,El Paso,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,2016-04-03,88.5,On-Air,9,Linked into the Colorado Connection System,CCARC,123,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,60.6,S,,08,8088,38.7445,-104.862,145.375,144.77,yes,KC0CVU (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,El Paso,,wide area,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,2018-07-15,,Off-Air,,Repeater off air for now.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,60.6,S,,08,8087,38.7451,-104.862,446.9125,441.9125,yes,KC0CVU (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,El Paso,,,Cheyenne Mountain Repeater Group (CMRG),,,,2019-01-08,,Off-Air,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,60.6,S,,08,7171,38.745,-104.862,927.85,902.85,,,,,,,Teller,,,CMRG,,,http://www.cmrg.org,2017-03-09,D114,On-Air,9,,CCARC,,,,,,,,,,,,"Full-time to  
147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,60.6,S,,08,12355,38.7451,-104.862,445.0625,440.0625,,,,yes,1,,El Paso,,,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,,,2019-02-10,,On-Air,Rocky Mountain Ham Radio Brandmeister Sites,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  2  310  PTT    TAC 311  2  311  PTT    Colorado  2  3108  Full-Time    Colorado Chat  2  31080  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,60.6,S,,08,8158,38.745,-104.862,53.13,51.43,,,,,,,El Paso,,,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,2017-03-09,107.2,On-Air,,,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,61,S,,08,41,38.7372,-104.881,146.76,146.16,,,,,,,El Paso,,,Cheyenne Mountain Repeater Group,,,,2018-01-15,107.2,On-Air,"Closed autopatch, e-power.",,CCARC,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,61,S,,08,47,38.7372,-104.88,147.345,147.945,,,,,,,El Paso,,Wide area.,,,,http://www.cmrg.org/,2018-01-15,107.2,On-Air,"Closed autopatch, e-power.",,CCARC,107.2,,,,3854,,,,,,,"Full-time to  
927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,61,S,,08,269,38.7372,-104.881,448,443,,,,,,,El Paso,,,,,,CMRG Repeaters,2018-01-15,107.2,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,61,S,,08,53,38.7372,-104.881,448.1,443.1,,,,,,,El Paso,,Wide area.,,,,CMRG Repeaters,2018-01-15,107.2,On-Air,"Closed autopatch, e-power.",,CCARC,107.2,,,,,,,,,,,"Full-time to  
927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,61,S,ON        - IDLE,08,38,38.7372,-104.88,145.16,144.56,,,,,,,El Paso,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,CRA VHF Link System,,http://www.w0cra.org/info/cosprgs.html#145160,2017-11-13,107.2,On-Air,"Closed autopatch, e-power.",Switch to this repeater at mile marker 170 on I-25.,CCARC,107.2,,,,3990,347086,,,,,,"Full-time to  
145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,61.1,N,,08,8194,40.496,-105.079,447.725,442.725,,,,,,,Larimer,,,W7RF,,,,2018-05-13,131.8,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,62.7,N,,08,3620,40.5153,-105.147,1283.55,1263.55,,,,,,,Larimer,,Northern Colorado Front Range,K1TJ Repeater System,,,http://www.k1tj.com/,2013-01-01,100,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,62.7,N,Node Offline,08,276,40.5153,-105.147,447.45,442.45,,,,,,,Larimer,,,,,,,2016-02-01,123,On-Air,,,CCARC,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,D,62.7,N,,08,8505,40.5153,-105.147,446.7375,441.7375,,,,yes,2,,Larimer,,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,2017-03-11,,On-Air,DMR-MARC World Wide Network,Repeater ID: 310803,CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,1,,,,1,1,1,2,2,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,63.4,S,,08,39,38.7,-104.9,145.265,144.665,,,,,,,El Paso,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,PPFMA Repeaters,2019-03-07,,On-Air,,,CCARC,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,63.4,S,,08,57,38.7,-104.9,448.8,443.8,,,,,,,El Paso,,I-25 corridor from Baptist Rd south to Fort Carson,Pikes Peak FM Association (http://PPFMA.ORG),,,PPFMA Repeaters,2019-03-07,100,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,63.6,WSW,,08,5336,39.21,-106.087,447.125,442.125,,,,,,,Park,,"Covers Fairplay, Alma, and western South Park.",AA0BF,"Park County Radio Club, AB0PC","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,2019-03-08,103.5,On-Air,Emergency automatic generator.,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",CCARC,103.5,,,,,,45840,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,64.5,N,,08,8715,40.5388,-105.179,446.75,441.75,,,,yes,7,,Larimer,,,Rocky Mountain Ham Radio,,,http://www.rmham.org,2013-12-01,,On-Air,,See website for complete info on color codes/time slot assignment.,CCARC,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Northern Colorado Regional  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,D,64.5,N,,08,14274,40.5388,-105.179,145.265,144.665,,,,yes,2,,Larimer,,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,Brandmeister Network,,http://www.w0dmr.org/,2017-01-11,,On-Air,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,BrandMeister US,,,,,,,,,,,,,,,,,2,,,1,,2,2,1,1,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,64.5,N,,08,12562,40.5446,-104.944,147.39,147.99,,,,yes,2,,Larimer,,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,Tac 310 Net: Sun at 18:00.,Documentation,2017-03-11,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,1,,,,,,,2,1,,1,1,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,64.7,N,,08,4203,40.5397,-105.196,927.825,902.825,,,,,,,Larimer,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,2013-11-12,100,On-Air,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,64.7,N,,08,3592,40.5397,-105.197,927.95,902.95,,,,,,,Larimer,,Northern Front Range,K1TJ Repeater System,,,,2013-11-12,100,On-Air,25,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,64.7,N,Node Offline,08,123,40.5397,-105.196,145.115,144.515,,,,,,,Larimer,,Wide area.,Northern Colorado ARC,,,,2016-10-25,100,On-Air,7,,CCARC,100,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,64.7,N,,08,275,40.5397,-105.196,224.52,222.92,,,,,,,Larimer,,,Northern Colorado ARC,,,,2018-03-21,100,Off-Air,E-power.,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,64.7,N,,08,126,40.5397,-105.196,447.275,442.275,,,,,,,Larimer,,Wide area.,Northern Colorado ARC,,,,2018-07-23,100,On-Air,"Closed autopatch, e-power.",,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,66.2,N,,08,125,40.5708,-105.077,147.36,147.96,,,,,,,Larimer,,Map,CO State Univ ARC,,,,2017-03-11,100,On-Air,Closed autopatch.,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,66.5,WSW,,08,172,39.2814,-106.186,145.445,144.845,,,,,,,Lake,,,Colorado Connection,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,2013-06-14,88.5,On-Air,E-power (solar).,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",CCARC,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,66.7,WSW,,08,16783,39.2653,-106.182,445.05,440.05,,,,yes,7,,Lake,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-07-07,,On-Air,,,CCARC,,,,,,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,RMHAM,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,66.8,N,,08,8901,40.5777,-105.093,446.8125,441.8125,yes,W0QEY (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Larimer,,Fort Collins Local Area,W0QEY CSU,,,,2017-05-31,,On-Air,D-Star Gateway,Free Star,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,67,SE,ON        - IDLE,08,9583,39.3703,-103.801,449.25,444.25,,,,,,,Elbert,,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,,,,2014-09-02,123,On-Air,Full duplex node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,123,,,,3349,3349,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,67.1,N,,08,8188,40.581,-104.906,447.2,442.2,,,,,,,Weld,,,N6RFI,,,,2017-03-11,82.5,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,67.3,N,,08,124,40.5853,-105.084,449.85,444.85,,,,,,,Larimer,,Map,CO State Univ ARC,,,,2012-11-16,100,On-Air,Closed autopatch.,,CCARC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,67.9,N,,08,10995,40.5938,-104.926,446.775,441.775,,,,yes,2,,Larimer,,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,Brandmeister Network,,W0DMR,2017-01-11,,On-Air,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,BrandMeister US,,,,,,,,,,,,,,,,,2,,,1,,2,2,1,1,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,,68,NNW,,08,3630,40.5755,-105.285,449.425,444.425,,,,,,,Larimer,,,,,,,2018-02-25,94.8,On-Air,,,,,,,,,,,,,,,"Full-time to  
927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 
Full-time to  
927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,,68,NNW,,08,3629,40.5755,-105.285,927.875,902.875,,,,,,,Larimer,,,WA6IMI,,,,2017-03-11,D114,Off-Air,,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,,,,,,,,,,,,"Full-time to  
449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 
Full-time to  
927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,70.3,SW,,08,9840,38.8833,-105.933,448.575,443.575,,,,,,,Park,,Western Park County,,,,,2017-11-22,103.5,Off-Air,,,CCARC,103.5,,,,,,,,,,,"Full-time internet linked to  
146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
