Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,,156.24,SE,,35,15618,36.75999832,-105.30999756,145.25,144.65,123,Taos,On-Air,Taos Amateur Radio Club,NMFCC,2017-08-27,,,,,,DM76IS,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,156.28,E,,08,15900,39.15250015,-105.16400146,446.875,441.875,,Douglas,On-Air,http://www.rmham.org,CCARC,2019-11-27,yes,6,310846,RMHAM c Record retrieved from radioid.net,,,,W0VG,,Full-time to the Colorado TRBO System .,,,,,RMHAM,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Central Regional 2 720 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,156.45,E,,08,8193,38.9939003,-105.05699921,447.675,442.675,179.9,Teller,On-Air,,CCARC,2014-05-22,,,,,,,,Mountain Amateur Radio Club (MARC),E-power.,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,156.45,E,,08,3750,38.99380112,-105.05699921,927.9,902.9,D205,Teller,On-Air,,CCARC,2012-11-10,,,,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,156.5,E,,08,249,38.9939003,-105.05599976,145.415,144.815,179.9,Teller,,,CCARC,2012-11-12,,,,,,,,MARC,"Closed autopatch, e-power.",,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,156.5,E,,08,252,38.9939003,-105.05599976,449.025,444.025,141.3,Teller,,,CCARC,2012-11-10,,,,,,,,Mountain Amateur Radio Club (MARC),Linked.,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,156.5,E,,08,250,38.9939003,-105.05599976,146.82,146.22,107.2,Teller,On-Air,,CCARC,2016-11-17,,,,,,,,Mountain ARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,156.5,E,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,Teller,On-Air,,CCARC,2016-11-17,,,,,,,,Mountain ARC (MARC),E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,156.63,NNE,,08,166,40.05889893,-106.38800049,147.075,147.675,88.5,Grand,On-Air,,CCARC,2016-05-23,,,,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,Full-time to the Colorado Connection System .,123,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,156.91,E,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,Teller,On-Air,http://www.ka4eps.com,CCARC,2019-04-01,,,,,,DM78LX,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,,103.5,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,Amateur Radio Motorcycle Club,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,157.03,SE,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,2017-07-25,,,,,,,,,11,Full-time to the Mega-Link System .,,,,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,157.25,E,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,PPFMA Repeaters,CCARC,2019-03-07,,,,,,DM78NQ,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,,158.58,SSW,,35,13539,35.90309906,-108.77200317,448.2,443.2,100,McKinley,On-Air,,NMFCC,2017-12-27,,,,,,DM55OV,,,,,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,,158.58,SSW,,35,89,35.90309906,-108.77200317,147.22,147.82,67,McKinley,On-Air,,NMFCC,2017-12-23,,,,,,DM55OV,Wide area.,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,158.97,E,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,El Paso,On-Air,,CCARC,2018-01-15,,,,,,DM78NR,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,158.97,E,,08,269,38.73720169,-104.8809967,448,443,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,2018-01-15,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,158.97,E,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,2018-01-15,,,,,,DM78NR,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,159.03,E,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,El Paso,On-Air,http://www.cmrg.org/,CCARC,2018-01-15,,,,,,DM78NR,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",107.2,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,159.03,E,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,El Paso,On-Air,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,2017-11-13,,,,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,3990,Switch to this repeater at mile marker 170 on I-25.,,CRA VHF Link System,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,,159.49,SSE,,35,15622,35.86729813,-106.63800049,145.41,144.81,100,Santa Fe,Off-Air,,NMFCC,2017-08-25,,,,,,DM65QU,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,159.76,SE,,35,15923,36.19889832,-105.88899994,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,2018-04-13,,,,,,DM76BF,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,160.08,SE,,35,183,36.55670166,-105.41600037,444.975,449.975,123,Taos,On-Air,,NMFCC,2017-02-13,,,,,,DM76HN,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,160.1,E,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,http://www.cmrg.org,CCARC,2019-12-29,,,,,,DM78NR,Wide area,Cheyenne Mountain Repeater Group (CMRG),,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,160.11,E,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,El Paso,Off-Air,,,2019-12-28,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,160.11,E,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,Teller,On-Air,http://www.cmrg.org,CCARC,2017-03-09,,,,,,DM78NR,,CMRG,9,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,160.11,E,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,,CCARC,2019-11-27,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio Brandmeister Sites,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,N0SZ Colorado Springs Brandmeister,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,160.11,E,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,On-Air,http://www.cmrg.org,CCARC,2017-03-09,,,,,,DM78NR,,Cheyenne Mountain Repeater Group (CMRG),,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,160.12,E,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,El Paso,On-Air,,CCARC,2019-11-11,,,,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,9,Full-time to the Colorado Connection System .,123,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,160.73,ESE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,On-Air,http://www.k0jsc.com,CCARC,2017-03-11,,,,,,,,,,Full-time to the The Fun Machine System .,100,7301,Off air. Will return to service,,,28368,,,,,363976,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,161.46,E,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,On-Air,,CCARC,2016-04-19,,,,,,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,161.63,ESE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,Pueblo,On-Air,http://www.puebloradio.org/,CCARC,2019-12-10,yes,0,,c Record retrieved from radioid.net,,DM78pe,Wide area.,Pueblo Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,161.93,NE,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,Jefferson,On-Air,http://www.n0ara.org,CCARC,2016-01-17,,,,,,DM79HM,Denver metro and east.,Aurora Repeater Association,E-power.,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,162.5,E,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,8,310817,RMHR c Record retrieved from radioid.net,,DM79KG,,,,Full-time to the Colorado TRBO System .,,,See the website for programming info.,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,162.5,E,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,,CCARC,2015-06-17,,,,,,DM79KG,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,,146.2,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,163.13,E,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,Douglas,On-Air,The Fun Machine,CCARC,2017-04-21,,,,,,,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,100,,"Can be linked to Allstar, Echolink and others by a Sysop",,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,163.15,E,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association,CCARC,2017-11-13,,,,,,DM79LE,Wide area,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",107.2,3990,,"CRA Net, Sunday 9AM",CRA VHF Link System,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,163.15,E,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,Douglas,On-Air,http://www.w0cra.org,CCARC,2020-02-11,,,,,,,Wide area 55 mi radius.,Colorado Repeater Association (CRA),E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",107.2,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,,D,163.55,SSE,,35,15733,35.88669968,-106.39499664,442.225,447.225,,Los Alamos,On-Air,https://www.rmham.org/wordpress/dmr-radio-site-information/,NMFCC,2019-12-16,yes,7,313505,Colorado/Rocky Mountain c Record retrieved from radioid.net,,DM65TV,Wide area 50 mi radius.,Rocky Mountain Ham Radio,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 714 Los Alamos Local TS 2 TG 505 New Mexico,,,,Linked,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,NM5EC,"Los Alamos, Pajarito Mountain",NM,OPEN,,S,163.55,SSE,,35,18232,35.88669968,-106.39499664,145.19,144.59,,Los Alamos,On-Air,,,2019-10-30,,,,,,DM65TV,Wide area,SFARC,"Mixed mode DStar, analog and fusion (under another entry, using W5SF callsign)",,,,,,,,,,,,,,,,,,,,,,yes,NM5EC (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,,163.55,SSE,,35,118,35.88669968,-106.39499664,145.19,144.59,162.2,Los Alamos,On-Air,,NMFCC,2019-10-30,,,,,,DM65TV,Wide Area,SFARC,"Mixed mode analog, Fusion, and D-star (using call NM5EC C, noted under separate entry)",,162.2,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Yes; analog capable.,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.82,NE,,08,99,39.6794014,-105.49299622,449.45,444.45,103.5,Clear Creek,On-Air,Repeater,CCARC,2016-12-23,,,,,,DM79GQ,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,,127.3,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,163.83,NE,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,yes,7,310801,RMHR c Record retrieved from radioid.net,,,,Rocky Mountain Ham Radio,,Full-time to the Colorado TRBO System .,,,See the website for programming information.,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,RMHAM,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.83,NE,,08,8197,39.67969894,-105.49299622,448.225,443.225,141.3,Clear Creek,On-Air,,CCARC,2016-05-24,,,,,,DM79GQ,,Rocky Mountain Ham Radio,E-power(gen).,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.83,NE,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,Clear Creek,On-Air,Repeater,CCARC,2017-03-11,,,,,,DM79GQ,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",103.5,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.85,NE,,08,78,39.6794014,-105.49199677,146.67,146.07,100,Clear Creek,On-Air,,CCARC,2019-11-11,,,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,,100,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.85,NE,,08,107,39.6794014,-105.49199677,145.145,144.545,107.2,Clear Creek,On-Air,http://www.w0cra.org/info/squaw.html#145145,CCARC,2019-11-11,,,,,,,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,163.85,NE,ON - IDLE,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,Clear Creek,On-Air,http://www.w0cra.org,CCARC,2017-11-13,,,,,,,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,107.2,3291,,,,,,,,,347088,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,163.85,NE,,08,76,39.6794014,-105.49199677,145.49,144.89,100,Jefferson,On-Air,DRC Repeaters,CCARC,2017-03-11,,,,,,,,"KB0VIU, Denver Radio Club",E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",100,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,163.85,NE,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,Clear Creek,On-Air,DRC Repeaters,CCARC,2017-03-11,,,,,,,Wide area.,Denver Radio Club,11,,100,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,163.91,NE,,08,94,39.67739868,-105.48799896,448.675,443.675,100,Denver,On-Air,,CCARC,2020-02-06,,,,,,,Wide area.,W0CFI,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,163.98,NE,,08,84,39.67810059,-105.48699951,147.3,147.9,103.5,Clear Creek,On-Air,,CCARC,2017-03-11,,,,,,DM79GQ,Wide area.,Denver PD EEB,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
