Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,AllStar,Rocky Mountain Wide,Commands,Feed,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,On-air,Mixed-Mode,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,IPSC Network,Devilshead Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 310,TAC 311,Colorado,Colorado Chat,Location Photo,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,81.03,SE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,On-Air,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio Brandmeister Sites,,CCARC,2019-11-27,yes,1,310857,,N0SZ Colorado Springs Brandmeister,,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,81.03,SE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2017-03-09,,,,,,http://www.cmrg.org,107.2,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,81.05,SE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2019-12-29,,,,,,http://www.cmrg.org,,Wide area,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,DM78NR,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,81.05,NNW,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,On-Air,SSARC,"Linked, WX.",,CCARC,2014-09-27,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,81.07,NNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,Routt,On-Air,Colorado Connection,,,,2017-01-06,,,,,,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,81.07,NNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,2019-05-11,,,,,,http://colcon.org,123,Local Steamboat Area,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,81.33,NE,,08,181,40.39780045,-105.0739975,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,"Closed autopatch, e-power.",,CCARC,2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,81.5,SE,,08,39,38.70000076,-104.90000153,145.265,144.665,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-03-07,,,,,,PPFMA Repeaters,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,,,,,,DM78NQ,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,81.58,SSE,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,,IPSC Link to the Colorado network on Talk Slot 2.,,CCARC,2017-03-11,yes,7,,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,DM78ii,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,81.58,SSE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,,,7301,CCARC,2013-01-27,,,,,,K0JSC dot Com,100,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,DM78ik,28368,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,81.58,SSE,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,CCARC,2012-07-10,,,,,RGARC,Http://www.qsl.net/rghc,88.5,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,81.58,SSE,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),,CCARC,2017-03-11,,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,103.5,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,81.58,SSE,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",,CCARC,2017-10-04,,,,,,,103.5,Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,81.58,SSE,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,RGARC,E-power (Bat),3081,CCARC,2017-03-11,,,,,,Royal Gorge Amateur Radio Club,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,81.7,SSE,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,82.27,SE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,7301,,2015-06-02,,,,,The Fun Machine,,100,,Full-time to the The Fun Machine System .,,,,,,,,,28299,,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,82.31,SE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,On-Air,AD0TP,,,CCARC,2020-02-10,,,,,Village 7 Amateur Radio Club,http://www.v7arc.com/,103.5,Greater Colorado Springs Area,,Please email with comments/signal reports,,,,,,,DM78PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,82.71,NNW,,08,244,40.6494,-106.382,145.16,144.56,88.5,Jackson,On-Air,Colorado Connection,8,,CCARC,2017-01-06,,,,,,,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,82.97,E,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,Weld,On-Air,K0EB,,8035,CCARC,2018-12-01,,,,,K0UPS Club,,114.8,,,,,,,,,,DN70,,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,84.59,SSE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,Fremont,On-Air,K0JSC,Autopatch.,7301,CCARC,2017-03-11,,,,,,http://www.k0jsc.com,100,Canon City area. Repeater Coverage Map,Full-time to the The Fun Machine System .,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,28368,,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,85.39,SE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,Testing,GGARC,,,,2015-11-11,,,,,Garden of the Gods Amateur Radio Club,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,85.59,NNE,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,,CCARC,2013-01-01,,,,,,http://www.k1tj.com/,,Northern Colorado Front Range,,,,,,,,,DN70KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,85.59,NNE,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,123,Larimer,On-Air,,,,CCARC,2016-02-01,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,85.59,NNE,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,,CCARC,2019-11-27,yes,2,310803,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,Wide area: North Front Range.,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,DN70KM,,,,,,,,,,,,,,,,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,,1,,,,,1,1,1,2,2,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,85.61,NNE,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,7,,CCARC,2016-10-25,,,,,,,100,Wide area.,,,,,,,,,DN70JM,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,85.61,NNE,,08,275,40.53969955,-105.19599915,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,,CCARC,2018-03-21,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,85.61,NNE,,08,126,40.53969955,-105.19599915,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",,CCARC,2020-01-23,,,,,,,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,86.03,NNE,,08,8715,40.53879929,-105.17900085,446.75,441.75,,Larimer,Off-Air,Rocky Mountain Ham Radio,,,CCARC,2019-12-09,yes,7,310814,,,http://www.rmham.org,,,Full-time to the Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,2,,,1,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,86.03,NNE,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,2019-11-27,yes,2,310831,,Brandmeister Network,http://www.w0dmr.org/,,Northern Colorado Front Range Wide Area coverage.,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,BrandMeister US,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,DMR-Plus c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,2,,,,1,,2,2,1,1,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,86.54,NE,,08,8194,40.49599838,-105.07900238,447.725,442.725,131.8,Larimer,On-Air,W7RF,,,CCARC,2018-05-13,,,,,,,,,,,,,,,,,DN70LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,86.65,NE,,08,3621,40.44400024,-104.98899841,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,2016-03-21,,,,,,,100,,,,,,,,,,DN70MK,,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,86.7,NNE,,08,5853,40.61109924,-105.3239975,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,,2014-09-02,,,,,,http://ncarc.net/,100,Wide Area Coverage,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO . Full-time to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,86.95,NNE,,08,18424,40.61669922,-105.32800293,927.875,902.025,,Larimer,On-Air,RM Ham,,,CCARC,2020-01-01,,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,86.99,NNE,,08,18418,40.61700058,-105.32700348,445.2,440.2,,Larimer,On-Air,RMHAM,,,,2019-12-28,yes,7,,,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,86.99,NNE,,08,246,40.61700058,-105.32700348,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,E-power.,,CCARC,2017-03-11,,,,,,,100,Wide area: Northern front range.,"Linkable to 146.85000 (W0UPS) at Greeley, UNC, CO . Linkable to 224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,DN70IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,86.99,NNE,,08,3660,40.61700058,-105.32700348,224.84,223.24,100,Larimer,Off-Air,Northern Colorado ARC,"E-power, 25 watts.",,,2019-08-23,,,,,,,100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to 447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,88.83,NE,,08,157,40.26119995,-104.70600128,147,147.6,,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",3839,CCARC,2019-05-06,,,,,,,,,,,Tuesday Night club net,,,,,,DN70PG,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,88.83,NE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),,3839,CCARC,2019-05-06,,,,,,http://www.warsco.org/,,,,,,,,,,,DN70PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,90.74,NNE,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,RMHAM,,,,2020-02-10,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,90.74,NNE,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,Larimer,On-Air,RMHAM,,,,2020-02-10,yes,8,,,CSUARC,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,,,,,,,,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,90.75,NNE,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,,CCARC,2017-05-31,,,,,,,,Fort Collins Local Area,,Free Star,,,,,,,DN70KN,,,,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,90.82,,,08,125,40.57080078,-105.07700348,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,2017-03-11,,,,,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,91.44,NNE,,08,124,40.58530045,-105.08399963,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,2012-11-16,,,,,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,91.44,NNE,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,Larimer,On-Air,,,,CCARC,2019-09-01,,,,,,,100,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,92.48,W,Node Offline,08,200,39.4745,-107.772,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,2015-06-03,,,,,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,DM69cl,,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,93.41,WSW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,2016-05-16,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,93.52,NE,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,,CCARC,2019-11-27,yes,2,310822,,,Documentation,,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,NoCO c Record retrieved from radioid.net,,,,,,,,,,,,,,,1,,,,,,,,2,1,,1,1,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,94.28,NNE,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,Larimer,On-Air,W1VAN,Brandmeister Network,,,2019-11-27,yes,2,310869,,W0DMR,http://www.w0dmr.org,,Covers Red Feather Lakes Area,,,,,,,,,,,,,,,,,,,,,,,,,brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,95.18,NE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,Weld,On-Air,K0OJ,"Autopatch, WX.",,CCARC,2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
