Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,Sponsor,Features,Coordination,Web links,Notes,Coverage,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,EchoLink,IRLP,AllStar,Nets,Feed,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,Commands,Central Regional,Talkgroup Network,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Colorado,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Bandwidth
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,121.1,NNE,yes,08,9765,39.7967,-104.748,448.15,443.15,141.3,141.3,Denver,On-Air,,Full-time to the  The Fun Machine System .,yes,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,,,,,,DM79pt,24340,,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,121.1,N,yes,08,72,39.8875,-105.426,145.31,144.71,88.5,123,Gilpin,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,10,CCARC,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,121.1,W,yes,08,15213,38.3875,-107.674,448.65,443.65,,151.4,Montrose,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",yes,KB0YNA,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,121.1,N,yes,08,97,39.8875,-105.426,449.225,444.225,141.3,141.3,Gilpin,On-Air,,,yes,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,,"Emcomm Affiliated, Open repeater",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,121.1,W,yes,08,69,38.3875,-107.674,447.2,442.2,107.2,107.2,Montrose,On-Air,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,yes,,9,CCARC,GMRA Repeaters,Closed IRLP out - Ask for a control op,Delta/Montrose,,,,,,,,,,3710,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,121.8,W,yes,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,yes,,Solar powered,CCARC,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,121.8,W,yes,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,yes,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,121.8,W,yes,08,210,37.8119,-107.664,447.525,442.525,127.3,,San Juan,On-Air,,,yes,KB5ITS,E-power.,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,122.1,N,yes,08,15582,39.8865,-105.763,147.285,147.885,88.5,123,Grand,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,123.2,N,yes,08,201,39.9172,-105.501,224.6,223,100,,Gilpin,,,,yes,W0RM,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,123.4,S,yes,35,41,36.36,-105.21,147.34,147.94,100,,Colfax,On-Air,,,yes,Taos ARC,E-power.,NMFCC,Taos Amateur Radio Club,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,123.7,NNE,yes,08,185,39.8856,-104.987,147.045,147.645,123,CSQ,Adams,On-Air,,,yes,Northglenn RA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,123.8,NE,yes,08,9583,39.3703,-103.801,449.25,444.25,123,123,Elbert,On-Air,,,yes,K0UPS Club c/o N1UPS,Full duplex node.,CCARC,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.","I-70 Limon, Co area.",,,,,,,,,3349,3349,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,124.6,E,yes,08,17059,39.0542,-103.48,447,442,103.5,,Lincoln,On-Air,,,yes,Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,DM89gb,,,,,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,125.1,NW,yes,08,6009,39.4247,-107.097,447.15,442.15,136.5,,Garfield,On-Air,,,yes,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,125.1,N,yes,08,26,39.9206,-105.086,448.925,443.925,131.8,,Boulder,On-Air,,,yes,W0LMA,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,125.1,N,yes,08,266,39.9206,-105.086,449.825,444.825,103.5,,Boulder,On-Air,,,yes,Rocky Mountain Radio League,6,CCARC,Repeater,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,125.6,WNW,yes,08,8179,38.8683,-107.592,147.33,147.93,107.2,,Delta,On-Air,,,yes,North Fork Repeater Assoc.,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,126.5,N,yes,08,3756,39.9473,-105.795,447.45,442.45,103.5,,Grand,On-Air,,,yes,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,127.7,N,yes,08,14,39.9775,-105.279,146.7,146.1,100,,Boulder,On-Air,,,yes,Boulder Co ARC,6,CCARC,BARC Repeaters,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,127.8,N,yes,08,13,39.9783,-105.275,146.61,146.01,100,,Boulder,Off-Air,,,yes,Boulder Amateur Radio Club,,CCARC,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,127.8,N,yes,08,10,39.978,-105.275,448.9,443.9,100,,Boulder,On-Air,,,yes,Boulder ARC,6,CCARC,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,130.3,N,yes,08,21,40.015,-105.27,449.4,444.4,91.5,,Boulder,Off-Air,,,yes,BARC,2,CCARC,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,130.3,N,yes,08,8186,40.015,-105.271,446.8625,441.8625,,,Boulder,On-Air,,,yes,Boulder County ARES,,CCARC,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,130.3,N,yes,08,8185,40.015,-105.271,446.8,441.8,,,Boulder,On-Air,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,yes,Rocky Mountain Ham Radio,,CCARC,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Wide area.,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,130.3,N,yes,08,8221,40.015,-105.271,1299.5,1279.5,,,Boulder,On-Air,,,yes,Boulder County ARES,E-power.,CCARC,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,130.3,N,yes,08,11,40.015,-105.27,449.55,444.55,100,,Boulder,On-Air,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",yes,Rocky Mtn VHF Soc,8,CCARC,,,Denver metro area.,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,35,73,36.7611,-103.834,146.85,146.25,100,,Union,Off-Air,,,yes,Sierra Grande RC,E-power.,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,130.5,SE,yes,35,74,36.7611,-103.834,444.8,449.8,77,,Union,Off-Air,,,yes,Sierra Grande Repeater Club,E-power.,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,130.5,SE,yes,35,15638,36.7611,-103.834,147.175,147.775,141.3,,Union,On-Air,,,yes,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,35,15606,36.247,-105.655,51.5,51.5,100,,Taos,On-Air,,,yes,Taos ARC,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,130.8,S,yes,35,172,36.2469,-105.654,147.12,147.72,67,,Taos,On-Air,ARRL,,yes,Taos Amateur Radio Club,E-power.,NMFCC,http://taosarc.org/,,Wide area.,,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.8,S,yes,35,15605,36.247,-105.655,224.4,222.8,225.7,,Taos,On-Air,,,yes,Taos ARC,,NMFCC,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,130.9,S,yes,35,15612,36.2462,-105.654,449.875,444.875,123,,Taos,Off-Air,,,yes,Taos ARC,"Linked to 147.34, E-Power.",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,131.1,WSW,yes,08,208,37.6992,-107.806,147.27,147.87,127.3,,San Juan,On-Air,Durango ARC,,yes,KB5ITT,E-power.,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,08,8220,40.0372,-105.23,1283.8625,1263.8625,,,Boulder,On-Air,,,yes,Boulder County ARES,E-power.,CCARC,,,20,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,08,8171,40.0372,-105.23,145.3875,144.7875,,,Boulder,On-Air,,,yes,Boulder County ARES,E-power.,CCARC,http://bouldercountyares.org/technical/d-star,,20,,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,132.2,NE,yes,08,13581,39.2783,-103.5,446.7375,441.7375,,,Lincoln,On-Air,RMHam,,yes,K0RTS KC0VJD,,CCARC,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2","I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,132.3,NE,yes,08,128,39.2688,-103.488,147.06,147.66,103.5,,Lincoln,On-Air,,,yes,BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,http://www.bigsandyradio.com/,,"I-70, US-71, US-287, US-40, US-24",,,,,,,,,791116,3794,42740,Big Sandy Net: Wed 19:00,,,,,Yes; analog capable.,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,132.5,NW,yes,08,35,39.4,-107.315,449.725,444.725,179.9,,Garfield,On-Air,,,yes,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,CCARC,,,Wide area.,,,,,,,,,,3722,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,132.5,NW,yes,08,259,39.4,-107.315,147.39,147.99,107.2,,Garfield,On-Air,,,yes,Roaring Fork Amateur Repeater Cooperative,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,132.8,W,yes,08,12442,38.4783,-107.876,146.91,146.31,107.2,107.2,Montrose,On-Air,,,yes,,E-Power,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,132.8,W,yes,08,7953,38.4783,-107.876,146.79,146.19,107.2,107.2,Montrose,On-Air,,,yes,KC0UXX,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,133.3,N,yes,08,13368,40.0633,-105.41,146.91,147.51,123,127.3,Boulder,On-Air,"Town of Gold Hill, Colorado",,yes,,,,http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,,,,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,133.4,N,yes,08,15,40.0571,-105.243,146.73,146.13,91.5,91.5,Boulder,Off-Air,,,yes,BARC,12,CCARC,http://www.ked-wireless.com/products1.htm,,Local,,,,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,133.7,N,yes,08,16,40.0556,-105.157,146.76,146.16,100,,Boulder,On-Air,Boulder County ARES,,yes,Rocky Mtn VHF Soc,5,CCARC,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134,N,yes,08,8992,40.0722,-105.354,445.05,440.05,,,Boulder,On-Air,,,yes,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,,,Wide area,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134,N,yes,08,5219,40.0722,-105.354,446.9875,441.9875,,,Boulder,On-Air,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",yes,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,134,N,yes,08,19,40.0722,-105.354,447.75,442.75,141.3,141.3,Boulder,On-Air,,,yes,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,134,N,yes,08,8,40.0722,-105.354,145.46,144.86,107.2,107.2,Boulder,On-Air,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",yes,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,,,Boulder/Denver Metro,,,,,,,,,347086,3990,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,134,N,yes,08,20,40.0722,-105.354,447.975,442.975,107.2,107.2,Boulder,On-Air,,,yes,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,134,N,yes,08,18,40.0722,-105.354,224.02,222.42,,,Boulder,On-Air,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",yes,Rocky Mtn VHF Soc,8,CCARC,RMVHS repeaters,,Denver metro area.,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,135.5,NNE,yes,08,9771,40.0072,-104.716,447.625,442.625,100,,Adams,On-Air,,,yes,Intermountain Repeater Group,,,Intermountain Repeater Group,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,135.7,NNE,yes,08,8739,40.0276,-104.789,447.3,442.3,107.2,,Weld,On-Air,,,yes,,,CCARC,,,,,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,135.8,S,yes,35,15923,36.1989,-105.889,147.18,147.78,100,100,Rio Arriba,On-Air,,,yes,,,NMFCC,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,08,129,39.4264,-107.38,146.85,146.25,88.5,123,Garfield,On-Air,,,yes,Colorado Connection,70,CCARC,,Part of the Colorado Connection System of Repeaters,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,08,130,39.4264,-107.38,146.88,146.28,107.2,,Garfield,On-Air,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",yes,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,08,132,39.4264,-107.38,447.1,442.1,107.2,,Garfield,On-Air,,,yes,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,yes,08,255,39.4264,-107.38,449.6,444.6,107.2,,Garfield,On-Air,,,yes,,e-power Linked to GMRA open system,CCARC,http://www.gmra.org,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,136.6,WSW,yes,08,116,37.3828,-107.778,146.7,146.1,100,100,La Plata,On-Air,,,yes,Durango ARC,9,CCARC,http://durangoarc.org/,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,136.7,W,yes,08,254,37.991,-107.972,449.7,444.7,107.2,107.2,San Miguel,On-Air,,Full-time to the  GMRA Open System .,yes,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,,Closed IRLP out - Ask for a control Op,Wide Area via links - Western Colorado - Eastern Utah,,,,,,,,,,3710,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,136.9,WSW,yes,08,114,37.35,-107.767,147.345,147.945,88.5,123,La Plata,On-Air,,Full-time to the  Colorado Connection System .,yes,Colorado Connection,,CCARC,,,Durango and north towards Molas Divide.,,,,,,,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,137.2,N,yes,08,15899,40.0861,-105.939,446.875,441.875,,,Clear Creek,On-Air,RMHAM,,yes,,,,http://www.rmham.org,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
