Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,Downlink Tone,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Affiliate,Web links,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Grid,Central Regional,AllStar,Commands,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,Bandwidth,Local Network,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,TAC 310,Mountain Reg USA,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Wyoming,WyLOCAL,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Local or Reflector,CKRG,KansasLink,Kansas
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,165.63,WSW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,700,CCARC,2019-11-27,On-Air,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,Rocky Mountain Ham Radio,,,,DM79JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,165.64,WSW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,,Colorado D-Star,,CCARC,2014-01-03,On-Air,,,,,,,,,,,,,,Colorado D-Star,,,,DM79JR,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,165.64,WSW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,,Colorado D-Star,,CCARC,2017-03-11,On-Air,,,,,,,,,,,,,,Colorado D-Star,,,,DM79JR,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,165.64,WSW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,,CCARC,2014-01-03,On-Air,,,,,,,,,,,,,,Colorado D-Star,,,,DM79JR,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,165.64,WSW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,,Colorado D-Star,,,2014-01-03,On-Air,,,,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,165.74,SW,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,Unknown,N0PKT,e-power,,2019-01-08,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,,K0JSC,http://www.k0jsc.com,,,,,,,,yes,Open ↑ / Open ↓,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,165.76,WSW,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,,AllStar,,2019-10-05,On-Air,"Denver, Golden",,,,,67,,,,,,,,http://www.w0sky.com,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,165.87,WSW,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,,E-power,CCARC,2019-06-19,On-Air,,,,,,141.3,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,166.24,W,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,123,Larimer,,Estes Valley ARC,E-power.,CCARC,2017-08-05,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",,,,,,,,,,,DN70GI,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,166.41,WSW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,,N6LXX,,CCARC,2019-03-25,On-Air,"I-70,I-76,I-25,I-225",,,,,,Full-time to the N6LXX System .,,,,,,N6LXX,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,166.41,WSW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,,N6LXX,,CCARC,2017-03-09,On-Air,"I-70,I-76,I-25,I-225",,,,,107.2,Full-time to the N6LXX System .,,,,,,N6LXX,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,167.07,WSW,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,,Denver Radio League,E-power.,CCARC,2020-03-13,On-Air,Wide Area,,,6,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,167.07,WSW,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,,Denver Radio League,,CCARC,2020-03-13,On-Air,,690473,3345,,,,,,,,,,,DRL Repeaters,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,,167.32,SE,,20,6210,39.7560997,-99.3239975,442.725,447.725,,Phillips,,KD0ARW,,Kansas Repeater Council,2020-03-07,On-Air,Local.,,3682,,,,"Full-time to 147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,167.43,SW,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,,GGARC,,,2015-11-11,Testing,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,,167.48,SE,,20,3986,39.75830078,-99.31970215,147.12,147.72,,Phillips,,AA0HJ,E-power,Kansas Repeater Council,2020-03-07,On-Air,Local,,,,,,"Full-time to 442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,,,,,,EM09IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,167.63,WSW,,08,13368,40.0633,-105.41,146.91,147.51,123,Boulder,,,,,2017-04-09,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",127.3,,,,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,168.08,WSW,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,CCARC,2018-12-23,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,,168.47,ESE,,31,14669,40.72159958,-99.09320068,147,146.4,123,Buffalo,,MARC,,,2017-09-01,On-Air,15,,,This is the severe weather operations machine for the Kearney area.,Weather nets as needed.,,,,,,,,,http://w0ky.club/,,,,EN00KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,168.97,S,,20,4086,38.17499924,-101.76100159,444,449,141.3,Hamilton,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,On-Air,,,,,,141.3,Full-time to the SKECT System .,,,,,,,http://skect.org/default.aspx,,,,DM98CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,,169.02,ESE,,31,29,40.69929886,-99.08170319,147.39,147.99,123,Buffalo,,KA0DBK,"E-power, WX.",,2017-05-23,On-Air,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,,169.02,ESE,,31,28,40.69929886,-99.08170319,147.315,147.915,123,Buffalo,,"MARC, WA0LST, N0LVL",Linked to 444.625 Axtell,,2019-05-04,On-Air,SW Central Nebraska,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,123,,,,,,,MARC,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,,169.02,ESE,,31,90,40.69929886,-99.08170319,444.85,449.85,74.4,Buffalo,,KA0RCZ,"Autopatch, e-power, linked.",WB0CMC,2017-05-21,On-Air,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,"Kearney, County Courthouse",NE,OPEN,,S,169.02,ESE,,31,14688,40.69929886,-99.08170319,147.03,147.63,,Buffalo,,,,,2018-12-09,On-Air,"Buffalo County, HWY 10, HWY 30, and Interstate 80",,,,,,,,,,,,,http://www.dstarusers.org/viewrepeater.php?system=KD0PBW,,,,EN00,,,,,,,yes,KD0PBW (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,,169.02,ESE,,31,27,40.69929886,-99.08170319,146.625,146.025,123,Buffalo,,Midway Amateur Radio Club (MARC),E-power.,WB0CMC,2017-05-23,On-Air,,,,,MARC: Every Thursday at 20:15 Local time,123,,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,169.05,W,,08,15670,40.1727,-105.468,147.03,147.63,100,Boulder,,KI0HG,,CCARC,2017-01-20,On-Air,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.625,5,,KA0RCZ,"Axtell, NTV Studio",NE,OPEN,,,169.12,ESE,,31,74,40.49300003,-99.08350372,444.625,449.625,,Kearney,,KA0RCZ,Linked.,WB0CMC,2017-07-04,On-Air,,,,,,,,,,,,,,,,,,EN00KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,169.19,WSW,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,2016-12-23,On-Air,,,,,,103.5,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,169.19,WSW,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,e-power,CCARC,2016-01-17,On-Air,,,,,ARA: Wed at 2000.,88.5,,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,169.19,WSW,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,8,CCARC,2016-12-23,On-Air,Wide area.,,,Talk-Group of $FFFF.,,103.5,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,169.24,WSW,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,e-power.,CCARC,2016-01-17,On-Air,"Denver metro, central front range",,,,ARA: Wed at 20:00.,88.5,,,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,169.24,WSW,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,8,CCARC,2017-03-11,On-Air,,,,,,103.5,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,169.24,WSW,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),e-power,CCARC,2016-01-17,On-Air,"Denver metro, central front range",,,,ARA: Wed at 20:00.,100,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,169.78,W,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,,Estes Valley ARC,E-Power,CCARC,2017-08-05,On-Air,,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,169.85,W,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,,N0WAR,Brandmeister Network,,2019-11-27,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,,,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,W0DMR,http://www.w0dmr.org,,,,DN70FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,170.11,WNW,,56,60,41.26660156,-105.43299866,447.225,442.225,,Albany,,Laramie County EM,,WRCG,2019-12-12,On-Air,Wide area.,,,,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,Wyoming DMR Project,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,DN71GG,,,,,,,,,,,Wyoming DMR Project,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,170.17,S,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,2019-12-21,On-Air,,,,,,162.2,,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,,https://brandmeister.network/?page=repeater&amp;id=311409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,170.58,SW,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-09-24,On-Air,I-25 corridor from Baptist Rd south to Fort Carson,,,,,,,,,,,,,PPFMA Repeaters,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,170.95,NW,,56,47,42.0544014,-104.95200348,146.88,146.28,,Platte,,GPARA,,,2019-02-21,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,170.96,SW,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,,K0NR,30,CCARC,2016-12-10,On-Air,Local.,,,,,100,,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,170.99,NW,,56,15538,42.0544014,-104.95300293,224.68,223.08,,Platte,,,,,2017-10-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,170.99,NW,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,Platte,,,,,2017-10-12,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,171.28,WSW,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,Denver Radio Club,E-power.,CCARC,2017-03-11,On-Air,Denver metro area.,,,,DRC: Sun at 20:30.,100,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,171.33,WSW,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,On-Air,,,3346,,RADOPS: Sun at 19:00.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,171.33,WSW,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,On-Air,Wide area.,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,171.33,WSW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,,KE0SJ,E-power.,CCARC,2015-05-23,On-Air,,,,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,Intermountain Repeater Group,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,171.33,WSW,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,Denver Radio League,E-power.,CCARC,2017-03-11,On-Air,Wide area. Repeater Coverage Map,,,8,,,,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,171.36,WSW,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,CCARC,2018-12-23,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,The offset is -25.8125,,,,,,,,,,,,,,,,45770,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,171.36,WSW,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,Denver Radio Club,,CCARC,2017-12-09,On-Air,,,,,,,,yes,1,,,,Brandmeister Network,http://www.w0tx.org/,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,171.45,SW,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,,N0OBA Owner,,,2018-10-25,On-Air,Wide area coverage at 8300,10079,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,131.8,,,,,,,,,,,,DM79MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,171.47,WSW,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,2014-04-28,On-Air,Wide area.,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,171.67,WSW,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,,Colorado Connection,10,CCARC,2019-08-15,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,123,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,171.67,WSW,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,2015-11-03,On-Air,Wide area.,,,"Emcomm Affiliated, Open repeater",,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,172.01,WNW,,56,4,41.30979919,-105.45500183,53.03,52.03,,Albany,,K7UWR,8,,2017-01-04,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,172.34,WSW,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,Rocky Mtn Radio League,E-power.,CCARC,2019-08-15,On-Air,Wide area.,,3350,,,127.3,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,172.34,WSW,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,Rocky Mountain Ham Radio,700,CCARC,2018-11-25,On-Air,,,,Voice ID is required for data/GPS/text on TG 705,,,,yes,7,310810,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,173.39,S,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,123,Prowers,,Lamar ARC,Linked full time to 146.610 (N0LAR) repeater,CCARC,2019-12-29,On-Air,45,37784,3774,,NWS net: Daily 12:15pm,123,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,,,,,,http://www.qrz.com/db/n0lar,,,,DM-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
