Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Grid,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Affiliate,Sponsor,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Feed,On-air,Central Regional,Commands,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Bandwidth,YSF Digital Enabled,DG-ID,Talkgroup Network,Northern Colorado Regional,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,,112.1,NNE,,08,80,39.5042,-105.128,146.88,146.28,100,,Jefferson,On-Air,Wide Area,,2018-05-21,,E-power.,,,,6,,DRL Repeaters,CCARC,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,,112.1,NNE,Node Offline,08,273,39.5042,-105.128,449.6,444.6,100,,Jefferson,On-Air,,,2014-03-04,,,,690473,3345,,,DRL Repeaters,CCARC,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,112.2,WSW,,08,113,37.4153,-108.012,146.67,146.07,100,100,La Plata,On-Air,Wide area.,,2019-04-01,,11,"Part-time to  
147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,,Linked active in the summer months only.,,DARC Repeaters,CCARC,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,113,SSE,,35,183,36.5567,-105.416,444.975,449.975,123,,Taos,On-Air,,,2017-02-13,,,,,,,,,NMFCC,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,,113.9,SSE,,35,77,36.6,-105.25,444.35,449.35,100,,Colfax,On-Air,,,2018-01-07,,,Full-time to the  Mega-Link System .,,,11,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,114,NW,,08,129,39.4264,-107.38,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,2016-05-23,,70,,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,114,NW,,08,130,39.4264,-107.38,146.88,146.28,107.2,,Garfield,On-Air,,,2012-11-10,,,"Full-time to  
447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,114,NW,,08,132,39.4264,-107.38,447.1,442.1,107.2,,Garfield,On-Air,,,2012-11-10,,,,,,,,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,114,NW,,08,255,39.4264,-107.38,449.6,444.6,107.2,,Garfield,On-Air,Wide area.,,2018-01-15,,e-power Linked to GMRA open system,,,,,,http://www.gmra.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.2,NNE,,08,8250,39.6732,-105.48,449,444,136.5,136.5,Clear Creek,On-Air,,,2017-03-11,,,,,,,,,CCARC,,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.3,NNE,,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,Wide area.,,2015-04-03,,,,,,,,,CCARC,,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,99,39.6794,-105.493,449.45,444.45,103.5,127.3,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,2016-12-23,,11,,,,,RMRL: Mon at 20:30.,Repeater,CCARC,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,78,39.6794,-105.492,146.67,146.07,100,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,2016-09-08,,11,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,CCARC,,Castle Rock Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Wide area.,,2017-03-11,,,,,,,,,CCARC,,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,115.4,NNE,,08,7190,39.6798,-105.493,446.9375,441.9375,,,Clear Creek,On-Air,,,2017-01-13,,,Full-time to the  Colorado TRBO System .,,,See the website for programming information.,,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,2,,,,,,,,,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,8197,39.6797,-105.493,448.225,443.225,141.3,141.3,Clear Creek,On-Air,,,2016-05-24,,E-power(gen).,,,,,,,CCARC,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,107,39.6794,-105.492,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Wide area. Denver metro.,,2018-07-23,,E-power.,,,,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,115.4,NNE,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,,2017-11-13,,,,347088,3291,,,http://www.w0cra.org,CCARC,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,115.4,NNE,,08,76,39.6794,-105.492,145.49,144.89,100,100,Jefferson,On-Air,,,2017-03-11,,E-power.,"Full-time to  
448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,,"KB0VIU,  Denver Radio Club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,115.4,NNE,Node Offline,08,98,39.6794,-105.492,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,,2017-03-11,,11,,4140,,,,DRC Repeaters,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,115.4,NNE,,08,81,39.6798,-105.493,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,2017-03-11,,11,"Linkable to  
449.82500 (W0WYX) at Broomfield, CO .
 
Linkable to  
449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,CCARC,,Rocky Mtn Radio League,,,,,,,,,,,Listen Live,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,115.7,NNE,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,Jefferson,On-Air,Wide area.,,2016-12-23,,E-power.,,,3350,,,Repeater,CCARC,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,115.7,NNE,,08,10932,39.6333,-105.317,145.175,144.575,,,Clear Creek,On-Air,,,2018-11-25,,700,,,,Voice ID is required for data/GPS/text on TG 705,,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,115.9,NNE,,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,2018-12-23,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,CCARC,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,,116.5,SSE,,35,15635,36.578,-105.198,147.04,147.64,141.3,,Colfax,On-Air,,,2017-01-24,,,,,,,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,116.6,WSW,,08,8169,37.3,-108.028,145.37,144.77,100,100,La Plata,On-Air,,,2018-01-15,,E-power.,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,,116.9,NE,,08,8743,39.4718,-104.895,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,,2017-01-22,,,,,,,,,CCARC,,W9SL Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,117.1,WNW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,,Delta,,,,2012-11-10,,,,,,,,GMRA Repeaters,CCARC,,Grand Mesa Repeater Assoc (GMRA),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,118.2,NW,,08,149,39.0667,-107.936,145.355,144.755,88.5,123,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",,2017-01-06,,E-power.,Full-time to the  Colorado Connection System .,,,Colorado Connection system of repeaters,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,118.2,NW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,,2016-10-28,,NWS weather alert system.,"Full-time to  
447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,8162,,,,CCARC,,Keri Washburn,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,118.6,SE,,35,6805,36.9925,-104.474,446.775,441.775,,,Colfax,On-Air,,,2017-07-22,,,,,,,,http://www.cmrg.org/,NMFCC,,Cheyenne Mountain Repeater Group,yes,KD0RDI (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,118.7,SE,,08,239,36.9974,-104.467,145.43,144.83,107.2,,Las Animas,On-Air,,,2017-10-24,,,,,,,,CMRG Repeaters,CCARC,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,118.9,NNE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',29571,2014-09-21,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,CCARC,Rocky Mountain Ham Radio,AC0KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,119.2,NNE,,08,95,39.7425,-105.514,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,,2012-11-20,,E-power.,,,,,,,CCARC,,WG0N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,119.4,NNW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,2012-11-10,,8,,266359,,Single beep courtesy tone when linked and none when unlinked.,,,CCARC,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,119.5,NNW,,08,8181,39.5505,-107.325,224.02,222.42,,,Garfield,,,,2012-11-12,,,,,,,,,CCARC,,SCARC,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,119.5,NNW,,08,8192,39.5505,-107.325,447.6,442.6,,,Garfield,,40,,2012-11-12,,50,"Full-time to  
146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,Link Hub for 146.880.,,,CCARC,,Ski Country ARC (SCARC),,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,119.5,NNW,,08,13637,39.5505,-107.325,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,,2018-01-15,,e-power Linked to GMRA Open System,Full-time to the  GMRA Open System .,,,RACES net Wed 1930 Hrs Local,Colorado State RACES Wed 1930 local,http://GMRA.org,CCARC,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,120,NE,,08,11473,39.3935,-104.675,446.85,441.85,,,Douglas,On-Air,,,2018-03-18,,D-Star B module,,,,,,http://parkerradio.org,CCARC,,Parker Radio Association,yes,K0PRA (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,120,NE,,08,8189,39.4942,-104.836,447.525,442.525,203.5,146.2,Douglas,On-Air,"Denver metropolitan area, front range foothills",,2017-03-11,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,CCARC,Colorado ARES,EmComm Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,120.3,NNE,,08,10514,39.6734,-105.218,53.17,52.67,107.2,CSQ,Jefferson,On-Air,"I-70,I-76,I-25,I-225",29883,2019-03-25,,,Full-time to the  N6LXX System .,,,,,,CCARC,N6LXX,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,120.3,NNE,,08,10513,39.6734,-105.218,447.875,442.875,107.2,107.2,Jefferson,On-Air,"I-70,I-76,I-25,I-225",29913,2017-03-09,,,Full-time to the  N6LXX System .,,,,,,CCARC,N6LXX,N6LXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,120.4,SW,,35,15644,36.8,-107.62,147.36,147.96,100,,San Juan,On-Air,,,2018-01-15,,,Full-time to the  San Juan Connection System .,,,,,http://www.sjcham.com,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,120.7,WSW,,08,15896,37.36,-108.15,442.375,447.375,100,,Montezuma,On-Air,,,2017-11-30,,,Full-time to the  San Juan Connection System .,,,,,,,,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,D,121.9,NE,,08,17292,39.4491,-104.703,445.075,440.075,,,Douglas,On-Air,,,2018-09-10,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,,Mixed Mode,Mondays 20:30 MST,http://www.parkerradio.org,CCARC,,Parker Radio Association,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,,122.2,SW,,35,16667,36.95,-107.85,147.06,147.66,100,,San Juan,On-Air,,,2018-01-07,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,122.5,NNE,,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,,,2016-09-05,,E-power.,,,3346,,RADOPS: Sun at 19:00.,,CCARC,,El Jebel RADOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,122.5,NNE,,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,2015-05-22,,"Closed autopatch, e-power, linked.","Full-time to  
449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,122.5,NNE,,08,138,39.7525,-105.359,449.525,444.525,CSQ,,Jefferson,On-Air,,,2015-05-23,,E-power.,"Full-time to  
145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,CCARC,,KE0SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,122.5,NNE,,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,,2017-03-11,,E-power.,"Full-time to  
145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,122.5,NNE,,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,"Wide area. 
 Repeater Coverage Map",,2017-03-11,,E-power.,,,,8,,DRL Repeaters,CCARC,,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,122.6,NNE,,08,85,39.6822,-105.143,147.33,147.93,100,,Jefferson,On-Air,Metro Denver and the foothills.,,2017-03-31,,E-power.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,DRC Repeaters,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,122.6,NNE,,08,267,39.6822,-105.143,224.38,222.78,100,100,Jefferson,On-Air,,,2017-03-11,,,,,,,,DRC Repeaters,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,122.6,NNE,,08,8215,39.6822,-105.143,449.775,444.775,100,100,Jefferson,On-Air,Metro Denver,,2015-06-02,,,,,,,,Denver Radio Club,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,122.9,NNE,,08,105,39.7008,-105.178,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,,2017-03-11,,E-power.,,,,,,DRC Repeaters,CCARC,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,123.2,NNE,,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,45770,2018-12-23,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,,,The offset is -25.8125,,,CCARC,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,123.2,NNE,,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,,,2017-12-09,,,,,,,,http://www.w0tx.org/,CCARC,Brandmeister Network,Denver Radio Club,,,,yes,1,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC1,N0KEG,Centennial,CO,OPEN,,DS,123.6,NNE,,08,17676,39.5807,-104.877,147.315,147.915,,,Arapahoe,,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,2019-03-21,,,,,,,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,https://www.parkerradio.org,,Parker Radio Association,N0KEG,yes,N0KEG (C) Repeater,"jfindu lookup 
/  dstar-users lookup",yes,1,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,123.6,NNE,,08,10939,39.7307,-105.233,145.37,144.77,,,Jefferson,On-Air,,,2018-11-25,,700,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,Rocky Mountain Ham Radio,CCARC,,Rocky Mountain Ham Radio,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,123.6,NNE,,08,3739,39.7305,-105.233,145.25,144.65,,,Jefferson,On-Air,,,2014-01-03,,,,,,,,Colorado D-Star,CCARC,,Colorado D-Star,yes,W0CDS (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
