Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,DMR Enabled,Color Code,Wide Network,IRLP,Nets,DMR ID,EchoLink,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Central Regional,Bandwidth,Mixed-Mode,Northern Colorado Regional,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,138.39,NE,,08,7193,39.26480103,-105.11399841,446.925,441.925,,Douglas,On-Air,,See the website for programming info.,CCARC,2019-11-27,,DM79KG,,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,yes,8,,,,310817,,,,,,,,RMHR c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,138.39,NE,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,2015-06-17,146.2,DM79KG,Colorado ARES,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,138.43,W,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,Wayne,On-Air,San Juan Connection,,,2020-01-13,,,,Full-time to the SAN JUAN CONNECTION System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,138.48,WNW,,49,52,38.5286,-109.325,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,UVHFS,2017-11-04,107.2,,,,,8,GMRA Repeaters,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,,D,138.74,SSE,,35,15733,35.88669968,-106.39499664,442.225,447.225,,Los Alamos,On-Air,Rocky Mountain Ham Radio,Linked,NMFCC,2019-12-16,,DM65TV,,,,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 714 Los Alamos Local TS 2 TG 505 New Mexico,https://www.rmham.org/wordpress/dmr-radio-site-information/,Wide area 50 mi radius.,,yes,7,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,313505,,,,,,,,Colorado/Rocky Mountain c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,NM5EC,"Los Alamos, Pajarito Mountain",NM,OPEN,,S,138.74,SSE,,35,18232,35.88669968,-106.39499664,145.19,144.59,,Los Alamos,On-Air,SFARC,,,2019-10-30,,DM65TV,,,,"Mixed mode DStar, analog and fusion (under another entry, using W5SF callsign)",,Wide area,,,,,,,,,,,,yes,NM5EC (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,,138.74,SSE,,35,118,35.88669968,-106.39499664,145.19,144.59,162.2,Los Alamos,On-Air,SFARC,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,NMFCC,2019-10-30,162.2,DM65TV,,,,"Mixed mode analog, Fusion, and D-star (using call NM5EC C, noted under separate entry)",,Wide Area,,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,25,Yes; analog capable.,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,139.08,SSE,,35,196,35.88399887,-106.38200378,223.94,222.34,CSQ,Los Alamos,On-Air,,,NMFCC,2015-10-16,,DM65TV,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,139.13,SSE,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,Los Alamos,On-Air,Los Alamos ARC,Located on the Barranca Mesa water tower.,NMFCC,2018-05-17,,DM65UV,,,,Autopatch,,,,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,139.75,SE,,35,41,36.36000061,-105.20999908,147.34,147.94,100,Colfax,On-Air,Taos ARC,,NMFCC,2017-08-27,,DM76JI,,,,E-power.,Taos Amateur Radio Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,139.76,SSE,,35,5181,35.88809967,-106.30699921,442.425,447.425,,Los Alamos,On-Air,,,,2017-07-25,,,,,,,,30,,,,,,,,,,,,yes,NM5WR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,139.77,SSE,,35,123,35.88809967,-106.30599976,444.775,449.775,,Los Alamos,On-Air,WD9CMS,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",NMFCC,2017-03-19,,,,,,E-power.,,Los Alamos and surrounding areas,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,139.8,SSE,,35,9407,35.89199829,-106.28500366,224.04,222.44,100,Los Alamos,On-Air,KA5BIW,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,NMFCC,2019-03-13,100,DM65uv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,139.8,SSE,,35,15608,35.89199829,-106.28500366,442,447,100,Los Alamos,On-Air,KA5BIW,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,NMFCC,2019-03-12,,DM65UV,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,139.97,NE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,2018-10-25,131.8,DM79MD,,,,,,Wide area coverage at 8300,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,140.36,SSE,,35,16629,35.88000107,-106.3030014,144.265,144.265,203.5,Los Alamos,On-Air,,,,2017-12-08,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC,KE8AVN,Los Alamos,NM,OPEN,,D,140.36,SSE,,35,16602,35.88,-106.303,442.925,447.925,,Los Alamos,On-Air,,,,2018-05-14,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,140.36,SSE,,35,12228,35.88000107,-106.3030014,927.9,902.9,,Los Alamos,On-Air,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",NMFCC,2017-02-05,,,,,,,,Los Alamos and surrounding areas,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,140.41,NE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,On-Air,K0NR,,CCARC,2016-12-10,100,,,,,30,http://www.k0nr.com/wordpress/k0nr-repeater/,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,140.97,SE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,Las Animas,Off-Air,K0BV,,CCARC,2017-10-24,100,,,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,140.97,SE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,Las Animas,On-Air,KG5JL,,CCARC,2018-04-04,,,,,,E-power (batt).,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,141.02,SE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,,CCARC,2017-10-24,,,,,,E-power.,CMRG Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,141.1,NE,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,CCARC,2019-09-24,,DM79OA,,,,,PPFMA Repeaters,I-25 corridor from Baptist Rd south to Fort Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,142.98,NE,,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,,CCARC,2016-01-17,88.5,,,,,E-power.,http://www.n0ara.org,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,144.5,SE,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,2020-01-25,110.9,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,144.87,NE,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,Jefferson,Off-Air,Colorado Repeater Association (CRA),,CCARC,2017-10-07,,,,,,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,145.73,NE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,CCARC,2014-04-28,88.5,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,146.12,E,,08,13790,38.93299866,-104.60900116,447.2,442.2,,El Paso,Testing,GGARC,,,2015-11-11,,,Garden of the Gods Amateur Radio Club,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,SY,146.16,NE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,El Paso,,N0PKT,,,2019-01-08,,,K0JSC,,,e-power,http://www.k0jsc.com,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,Unknown,,,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,yes,1,6.25,yes,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,147,SE,,35,6805,36.99250031,-104.47399902,446.775,441.775,,Colfax,On-Air,Cheyenne Mountain Repeater Group,,NMFCC,2017-07-22,,DM76SX,,,,,http://www.cmrg.org/,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,147.21,SE,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CCARC,2017-10-24,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.16,NNE,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,,CCARC,2016-12-23,127.3,,,,,11,Repeater,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.16,NNE,,08,8250,39.6732,-105.48,449,444,136.5,Clear Creek,On-Air,CARN,,CCARC,2017-03-11,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.18,NNE,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,CCARC,2016-05-24,141.3,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.19,NNE,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,,CCARC,2016-09-08,100,,,,,11,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,148.19,NNE,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,2017-01-13,,,,Full-time to the Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,yes,7,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,RMHAM,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.19,NNE,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,W0CFI,,CCARC,2015-04-03,100,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.19,NNE,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,,CCARC,2018-07-23,107.2,,,,,E-power.,http://www.w0cra.org/info/squaw.html#145145,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,148.19,NNE,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,CCARC,2017-11-13,107.2,,,,,,http://www.w0cra.org,Wide area: Denver metro.,,,,,3291,,,347088,,,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,148.19,NNE,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,"KB0VIU, Denver Radio Club",,CCARC,2017-03-11,100,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,E-power.,DRC Repeaters,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,148.19,NNE,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,,CCARC,2017-03-11,100,,,,,11,DRC Repeaters,Wide area.,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,148.19,NNE,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,,CCARC,2017-03-11,103.5,,,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,11,Repeater,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,Listen Live,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,148.25,NNE,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,,CCARC,2017-03-11,103.5,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,148.78,S,,35,9767,35.69670105,-106.85900116,443.1,448.1,100,Sandoval,On-Air,Sandoval County ARES,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",NMFCC,2017-02-10,,DM65NQ,ARRL,,27748,"Linked, e-power.",http://nmscares.org/,Wide area - NW NM.,,,,,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,149.94,NE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,On-Air,Denver Radio League,6,CCARC,2020-03-13,,,,,,E-power.,DRL Repeaters,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,149.94,NE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,On-Air,Denver Radio League,,CCARC,2020-03-13,,,,,,,DRL Repeaters,,,,,,3345,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,150.15,NE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,El Paso,On-Air,KD0MDP,,,2015-06-02,100,,The Fun Machine,Full-time to the The Fun Machine System .,28299,Linked.,,,,,,,7301,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,150.72,NE,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,CCARC,2019-08-15,127.3,,,,,E-power.,Repeater,Wide area.,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,150.72,NE,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,On-Air,Rocky Mountain Ham Radio,Voice ID is required for data/GPS/text on TG 705,CCARC,2018-11-25,,,,,,700,Rocky Mountain Ham Radio,,,yes,7,,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,150.95,WNW,,49,48,38.5739,-109.549,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,,UVHFS,2015-03-29,,,,,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",http://sdarc.us/repeaters/moab.html,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,151.31,NNE,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,WG0N,,CCARC,2012-11-20,107.2,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,151.39,SE,,35,136,36.90330124,-104.43900299,147.28,147.88,100,Colfax,On-Air,,,NMFCC,2018-01-07,,,,Full-time to the Mega-Link System .,,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,151.97,NNE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,Off-Air,AC0KQ,,CCARC,2019-08-23,141.3,,Rocky Mountain Ham Radio,,29571,AllStar node repeater providing wide area coverage along the Front Range,,Wide area at 9500',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,152.28,NE,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,On-Air,,,CCARC,2018-12-23,,,,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,153.21,SW,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,On-Air,San Juan Connection,,ARCA,2018-10-17,,,,Full-time to the San Juan Connection System .,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,153.21,SW,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,On-Air,Totah ARC,,ARCA,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,154.05,NNE,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,,CCARC,2017-01-06,123,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,155.4,N,,08,166,40.0589,-106.388,147.075,147.675,88.5,Grand,On-Air,Colorado Connection,Part of the Colorado Connection system of Repeaters,CCARC,2016-05-23,123,,,Full-time to the Colorado Connection System .,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,,155.75,S,,35,16603,35.59930038,-107.09600067,443,448,100,Sandoval,On-Air,,,NMFCC,2017-12-25,,DM65KO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,,156.02,SSE,,35,15631,35.78530121,-105.78199768,147.02,147.62,141.3,Santa Fe,On-Air,NMEMA ARC,,NMFCC,2017-01-24,,DM75CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,,156.06,SSE,,35,155,35.78499985,-105.78099823,442.825,447.825,131.8,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,2017-07-22,,DM75CS,,"Full-time to 146.82000 (W5SF) at Santa Fe, Tesuque Peak, NM .",,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
