Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Features,On-air,Central Regional,Grid,EchoLink,IRLP,Commands,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Feed,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Southern Colorado,Devilshead Local,TAC 311,Colorado Chat,Eastern Colorado,Wyoming,WyLOCAL,Location Photo,REACT,CO-Park County
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,131.5,SW,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,,,,,,El Paso,On-Air,Colorado Connection,,,CCARC,2019-11-11,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the Colorado Connection System .,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,9,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,131.51,SW,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,,,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,,,2019-12-28,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,131.51,SW,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,,,,,Teller,On-Air,CMRG,,http://www.cmrg.org,CCARC,2017-03-09,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,9,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,131.51,SW,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,El Paso,On-Air,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,,CCARC,2019-11-27,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Rocky Mountain Ham Radio Brandmeister Sites,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,2,2,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,131.51,SW,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,,,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,CCARC,2017-03-09,107.2,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,131.54,SW,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,,,,,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,CCARC,2019-12-29,,Wide area,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,DM78NR,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,132.56,SW,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,,,,,,El Paso,On-Air,,,http://www.cmrg.org/,CCARC,2018-01-15,107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,"Closed autopatch, e-power.",,,DM78NR,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,132.56,SW,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,,,,,,El Paso,On-Air,Colorado Repeater Association,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,2017-11-13,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,,,"Closed autopatch, e-power.",,,,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,132.6,SW,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,,,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,,,CCARC,2018-01-15,107.2,,,,,,,,"Closed autopatch, e-power.",,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,132.6,SW,,08,269,38.73720169,-104.8809967,448,443,107.2,,,,,,El Paso,On-Air,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,132.6,SW,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,,,,,,El Paso,On-Air,,,CMRG Repeaters,CCARC,2018-01-15,107.2,Wide area.,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,"Closed autopatch, e-power.",,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,133.42,SW,,08,44,38.84000015,-105.04000092,146.97,146.37,100,,,,,,El Paso,On-Air,Pikes Peak FM Assoc,,PPFMA Repeaters,CCARC,2019-11-11,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,listed on http://ppfma.org,,,,e-power.,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,133.42,SW,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,,,,,El Paso,On-Air,Pikes Pk FM Assoc,,PPFMA Repeaters,CCARC,2019-03-07,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,see http://www.ppfma.org,,,,E-power.,,,DM78LU,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,133.96,WNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,Larimer,On-Air,W1VAN,W0DMR,http://www.w0dmr.org,,2019-11-27,,Covers Red Feather Lakes Area,,,,,,,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,,134.73,N,Node Offline,31,10450,42.093,-102.87,147.015,147.615,,,,,,,Box Butte,On-Air,N2VHZ,,,,2018-01-14,,Local.,,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,134.91,SW,,08,5220,38.77259827,-104.99299622,446.95,441.95,,yes,7,310816,RMHR c Record retrieved from radioid.net,,Teller,On-Air,Rocky Mountain Ham Radio,RMHAM,,,2019-11-27,,Monument Hill through Pueblo.,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,134.91,SW,,08,58,38.77259827,-104.99299622,927.725,902.025,,,,,,,Teller,On-Air,WA6IFI,,Yahoo Group,CCARC,2020-01-01,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",Full-time to the The 900 P25 Network System .,,,,,,12,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,134.92,SW,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,,,,,El Paso,On-Air,AA0SP,,,CCARC,2017-03-09,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,E-power (solar).,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,134.94,SW,,08,17250,38.77199936,-104.99299622,145.235,144.635,,yes,7,310824,c Record retrieved from radioid.net,,El Paso,On-Air,RMHAM,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,Wide area,,Voice ID is required for data/GPS/text on TG 705,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,135.2,SW,,08,39,38.70000076,-104.90000153,145.265,144.665,,,,,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,PPFMA Repeaters,CCARC,2019-03-07,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,,,,,,,DM78NQ,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,136.19,W,,08,15582,39.8865,-105.763,147.285,147.885,88.5,,,,,,Grand,On-Air,Colorado Connection,,,CCARC,2017-01-06,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,136.37,N,,31,10034,42.11700058,-102.87000275,146.715,146.115,103.5,,,,,,Box Butte,On-Air,TriCity,,,,2018-01-14,103.5,,,,,,,,,,,DN82NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,,136.65,ESE,,31,39,40.2053,-100.626,147.27,147.87,,,,,,,Red Willow,On-Air,McCook ARA,,,,2017-12-26,,50,,,Monday Nights at 7PM,,,,Fusion Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,,136.7,ESE,,31,15122,40.19670105,-100.625,444.5,449.5,151.4,,,,,,Frontier,On-Air,dirt,Dirt Truckin,,,2017-12-26,,20,,16,,,,,link comm rlc 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,,136.7,ESE,,31,15136,40.1967,-100.625,444.8,449.8,162.2,,,,,,Red Willow,On-Air,N7UVW,Dirt Truckin,,,2017-12-26,,50,,180,,,,,Link Com RLC-1 Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,137.3,W,,08,3756,39.9473,-105.795,447.45,442.45,103.5,,,,,,Grand,On-Air,W0IG,,,CCARC,2013-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,139.06,W,,08,18131,40.2392,-105.847,449.425,444.425,103.5,,,,,,Clear Creek,On-Air,,,,,2019-09-21,103.5,"Grand Lake, CO",,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,139.09,NW,,56,60,41.26660156,-105.43299866,447.225,442.225,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,Albany,On-Air,Laramie County EM,Wyoming DMR Project,,WRCG,2019-12-12,,Wide area.,,,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,DN71GG,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,1,2,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,140.3,SW,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,,,,,Park,,CMRG,,,CCARC,2012-11-12,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,,140.53,SE,,20,15098,38.46969986,-101.75299835,442.175,447.175,156.7,,,,,,Greeley,On-Air,WKARC,,,,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,140.79,NNW,,56,17395,42.0625,-104.18399811,448.325,443.325,151.4,,,,,,Goshen,,,,,,2018-10-26,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,140.79,NNW,,56,42,42.0625,-104.18399811,146.73,146.13,CSQ,,,,,,Goshen,On-Air,,,,,2019-02-20,,,,,,,,,,,,DN72VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,141.66,SSW,,08,195,38.39250183,-104.55500031,224.26,222.66,88.5,,,,,,Pueblo,Off-Air,Pueblo Ham Club,,PHC repeaters,CCARC,2013-05-07,,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,141.67,NW,,56,4,41.30979919,-105.45500183,53.03,52.03,,,,,,,Albany,Off-Air,K7UWR,,http://www.r-vcr.com/k7uwr/repeater.htm,,2017-01-04,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,8,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.25,SW,,08,66,38.7467,-105.178,447.4,442.4,67,,,,,,Teller,On-Air,WB0WDF,,,CCARC,2012-06-15,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,143.26,SW,,08,65,38.7466,-105.178,147.015,147.615,107.2,,,,,,Teller,On-Air,Mountain ARC,,,CCARC,2016-11-17,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.26,SW,,08,64,38.7466011,-105.1780014,145.46,144.86,67,,,,,,Teller,On-Air,WB0WDF,RGARC,,CCARC,2012-06-15,,,,,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.26,SW,,08,7203,38.7466,-105.178,224.94,223.34,67,,,,,,Teller,Testing,,,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,143.26,SW,,08,67,38.7466,-105.178,1287.7,1267.7,67,,,,,,Teller,Testing,WB0WDF,,,CCARC,2012-06-18,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,143.6,SSW,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,,Pueblo Amateur Radio Club,CCARC,2019-12-10,,Wide area.,,,,,,,E-power.,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,143.6,SSW,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,yes,0,,c Record retrieved from radioid.net,,Pueblo,On-Air,Pueblo Amateur Radio Club,,Pueblo Amateur Radio Club,CCARC,2019-12-10,,Wide area.,,Dual Mode Analog/DMR,,,,,E-power.,,,DM78ri,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,,143.66,ESE,,20,3907,39.8321991,-100.53399658,145.19,144.59,,,,,,,Decatur,Off-Air,TRI-STATE.,,,Kansas Repeater Council,2020-03-07,,Local,,,,,,,Linked.,,,DM99RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,144.06,W,,08,15899,40.0861,-105.939,446.875,441.875,,yes,,,,,Clear Creek,On-Air,,RMHAM,http://www.rmham.org,,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,144.06,W,,08,145,40.0861,-105.939,146.82,146.22,123,,,,,,Grand,,GCARA,,,CCARC,2014-09-06,,,,,,,,,E-power.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,144.44,WSW,,08,170,39.0489,-105.512,147.36,147.96,107.2,,,,,,Park,On-Air,,,CMRG Repeaters,CCARC,2018-01-15,107.2,Wide area.,,,,,,,E-power.,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,144.47,WSW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,,,,,,Park,On-Air,Mountain ARC (MARC),,,CCARC,2016-11-17,107.2,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,"Closed autopatch, e-power.",,,DM79FB,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,,144.62,E,,31,44,41.1239,-100.765,146.835,146.235,CSQ,,,,,,Lincoln,On-Air,K0KDC,,,,2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,,144.62,E,,31,43,41.12390137,-100.76499939,146.7,146.1,,,,,,,Lincoln,Off-Air,North Platte Progressive Amateur Radio Club,,,,2018-10-14,123,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,145.11,SSE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,Prowers,On-Air,,,https://brandmeister.network/?page=repeater&amp;id=311409,,2019-12-21,162.2,,,,,,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,,145.37,E,Node Offline,31,11023,41.1403,-100.76,147.33,147.93,123,,,,,,Lincoln,On-Air,Randy Allen,,,,2017-06-29,,,,,,,,,,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,,145.37,E,Node Offline,31,11022,41.14030075,-100.76000214,444.4,449.4,123,,,,,,Lincoln,On-Air,Randy Allen,,,,2014-05-04,,Maxwell to Sutherland across I-80.,,,,,,,,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,145.37,E,Node Offline,31,11026,41.1403,-100.76,146.94,146.34,123,,,,,,Lincoln,On-Air,Charlie Allen,,,WB0CMC,2019-05-05,,,,,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,,,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,,145.37,E,Node Offline,31,11024,41.1403,-100.76,442.25,447.25,123,,,,,,Lincoln,Off-Air,Charlie Allen,,,,2018-10-14,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,Sunt at 20:30 Wed at 21:00,,,,,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
