Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,Grid,Affiliate,Notes,YSF Digital Enabled,DG-ID,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado,Colorado Chat,Bandwidth,Mixed-Mode,On-air,Commands,Central Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Talkgroup Network,Northern Colorado Regional,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,REACT,CO-Park County,Europe,Southwest USA,Wyoming,WyLOCAL
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,86.22,N,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,Listen Live,CCARC,2017-03-11,,,,,,,,,,DM79GQ,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,,86.51,N,,08,105,39.70080185,-105.1780014,53.09,51.39,107.2,,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,E-power.,,,,,,DRC Repeaters,,CCARC,2017-03-11,,,,,,,,,,DM79JQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,86.87,E,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,,Lincoln,On-Air,,,,,,,,,,,CCARC,2012-07-20,,,,,,,,,,DM88DU,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,86.9,N,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,Off-Air,Local.,,E-power.,,,,,,,,CCARC,2019-08-23,,,,,,,,,,DM79KQ,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,87.68,N,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,,Jefferson,On-Air,,Denver Radio Club,,,,,,,,,CCARC,2017-03-11,,,,,,,,,,DM79KR,,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,88.47,N,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,,,29571,,,,CCARC,2019-08-23,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,88.52,N,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,On-Air,,Colorado D-Star,,,,,,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,DM79JR,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,88.52,N,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,On-Air,,Colorado D-Star,,,,,,,Colorado D-Star,,CCARC,2017-03-11,,,,,,,,,,DM79JR,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,88.52,N,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,On-Air,,Colorado D-Star,,,,,,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,DM79JR,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,88.52,N,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,On-Air,,Colorado D-Star,,,,,,,Colorado D-Star,,,2014-01-03,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,88.52,N,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,On-Air,,WA2YZT,200,Full-time to the Colorado TRBO System .,,,,,,,CCARC,2019-11-27,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,DM79JR,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,88.54,N,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,On-Air,,Rocky Mountain Ham Radio,700,,,,,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,DM79JR,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,88.7,N,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,E-power,,,,,,,,CCARC,2019-06-19,,,,,,,,,,DM79JR,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,88.72,N,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,67,Jefferson,On-Air,"Denver, Golden",,,,,,40195,,http://www.w0sky.com,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,89.01,NNE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,89.94,N,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,On-Air,,RADOPS El Jebel Shriners,,,,,,,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,89.94,N,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,Off-Air,,WB0TPT,,,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,89.94,N,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,,,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,89.94,N,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,,,7708,,,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,90.05,N,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,,,,,,Intermountain Repeater Group,,CCARC,2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,90.05,N,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,On-Air,,EARS,E-power.,,,,,,,,CCARC,2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,90.05,N,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,On-Air,,W0IG,,,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,90.05,N,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,Off-Air,,HPRA,E-power.,,,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,90.07,N,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,100,Jefferson,On-Air,,Denver Water Amateur Radio Club,,,,3241,,,http://www.dwarc.com,,,2020-01-23,,,,,,,,,,DM79KS,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,90.08,N,,08,17349,39.75059891,-105.1230011,448.35,443.35,,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,,,,,,http://www.DWARC.com,,CCARC,2018-10-02,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,90.25,N,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,On-Air,Golden and Denver.,N0PYY,,,,,,,,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,90.26,N,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,On-Air,,Denver PD EEB,,,,,,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,90.26,N,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,,,,42845,,,,CCARC,2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,90.32,N,,08,112,39.75249863,-105.35800171,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,Denver Radio Club,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,,CCARC,2017-03-11,,,,,,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,90.33,N,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,On-Air,,El Jebel RADOPS,E-power.,,,3346,,RADOPS: Sun at 19:00.,,,CCARC,2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,90.33,N,,08,140,39.75249863,-105.35900116,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,,CCARC,2015-05-22,,,,,,,,,,DM79HS,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,90.33,N,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,On-Air,,KE0SJ,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,CCARC,2015-05-23,,,,,,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,90.33,N,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,,,,,,DRL Repeaters,,CCARC,2020-03-13,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,90.68,N,,08,95,39.74250031,-105.51399994,449.05,444.05,107.2,107.2,Denver,On-Air,Wide area.,WG0N,E-power.,,,,,,,,CCARC,2012-11-20,,,,,,,,,,DM79FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,90.92,NNE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,90.92,NNE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,On-Air,,W0BG,,,,,,,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,90.92,NNE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,On-Air,Primarily to the North along I-25 corridor,W9SL Owner,,,,,,,,,CCARC,2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,90.92,NNE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,,,,2017-12-13,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,90.93,NNE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,On-Air,Greater Denver area.,Castle Rock Repeater Group,E-power.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,91.13,N,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,On-Air,,W0JRL,,,201712,,29997,,,,CCARC,2015-05-15,,,,,,,,,,DM79MS,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,91.27,N,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,,,CCARC,2020-01-01,,,,,,,,,,DM79HS,,,,,,yes,293,yes,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,91.27,N,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,On-Air,,Denver Radio Club,,,,,,,http://www.w0tx.org/,,CCARC,2019-11-27,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,,,,Brandmeister Network,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,91.91,N,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,103.5,Jefferson,On-Air,,Rocky Mtn Radio League,8,,,,,,Repeater,,CCARC,2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,91.91,N,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,e-power,,,,,ARA: Wed at 2000.,ARA Repeaters,,CCARC,2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,91.91,N,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,8,,,,,,Repeater,,CCARC,2016-12-23,,,,,,,,,,,,Talk-Group of $FFFF.,,,,yes,293,yes,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,91.92,N,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,,,,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,2016-01-17,,,,,,,,,,DM79IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,91.92,N,,08,86,39.77719879,-105.32900238,224,222.4,103.5,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,8,,,,,,Repeater,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,91.92,N,,08,133,39.77719879,-105.32900238,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,2016-01-17,,,,,,,,,,DM79IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,92.17,W,,08,161,38.54579926,-106.92500305,449.95,444.95,,,Gunnison,,,K5GF,,,,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,92.17,W,,08,160,38.54579926,-106.92500305,147.12,147.72,,,Gunnison,On-Air,,W0VTL,E-power.,,,,,,,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,92.26,N,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,Jefferson,On-Air,Denver Metro Area,W0DMR,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,2019-11-27,yes,2,310811,NoCo c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,96.39,N,ON - In Conference IRLP 3946,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,On-Air,,N1UPS,,,43699,3699,,,,,CCARC,2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,96.54,NNE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,On-Air,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,24340,,29436,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,k0jsc.com,Listen Live,CCARC,2019-08-22,,,,,,,,,,DM79pt,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,,96.87,SSE,,08,8180,37.16949844,-104.50099945,147.375,147.975,100,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,,,,,,,CCARC,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,Y,96.87,SSE,,08,13499,37.16949844,-104.50099945,447.375,442.375,100,,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,,,,,,,,CCARC,2018-04-04,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,,96.9,SSE,,08,240,37.16939926,-104.5,449.6,444.6,107.2,,Las Animas,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,,,,,,CMRG Repeaters,,CCARC,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,96.9,SSE,,08,8086,37.14569855,-104.57099915,446.775,441.775,,,Las Animas,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,97.17,SE,,08,167,37.99950027,-103.52899933,147.36,147.96,,123,Otero,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,,,,,,,,2018-09-30,,,,,,,,,,DM87FX,KC0ITF,Digital Wires-X,yes,Open ↑ / Open ↓,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,11360,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,99.55,NE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,,3349,3349,,,,,CCARC,2014-09-02,,,,,,,,,,DM89CI,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,99.9,WNW,,08,260,39.17610168,-106.82900238,447.05,442.05,136.5,136.5,Pitkin,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
