Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Downlink Tone,Grid,Sponsor,Affiliate,Links,AllStar,Coverage,Notes,IRLP,Nets,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,104.1,SSW,,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,On-Air,DV only,,NMFCC,2018-02-02,,,San Juan County,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,105,NE,,08,16783,39.2653,-106.182,445.05,440.05,,Lake,On-Air,,http://www.rmham.org/,CCARC,2018-07-07,,,K2AD,Rocky Mountain Ham Radio,,,,,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,,,RMHAM,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,D,105,NE,,08,12698,39.0469,-105.87,446.7625,441.7625,,Park,On-Air,,,,2017-03-11,,,K7PFJ,RMHAM,,,,,,,,yes,0,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,105.1,NE,,08,5336,39.21,-106.087,447.125,442.125,103.5,Park,On-Air,Emergency automatic generator.,,CCARC,2019-03-08,103.5,DM69wf,AA0BF,"Park County Radio Club, AB0PC",,45840,"Covers Fairplay, Alma, and western South Park.","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,105.1,N,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,8,,CCARC,2012-11-10,,,Roaring Fork Amateur Repeater Cooperative,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,105.1,N,,08,8181,39.5505,-107.325,224.02,222.42,,Garfield,,,,CCARC,2012-11-12,,,SCARC,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,105.1,N,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,50,,CCARC,2012-11-12,,,Ski Country ARC (SCARC),,"Full-time to  
146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,40,Link Hub for 146.880.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,105.1,N,,08,13637,39.5505,-107.325,449.85,444.85,131.8,Garfield,On-Air,e-power Linked to GMRA Open System,http://GMRA.org,CCARC,2018-01-15,131.8,,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,Glenwood Springs,RACES net Wed 1930 Hrs Local,,Colorado State RACES Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,105.4,NW,,08,151,39.0656,-108.748,146.94,146.34,107.2,Mesa,On-Air,E-power and autopatch for WCARC members,http://w0rrz.org,CCARC,2016-05-11,107.2,,Western Colorado Amateur Radio Club,,,,Grand Junction 30-50 mi,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,105.4,NW,,08,155,39.0656,-108.748,449.575,444.575,131.8,Mesa,On-Air,e-power. Linked to GMRA Open System,GMRA Repeaters,CCARC,2018-01-15,131.8,,,Grand Mesa Repeater Assoc,,,Grand Junction,Closed IRLP out,3710,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,105.8,NE,,08,172,39.2814,-106.186,145.445,144.845,88.5,Lake,On-Air,E-power (solar).,,CCARC,2013-06-14,,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,106,NNW,,08,253,39.4519,-108.052,449.8,444.8,107.2,Garfield,On-Air,8,GMRA Repeaters,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,107.7,SE,,35,19,36.8594,-106.019,146.76,146.16,67,Rio Arriba,On-Air,11,,,2016-04-30,,,Taos ARC,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,107.7,SE,,35,175,36.8597,-106.018,147.22,147.82,100,Rio Arriba,On-Air,10,,NMFCC,2017-01-23,,,New Mexico Mega Link Assoc,,Full-time to the  Mega-Link System .,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,112.3,E,,08,33,38.5386,-105.349,449,444,67,Fremont,On-Air,"E-power (Solar, Wind)",Mega Link,CCARC,2012-06-14,67,,WB0WDF,,Full-time to the  Mega-Link System .,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,113.7,E,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,On-Air,IPSC Link to the Colorado network on Talk Slot 2.,http://www.k0jsc.com,CCARC,2017-03-11,,DM78ii,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
 Repeater Coverage Map",Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,yes,7,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,113.7,E,ON        - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,On-Air,,K0JSC dot Com,CCARC,2013-01-27,100,DM78ik,,,Full-time to the  The Fun Machine System .,28368,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
 Repeater Coverage Map",,7301,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,363976,,,,,,,,,,,,,,,yes,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,113.7,E,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,On-Air,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",Http://www.qsl.net/rghc,CCARC,2012-07-10,88.5,,WB0WDF,RGARC,,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,113.7,E,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,On-Air,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,DM78ik,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,113.7,E,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,On-Air,"E-power (Bat), Remote Base",,CCARC,2017-10-04,103.5,,RGARC,,,,"Wide area. 
 Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,113.7,E,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,On-Air,E-power (Bat),Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,,RGARC,,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,113.9,E,,08,278,38.4539,-105.286,927.7,902.7,D114,Fremont,On-Air,,,CCARC,2017-03-11,D114,,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,114.2,WNW,,49,13042,38.5286,-109.322,146.76,146.16,88.5,Grand,On-Air,,http://www.sdarc.us/repeaters/bald.html,UVHFS,2017-11-04,,,Sinbad Desert ARC,,,,Moab and immediate surroundings.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,,114.3,WNW,,49,52,38.5286,-109.325,449.1,444.1,107.2,Grand,On-Air,8,GMRA Repeaters,UVHFS,2017-11-04,107.2,,Grand Mesa Repeater Association (GMRA),,,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,,115.9,ESE,,08,199,38.0411,-105.185,449.625,444.625,107.2,Custer,On-Air,E-power.,CMRG Repeaters,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,115.9,ESE,,08,245,38.0411,-105.185,224.32,222.72,88.5,Custer,Off-Air,11,PHC repeaters,CCARC,2016-07-14,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,,115.9,ESE,,08,197,38.0411,-105.185,447.175,442.175,88.5,Pueblo,Off-Air,11,Pueblo Ham Club,CCARC,2015-04-15,,,Pueblo HC,,,,Wide area: Southeast Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,116.4,E,Node Offline,08,7185,38.4301,-105.232,447.975,442.975,100,Fremont,On-Air,Autopatch.,http://www.k0jsc.com,CCARC,2017-03-11,100,,K0JSC,,Full-time to the  The Fun Machine System .,28368,"Canon City area. 
 Repeater Coverage Map",,7301,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,363976,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,117.7,W,,49,49,37.8392,-109.462,223.94,222.34,,San Juan,,11,,UVHFS,,,,Grand Mesa Rptr Assoc,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,117.7,W,,49,124,37.8392,-109.462,447.1,442.1,107.2,San Juan,On-Air,E-power.,http://gmra.org,UVHFS,2017-04-07,107.2,,Grand Mesa Repeater Association (GMRA),,Full-time to the  GMRA Open System .,,Wide area.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,117.7,W,,49,50,37.8392,-109.462,447.4,442.4,,San Juan,,11,,UVHFS,,,,,Cactus-Intertie,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,117.7,W,Node Offline,49,60,37.8392,-109.462,146.61,146.01,88.5,San Juan,On-Air,Remote base.,http://www.sdarc.us/repeaters/abajo.html,UVHFS,2017-04-07,,,Sinbad Desert ARC,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",11.36,3270,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,,118.6,E,,08,13949,38.4488,-105.195,449.975,444.975,100,Fremont,On-Air,Simulcast TX / Voted RX with Cedarwood and Salida,http://www.k0jsc.com,CCARC,2017-01-06,100,,K0JSC,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,120.2,NE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,On-Air,E-power.,CMRG Repeaters,CCARC,2018-01-15,107.2,,,,,,Wide area.,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,120.2,NE,,08,169,39.0494,-105.513,146.685,146.085,107.2,Park,On-Air,"Closed autopatch, e-power.",,CCARC,2016-11-17,107.2,,Mountain ARC (MARC),,"Full-time to  
146.82000 (NX0G) at Woodland Park, CO .
 
Full-time to  
448.65000 (NX0G) at Woodland Park, CO .
 
Full-time to  
447.47500 (NX0G) at Colorado Springs, CO .
 
Full-time to  
147.01500 (NX0G) at Cripple Creek, CO .",,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,D,120.3,NNE,,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,,http://www.rmham.org/,CCARC,2018-02-01,,,K2AD,Rocky Mountain Ham Radio,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
