Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,112.18,ESE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,El Paso,,Rocky Mountain Ham Radio,CCARC,2019-11-27,On-Air,Rocky Mountain Ham Radio Brandmeister Sites,,,,,N0SZ Colorado Springs Brandmeister,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,,,,,,yes,1,310857,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,112.18,ESE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,On-Air,,107.2,,,http://www.cmrg.org,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,112.6,NE,,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,CCARC,2014-04-28,On-Air,E-power.,88.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,113.12,ESE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,El Paso,,KA0TTF,CCARC,2016-04-19,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,113.51,SW,,08,16606,37.4739,-108.505,145.19,144.59,100,Montezuma,,,CCARC,2018-01-15,On-Air,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,113.51,SW,,08,16623,37.4739,-108.505,447.275,442.275,100,Montezuma,,,,2017-12-07,On-Air,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,113.6,NE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,,AC0KQ,CCARC,2019-08-23,Off-Air,AllStar node repeater providing wide area coverage along the Front Range,141.3,Wide area at 9500',,,Rocky Mountain Ham Radio,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,114.17,NNE,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,,W0IG,CCARC,2013-10-26,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,114.38,NE,,08,73,39.6333,-105.317,145.34,144.74,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2019-08-15,On-Air,E-power.,127.3,Wide area.,,Repeater,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,114.38,NE,,08,10932,39.6333,-105.317,145.175,144.575,,Clear Creek,,Rocky Mountain Ham Radio,CCARC,2018-11-25,On-Air,700,,,,Rocky Mountain Ham Radio,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,yes,7,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,114.59,S,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,Rio Arriba,,SFARC,NMFCC,2017-04-05,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,115,E,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,Douglas,,N0OBA Owner,,2018-10-25,On-Air,,131.8,Wide area coverage at 8300,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,DM79MD,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,115.21,ESE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,El Paso,,RMHARC,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,El Paso,,AA0L,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,El Paso,,GGARC,CCARC,2015-03-04,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,115.21,ESE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,El Paso,Unknown,Pikes Peak FM Association (PPFMA),CCARC,2012-11-12,,"E-power, linked.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,El Paso,,Colorado Springs ARA,CCARC,2016-08-10,Off-Air,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,115.21,ESE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,,,CCARC,2018-09-25,Off-Air,,,Colorado Springs,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,El Paso,,Mountain ARC (MARC),CCARC,2019-11-07,On-Air,"Closed autopatch, e-power.",,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,Unknown,W0MOG,CCARC,2012-11-10,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,,,CCARC,2012-11-10,On-Air,6,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,115.21,ESE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,El Paso,,WA6IFI,CCARC,2015-11-13,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,115.25,ESE,,08,46,38.83810043,-104.82099915,147.27,147.87,,El Paso,,TRA,,2016-08-10,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,115.25,ESE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,El Paso,,GGARC,CCARC,2016-08-10,On-Air,E-power.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,115.25,ESE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,El Paso,,W0MOG,CCARC,2016-08-10,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,116.39,ESE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,El Paso,,AA0L,CCARC,2016-04-08,On-Air,6,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,116.4,SE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,,Pueblo Amateur Radio Club,CCARC,2019-12-12,Off-Air,,88.5,,,http://www.puebloradio.org/,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,DM77LS,,,,,,,,,yes,,,c Record retrieved from radioid.net,,,,,,,,,,,6.25,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,116.78,E,,08,183,39.09170151,-104.87200165,447.725,442.725,100,El Paso,,K0NR,CCARC,2016-12-10,On-Air,30,100,Local.,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,117,NE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,Jefferson,,Denver Radio League,CCARC,2020-03-13,On-Air,E-power.,,Wide Area,,DRL Repeaters,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,117,NE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,Jefferson,,Denver Radio League,CCARC,2020-03-13,On-Air,,,,,DRL Repeaters,,3345,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,,117.14,E,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,El Paso,,w0mog,,2017-04-07,On-Air,,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,117.34,NE,,08,17457,39.6,-105.21,927.9375,902.025,,Jefferson,,,CCARC,2018-12-23,On-Air,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,118.29,NE,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,,El Jebel RADOPS,CCARC,2016-09-05,On-Air,E-power.,100,,,,,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,118.29,NE,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,,,CCARC,2015-05-22,On-Air,"Closed autopatch, e-power, linked.",,Wide area.,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,118.29,NE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,,KE0SJ,CCARC,2015-05-23,On-Air,E-power.,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,118.29,NE,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,,Denver Radio League,CCARC,2017-03-11,On-Air,E-power.,,Wide area. Repeater Coverage Map,,DRL Repeaters,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,118.33,NE,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,,Denver Radio Club,CCARC,2017-03-11,On-Air,E-power.,100,Denver metro area.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC Repeaters,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,118.67,NE,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,,,CCARC,2018-12-23,On-Air,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,The offset is -25.8125,,,,45770,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,118.67,NE,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,,Denver Radio Club,CCARC,2017-12-09,On-Air,,,,,http://www.w0tx.org/,Brandmeister Network,,,,,,,,,,,,,yes,1,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,118.77,NNE,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,,,,2017-03-11,On-Air,,,,,http://www.rmham.org,RMHAM,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,118.77,NNE,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,Unknown,GCARA,CCARC,2014-09-06,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,,119.29,E,,08,57,39.03020096,-104.7990036,448.8,443.8,100,El Paso,,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-09-24,On-Air,,,I-25 corridor from Baptist Rd south to Fort Carson,,PPFMA Repeaters,,,,,DM79OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,119.37,ESE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,El Paso,,AD0TP,CCARC,2020-02-10,On-Air,,103.5,Greater Colorado Springs Area,,http://www.v7arc.com/,Village 7 Amateur Radio Club,,Please email with comments/signal reports,,DM78PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,119.78,ESE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,Pueblo,,,CCARC,2017-03-11,On-Air,,100,,Full-time to the The Fun Machine System .,http://www.k0jsc.com,,7301,Off air. Will return to service,,,363976,28368,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,120.19,NE,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,Jefferson,,N6LXX,CCARC,2019-03-25,On-Air,,,"I-70,I-76,I-25,I-225",Full-time to the N6LXX System .,,N6LXX,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,120.19,NE,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,Jefferson,,N6LXX,CCARC,2017-03-09,On-Air,,107.2,"I-70,I-76,I-25,I-225",Full-time to the N6LXX System .,,N6LXX,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,120.62,NE,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,2016-01-17,On-Air,e-power.,88.5,"Denver metro, central front range",,ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,120.62,NE,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,CCARC,2017-03-11,On-Air,8,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,120.62,NE,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),CCARC,2016-01-17,On-Air,e-power,100,"Denver metro, central front range","Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,120.66,NE,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2016-12-23,On-Air,8,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,120.66,NE,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,2016-01-17,On-Air,e-power,88.5,,,ARA Repeaters,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,120.66,NE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,2016-12-23,On-Air,8,103.5,Wide area.,,Repeater,,,Talk-Group of $FFFF.,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,,121.29,SSW,,35,16667,36.95,-107.85,147.06,147.66,100,San Juan,,,NMFCC,2018-01-07,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,121.6,NE,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,Unknown,W0RM,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,122.04,NE,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,,,CCARC,2019-06-19,On-Air,E-power,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,122.13,NE,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,,,,2019-10-05,On-Air,AllStar,67,"Denver, Golden",,http://www.w0sky.com,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,122.16,NE,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,,Colorado D-Star,CCARC,2014-01-03,On-Air,,,,,Colorado D-Star,,,,,DM79JR,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,122.16,NE,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,,Colorado D-Star,CCARC,2017-03-11,On-Air,,,,,Colorado D-Star,,,,,DM79JR,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,122.16,NE,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,CCARC,2014-01-03,On-Air,,,,,Colorado D-Star,,,,,DM79JR,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,122.16,NE,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,,Colorado D-Star,,2014-01-03,On-Air,,,,,Colorado D-Star,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,122.17,NE,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,,Rocky Mountain Ham Radio,CCARC,2019-11-27,On-Air,700,,,,Rocky Mountain Ham Radio,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,DM79JR,,,,,,,,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,122.2,NE,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,,WA2YZT,CCARC,2019-11-27,On-Air,200,,,Full-time to the Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,DM79JR,,,,,,,,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
