Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,On-air,Location Photo,Feed,Central Regional,Mixed-Mode,Commands,Eastern Colorado,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado Regional,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Colorado,Mountain Reg USA
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,120.5,NNE,yes,08,15900,39.1525,-105.164,446.875,441.875,,Douglas,On-Air,2018-01-27,,,,W0VG,,CCARC,,RMHAM,Full-time to the  Colorado TRBO System .,http://www.rmham.org,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,2,,,,2,,,,,,,,,RMHAM,,,,,,,,,2,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,121.8,WSW,yes,35,85,36.7281,-108.218,146.85,146.25,100,San Juan,On-Air,,100,,,Totah ARC,,NMFCC,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,121.8,WSW,yes,35,87,36.7281,-108.218,449,444,100,San Juan,,,,,,K5WY,,NMFCC,,,,,E-power.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,121.8,WSW,yes,35,81,36.7281,-108.218,53.01,52.01,131.8,San Juan,On-Air,2017-07-02,,,,KB5ITS,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,121.8,WSW,yes,35,84,36.7281,-108.218,146.76,146.16,100,San Juan,On-Air,2018-01-15,100,,,,,NMFCC,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,121.8,WSW,yes,35,86,36.7281,-108.218,147,147.6,100,San Juan,On-Air,2017-11-30,,,,,,NMFCC,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,121.9,WSW,yes,35,15650,36.7281,-108.219,444.15,449.15,,San Juan,On-Air,2018-02-02,,,,San Juan County,,,,,,,DV only,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,121.9,WSW,yes,35,12412,36.7281,-108.219,442.325,447.325,,San Juan,On-Air,2018-01-19,,,,,,NMFCC,,,,http://www.aztrbonet.com/MinimalNetwatch,AZ-TRBONET,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,122.8,S,yes,35,194,35.9027,-106.282,146.88,146.28,CSQ,Los Alamos,On-Air,2018-05-17,CSQ,,,Los Alamos ARC,Located on the Barranca Mesa water tower.,NMFCC,,,,,Autopatch,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,123,WSW,yes,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,On-Air,2018-02-02,,,,San Juan County,,NMFCC,,,,,DV only,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,123.5,S,yes,35,9407,35.892,-106.285,224.04,222.44,100,Los Alamos,On-Air,2017-01-14,100,,,KA5BIW,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,123.5,S,yes,35,15608,35.892,-106.285,442,447,100,Los Alamos,On-Air,2017-01-17,,,,KA5BIW,,,,,,http://ka5biw.com/ham_radio/repeater.php,Linked with 224.04 KA5BIW,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,123.7,N,yes,08,24,39.4439,-105.969,147.39,147.99,88.5,Summit,On-Air,2015-01-30,123,Wide area.,,Colorado Connection,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",CCARC,,,Full-time to the  Colorado Connection System .,Breckenridge Repeater,12,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,123.8,S,yes,35,5181,35.8881,-106.307,442.425,447.425,,Los Alamos,On-Air,2017-07-25,,30,,,,,,,,,,,,,yes,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,123.8,S,yes,35,118,35.8877,-106.4,145.19,144.59,,Los Alamos,On-Air,2018-11-19,,Wide Area,,SFARC,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,NMFCC,,,,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,yes,W5SF (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,123.8,S,yes,35,123,35.8881,-106.306,444.775,449.775,,Los Alamos,On-Air,2017-03-19,,Los Alamos and surrounding areas,,WD9CMS,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,124,S,yes,35,196,35.884,-106.382,223.94,222.34,CSQ,Los Alamos,On-Air,2015-10-16,CSQ,,,,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,124.3,S,yes,35,16629,35.88,-106.303,144.265,144.265,203.5,Los Alamos,On-Air,2017-12-08,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,124.3,S,yes,35,16602,35.88,-106.303,442.925,447.925,,Los Alamos,On-Air,2018-05-14,,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,124.3,S,yes,35,15733,35.88,-106.31,442.25,447.225,,Los Alamos,Off-Air,2018-03-24,,,,,TS1 only. Rocky Mountain Ham Radio,NMFCC,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,124.3,S,yes,35,12228,35.88,-106.303,927.9,902.9,,Los Alamos,On-Air,2017-02-05,,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,124.4,W,yes,08,61,37.3489,-108.585,146.79,146.19,127.3,Montezuma,On-Air,2015-04-30,127.3,,29317,KD5LWU,,CCARC,,,,,,24336,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,124.4,W,yes,08,62,37.3489,-108.585,449.175,444.175,127.3,Montezuma,Off-Air,2014-06-30,,,,KD5LWU,,CCARC,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,124.6,N,yes,08,16780,39.459,-105.979,445.0875,440.0875,,Fremont,On-Air,2018-02-01,,,,K2AD,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,125.6,NE,yes,08,15903,39.1749,-105.034,449.975,444.975,100,Douglas,On-Air,2017-04-21,100,,,K0JSC,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,,The Fun Machine,Full-time to the  The Fun Machine System .,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,125.7,NE,yes,08,83,39.1755,-105.034,147.225,147.825,107.2,Douglas,On-Air,2017-11-13,107.2,Wide area,,Colorado Repeater Association (CRA),,CCARC,,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .",Colorado Repeater Association,Closed autopatch,347086,3990,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,125.7,NE,yes,08,16547,39.1755,-105.034,448.425,443.425,107.2,Douglas,On-Air,2017-11-14,107.2,Wide area,,Colorado Repeater Association (CRA),,,,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,125.7,N,yes,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,2013-01-07,,,,GRARC,,CCARC,,,,,E-power.,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,126.2,S,yes,35,15622,35.8673,-106.638,145.41,144.81,100,Santa Fe,Off-Air,2017-08-25,,,,W5HO,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,126.4,NW,yes,08,3755,38.9944,-107.973,447.35,442.35,107.2,Delta,,2012-11-10,,,,Grand Mesa Repeater Assoc (GMRA),,CCARC,,,,GMRA Repeaters,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,126.4,NE,yes,08,183,39.0917,-104.872,447.725,442.725,100,El Paso,On-Air,2016-12-10,100,Local.,,K0NR,,CCARC,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,126.9,NE,yes,08,8740,39.136,-104.927,145.19,144.59,131.8,Douglas,On-Air,2018-10-25,131.8,Wide area coverage at 8300,,N0OBA Owner,,,,,,,,10079,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,127.1,NNW,yes,08,6009,39.4247,-107.097,447.15,442.15,136.5,Garfield,On-Air,2011-08-01,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,128.3,NE,yes,08,13790,38.933,-104.609,447.2,442.2,,El Paso,Testing,2015-11-11,,"Falcon, Black Forest, Peyton Areas",,GGARC,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,128.4,NNE,yes,08,7,39.4056,-105.473,146.895,146.295,100,Park,On-Air,2017-07-05,100,285,45835,AB0RR,,CCARC,,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",Park County Radio Club (PCRC),25,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC8,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,128.5,NNE,yes,08,7193,39.2648,-105.114,446.925,441.925,,Douglas,On-Air,2018-12-23,,,,,See the website for programming info.,CCARC,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,,,,,,,,yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Devilshead Local  2  711    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,128.5,NNE,yes,08,8190,39.2648,-105.114,447.525,442.525,146.2,Douglas,On-Air,2015-06-17,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,EmComm Colorado,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,128.6,NW,yes,08,149,39.0667,-107.936,145.355,144.755,88.5,Mesa,On-Air,2017-01-06,123,"Rifle to the east, several miles east of Green River, Utah to the west.",,Colorado Connection,Colorado Connection system of repeaters,CCARC,,,Full-time to the  Colorado Connection System .,,E-power.,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,128.6,NW,yes,08,8763,39.0666,-107.937,449.65,444.65,151.4,Mesa,On-Air,2016-10-28,151.4,Wide area coverage,,Keri Washburn,,CCARC,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,NWS weather alert system.,,8162,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,129.8,NNW,yes,08,35,39.4,-107.315,449.725,444.725,179.9,Garfield,On-Air,2012-11-10,,Wide area.,28434,Roaring Fork Amateur Repeater Cooperative (RFARC),,CCARC,,,,,EchoLink.,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,129.8,NNW,yes,08,259,39.4,-107.315,147.39,147.99,107.2,Garfield,On-Air,2016-07-14,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,,,Black Forest,CO,OPEN,,130.3,NE,yes,08,17551,39.0485,-104.701,448.95,443.95,,El Paso,,2019-01-08,,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,N0PKT,,,,K0JSC,,http://www.k0jsc.com,e-power,,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,yes,(B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,Unknown,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,08,129,39.4264,-107.38,146.85,146.25,88.5,Garfield,On-Air,2016-05-23,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Colorado Connection,Part of the Colorado Connection System of Repeaters,CCARC,,,,,70,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,08,130,39.4264,-107.38,146.88,146.28,107.2,Garfield,On-Air,2012-11-10,,,,Ski Country ARC,,CCARC,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,08,132,39.4264,-107.38,447.1,442.1,107.2,Garfield,On-Air,2012-11-10,,,,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,132.9,NNW,yes,08,255,39.4264,-107.38,449.6,444.6,107.2,Garfield,On-Air,2018-01-15,,Wide area.,,,,CCARC,,,,http://www.gmra.org,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,133.2,N,yes,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,2012-11-10,,,,ECHO,,CCARC,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,133.5,NE,yes,08,13294,39.0437,-104.608,447.625,442.625,100,El Paso,On-Air,2015-06-02,100,,28299,KD0MDP,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,Linked.,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,134.6,SSE,yes,35,155,35.785,-105.781,442.825,447.825,131.8,Santa Fe,On-Air,2017-07-22,,,,Santa Fe ARC,,NMFCC,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,134.6,SSE,yes,35,15631,35.7853,-105.782,147.02,147.62,141.3,Santa Fe,On-Air,2017-01-24,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,134.6,SSE,yes,35,153,35.785,-105.781,146.82,146.22,162.2,Santa Fe,On-Air,2017-07-22,,Wide area.,,Santa Fe ARC,,NMFCC,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",SFARC Repeaters,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,135.2,N,yes,08,16781,39.6348,-106.447,445.075,440.075,,Eagle,On-Air,2018-02-01,,,,K2AD,,CCARC,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,135.5,N,yes,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,2018-06-02,,,,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,135.5,N,yes,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,,107.2,,,ECHO,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,136.7,N,yes,08,241,39.6554,-106.457,147.345,147.945,88.5,Eagle,On-Air,2017-01-06,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,9,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,137.9,NNE,yes,08,59,39.5148,-105.353,147.12,147.72,88.5,Jefferson,On-Air,2016-01-17,88.5,Denver metro and east.,,Aurora Repeater Association,,CCARC,,,,http://www.n0ara.org,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,138,NNE,yes,08,104,39.5185,-105.359,53.05,51.35,107.2,Jefferson,Off-Air,2017-10-07,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,Colorado Repeater Association (CRA),,CCARC,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,138.6,NW,yes,08,36,39.2406,-107.961,449.5,444.5,107.2,Mesa,Off-Air,2016-07-01,,,,Grand Mesa Repeater Association (GMRA),,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,138.6,NNE,yes,08,60,39.4703,-105.198,447.5,442.5,88.5,Jefferson,On-Air,2014-04-28,88.5,Wide area.,,Aurora Repeater Association,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,139.2,WNW,yes,08,127,38.5767,-108.647,449.4,444.4,131.8,Mesa,On-Air,2016-08-19,131.8,Wide area via links - Western Colorado - Eastern Utah,,"WA4HND,  Grand Mesa Repeater Association",Closed IRLP out - Ask for a control op,CCARC,,,Full-time to the  GMRA Open System .,http://www.gmra.org,E-power.,,3710,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,139.3,SSE,yes,35,145,35.7672,-105.554,147.26,147.86,67,San Miguel,On-Air,2018-01-07,,Wide area.,,,,NMFCC,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,139.3,NNE,yes,08,89,39.5211,-105.305,224.98,223.38,107.2,Jefferson,Off-Air,2017-03-11,107.2,Wide area. Denver.,,Colorado Repeater Association,,CCARC,,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,"Closed autopatch, e-power.",347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
