Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Links,Nets,Coordination,Last update,Affiliate,Notes,Bandwidth,Coverage,Web links,DMR Enabled,Color Code,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Downlink Tone,IRLP,EchoLink,Feed,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado,Colorado Chat,AllStar,On-air,Location Photo,Grid,Commands,Talkgroup Network,Central Regional,Northern Colorado Regional,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Devilshead Local,Mixed-Mode,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,68.5,NNE,,08,8207,39.6967,-104.81,449.15,444.15,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,68.6,NNW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,On-Air,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,,CCARC,2014-09-21,Rocky Mountain Ham Radio,,,Wide area at 9500',,,,,,,,,,,,,,141.3,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,68.6,NW,,08,23,39.4817,-106.038,146.7,146.1,107.2,Summit,On-Air,GRARC,E-power.,,,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,69.2,N,,08,8196,39.7376,-104.985,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,,,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,69.2,N,,08,8195,39.7376,-104.985,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,69.2,N,,08,8212,39.7376,-104.985,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,69.2,N,,08,8213,39.7376,-104.985,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,,CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,7708,,,yes,WR0AEN (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,69.3,WNW,,08,10827,39.2508,-106.293,147.24,147.84,156.7,Lake,Off-Air,,,,,CCARC,2016-06-30,,,,,,,,,,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,69.4,N,,08,9775,39.7505,-105.123,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,,2018-10-07,,,,,http://www.dwarc.com,,,,,,,,,,,,,100,3241,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,69.4,N,,08,17349,39.7506,-105.123,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,,CCARC,2018-10-02,,,,Denver Metro and surrounding,http://www.DWARC.com,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,69.4,N,,08,75,39.7392,-104.984,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,,,CCARC,2015-05-22,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,69.4,N,,08,79,39.7392,-104.984,146.715,146.115,123,Denver,On-Air,EARS,E-power.,,,CCARC,2017-04-09,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,69.4,N,,08,91,39.7392,-104.984,448.075,443.075,123,Denver,On-Air,W0IG,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,69.4,N,,08,93,39.7392,-104.984,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,69.7,N,,08,143,39.7556,-105.221,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,69.7,N,,08,7170,39.7555,-105.221,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,,,2017-12-24,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,69.7,N,,08,137,39.7556,-105.221,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,,,CCARC,2016-08-12,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,70.2,N,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,E-power.,,RADOPS: Sun at 19:00.,CCARC,2016-09-05,,,,,,,,,,,,,,,,,,100,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,70.2,N,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,,"Closed autopatch, e-power, linked.","Full-time to  
449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,CCARC,2015-05-22,,"PL is usually off, allowing use by older transceivers.",,Wide area.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,70.2,N,,08,138,39.7525,-105.359,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,E-power.,"Full-time to  
145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,CCARC,2015-05-23,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,70.2,N,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,E-power.,"Full-time to  
145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,CCARC,2017-03-11,,,,Denver metro area.,DRC Repeaters,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,70.2,N,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,E-power.,,,CCARC,2017-03-11,,8,,"Wide area. 
 Repeater Coverage Map",DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,70.4,NNE,,08,92,39.7294,-104.831,448.5,443.5,100,Denver,On-Air,Castle Rock Repeater Group,E-power.,"Full-time to  
145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,CCARC,2017-03-11,,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,70.4,NNE,,08,8202,39.7294,-104.832,448.4,443.4,94.8,Arapahoe,On-Air,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,70.4,NNE,,08,8199,39.7294,-104.832,448.275,443.275,156.7,Arapahoe,On-Air,W0BG,,,,CCARC,2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,70.4,N,ON        - IDLE,08,12216,39.7552,-104.987,447.175,442.175,100,Denver,On-Air,W0JRL,,,,CCARC,2015-05-15,,,,,,,,,,,,,,,,,,100,,201712,,,,,,,,,29997,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,70.4,NNE,,08,16032,39.7294,-104.832,448.825,443.825,,Arapahoe,On-Air,,,,,,2017-12-13,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,71.1,N,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,,CCARC,2018-12-23,,The offset is -25.8125,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,71.1,N,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,,,CCARC,2017-12-09,Brandmeister Network,,,,http://www.w0tx.org/,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,71.1,NNW,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,WG0N,E-power.,,,CCARC,2012-11-20,,,,Wide area.,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,,ARA: Wed at 20:00.,CCARC,2016-01-17,,,,"Denver metro, central front range",ARA Repeaters,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,71.7,N,,08,14273,39.7846,-105.216,446.975,441.975,,Jefferson,On-Air,W0DMR,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,2016-01-25,,,,Denver Metro Area,http://www.w0dmr.org/,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.
TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,,CCARC,2016-12-23,,,,,Repeater,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,,,CCARC,2017-03-11,,,,,Repeater,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,,ARA: Wed at 2000.,CCARC,2016-01-17,,,,,ARA Repeaters,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,133,39.7772,-105.329,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,"Linkable to  
224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,CCARC,2016-01-17,,,,"Denver metro, central front range",ARA Repeaters,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,71.7,N,,08,71,39.7772,-105.328,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,,CCARC,2016-12-23,,Talk-Group of $FFFF.,,Wide area.,Repeater,,,,,,,,yes,293,yes,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,74.2,W,,08,15212,38.6125,-106.543,447.65,442.65,151.4,Gunnison,On-Air,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.","Full-time to  
448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 
Full-time to  
449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,CCARC,2016-10-28,,,,Gunnison valley and along East and west on Highway 50.,,,,,,,,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,75.7,N,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,100,Adams,On-Air,N1UPS,,,,CCARC,2017-04-24,,,,,,,,,,,,,,,,,,,3699,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,,76.1,NNE,Node Offline,08,9765,39.7967,-104.748,448.15,443.15,141.3,Denver,On-Air,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",CCARC,2017-01-13,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,"Small coverage of the East Denver area SW of DIA. 
 Repeater Coverage Map",k0jsc.com,,,,,,,,,,,,,141.3,,24340,Listen Live,,,,,,,,29436,,,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,77.9,SSE,,08,247,37.7719,-104.456,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,6,,,CCARC,2015-04-15,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,79.3,N,,08,185,39.8856,-104.987,147.045,147.645,123,Adams,On-Air,Northglenn RA,E-power.,,,CCARC,2017-04-10,,,,,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,79.9,N,,08,72,39.8875,-105.426,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,10,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",CCARC,2015-12-06,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,79.9,N,,08,97,39.8875,-105.426,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),Emergency Power,,,CCARC,2015-11-03,,"Emcomm Affiliated, Open repeater",,Wide area.,,,,,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,79.9,ESE,,08,7395,38.852,-103.7,449.9,444.9,107.2,Lincoln,On-Air,,,,,CCARC,2012-07-20,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,81.3,N,,08,26,39.9206,-105.086,448.925,443.925,131.8,Boulder,On-Air,W0LMA,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,81.3,N,,08,266,39.9206,-105.086,449.825,444.825,103.5,Boulder,On-Air,Rocky Mountain Radio League,6,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",CCARC,2012-11-16,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,82.7,NNW,,08,201,39.9172,-105.501,224.6,223,100,Gilpin,,W0RM,,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,84.7,NNW,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,,Full-time to the  Colorado Connection System .,,CCARC,2017-01-06,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,85.2,SW,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,On-Air,,,,,,2016-12-25,,,,Low level local coverage,,,,,,,,,,,,,,77,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,85.2,N,,08,14,39.9775,-105.279,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,6,,,CCARC,2013-03-17,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,85.2,N,,08,10,39.978,-105.275,448.9,443.9,100,Boulder,On-Air,Boulder ARC,6,,,CCARC,2013-03-17,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,85.3,N,,08,13,39.9783,-105.275,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,,,,CCARC,2017-05-02,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,85.5,E,ON        - IDLE,08,9583,39.3703,-103.801,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,,,CCARC,2014-09-02,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,"I-70 Limon, Co area.",,,,,,,,,,,,,,123,3349,3349,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,85.6,SW,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,On-Air,,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,86.3,S,,08,168,37.505,-105.007,145.355,144.755,100,Huerfano,On-Air,N0JPX,"E-power, linked.",,,CCARC,2019-03-17,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,86.6,NW,,08,256,39.6061,-106.356,146.61,146.01,107.2,Eagle,On-Air,ECHO,11,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,87.8,N,,08,21,40.015,-105.27,449.4,444.4,91.5,Boulder,Off-Air,BARC,2,,,CCARC,2013-01-08,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,87.8,N,,08,8186,40.015,-105.271,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,,,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,87.8,N,,08,8185,40.015,-105.271,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,CCARC,2017-03-11,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Wide area.,Rocky Mountain Ham Radio,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,87.8,N,,08,8221,40.015,-105.271,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,E-power.,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,87.8,N,ON        - IDLE,08,11,40.015,-105.27,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,8,"Full-time to  
224.02000 (W0IA) at Boulder, Lee Hill, CO .",,CCARC,2017-03-11,,,,Denver metro area.,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,89,NW,,08,242,39.6403,-106.374,224.8,223.2,,Eagle,Off-Air,ECHO,,,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,89,NW,,08,243,39.6403,-106.374,449.9,444.9,107.2,Eagle,Off-Air,ECHO,,,,CCARC,,,,,,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
