Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update,Bandwidth,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Mixed-Mode,Notes,Talkgroups,Local/Cluster,Central Regional,Colorado,REACT,CO-Park County,AllStar,Rocky Mountain Wide,Feed,Southern Colorado,D-STAR Enabled,Node,Sources,TAC 310,TAC 311,Colorado Chat,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Location Photo,Local Network,Devilshead Local,c-Bridge,Talkgroup Network,Worldwide,North America,English,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,Northern Colorado Regional,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Amarillo WIRES-X
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,177.49,NW,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,,On-Air,,,,,405804,3887,,,CCARC,2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,177.54,NW,,08,10514,39.67340088,-105.21800232,53.17,52.67,107.2,,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,,,,,CCARC,2019-03-25,,,,,,,,,,,,N6LXX,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,177.54,NW,,08,10513,39.67340088,-105.21800232,447.875,442.875,107.2,107.2,Jefferson,,On-Air,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the N6LXX System .,,,,,CCARC,2017-03-09,,,,,,,,,,,,N6LXX,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,177.72,NW,,08,185,39.88560104,-104.98699951,147.045,147.645,123,,Adams,,On-Air,,Northglenn RA,E-power.,,,,,,CCARC,2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,178.17,N,,08,238,40.62559891,-103.20700073,145.295,144.695,100,,Logan,,On-Air,Wide area,NECARA,"Autopatch, e-power.",,,,,,CCARC,2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,178.65,WNW,,08,7,39.4056015,-105.47299957,146.895,146.295,100,100,Park,,On-Air,285,AB0RR,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,2017-07-05,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,180.14,NW,,08,73,39.63330078,-105.31700134,145.34,144.74,103.5,127.3,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,,,3350,,Repeater,CCARC,2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,180.14,NW,,08,10932,39.63330078,-105.31700134,145.175,144.575,,,Clear Creek,DM79IP,On-Air,,Rocky Mountain Ham Radio,700,,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,7,310810,RMHR c Record retrieved from radioid.net,,,,,,,,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,,180.39,SSE,Node Offline,48,610,35.66699982,-101.39700317,147.06,147.66,,,Hutchinson,,Off-Air,,Northwest Texas Amateur Radio Club,,,387265,,,,TVHFS,2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,180.55,NW,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,,Jefferson,DM79JR,On-Air,,WA2YZT,200,Full-time to the Colorado TRBO System .,,,,,CCARC,2019-11-27,,yes,7,310802,RMHR c Record retrieved from radioid.net,,,,,,,,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,180.59,NW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,Colorado D-Star,CCARC,2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,180.59,NW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,Colorado D-Star,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,180.59,NW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,,,,,Colorado D-Star,CCARC,2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,180.59,NW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,Jefferson,,On-Air,,Colorado D-Star,,,,,,Colorado D-Star,,2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,180.6,NW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,700,,,,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,7,310808,RMHR c Record retrieved from radioid.net,,,,,,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,,180.79,NE,,31,15122,40.19670105,-100.625,444.5,449.5,151.4,,Frontier,,On-Air,20,dirt,link comm rlc 1,,,,,,,2017-12-26,,,,,,,,,,,,Dirt Truckin,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,,180.79,NE,,31,15136,40.19670105,-100.625,444.8,449.8,162.2,,Red Willow,,On-Air,50,N7UVW,Link Com RLC-1 Controller,,,,,,,2017-12-26,,,,,,,,,,,,Dirt Truckin,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,180.87,NW,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,67,Jefferson,,On-Air,"Denver, Golden",,,,,,,http://www.w0sky.com,CCARC,2020-01-01,,,,,,,,Standard AllStar,,,,,,,,,,,,,40195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,180.94,NW,,08,139,39.73300171,-105.23899841,449.625,444.625,141.3,141.3,Jefferson,DM79JR,On-Air,,,E-power,,,,,,CCARC,2019-06-19,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,181.16,NW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,,,,,,2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,181.17,NW,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,,Jefferson,,On-Air,,Denver PD EEB,,,,,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,181.17,NW,,08,137,39.75559998,-105.22100067,448.975,443.975,123,,Jefferson,,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,,,,,,CCARC,2019-09-06,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,,181.23,NE,,31,39,40.20529938,-100.62599945,147.27,147.87,,,Red Willow,,On-Air,50,McCook ARA,Fusion Repeater,,,,Monday Nights at 7PM,,,2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,181.29,NW,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,,On-Air,,AC0KC,,,,,,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,Y,182.01,SSE,,48,10988,35.64250183,-101.39499664,147,147.6,88.5,88.5,Hutchinson,DM95HP,On-Air,,Hutchinson County ARC,"E-Power, Linked","Full-time to 444.30000 (W5JTC) at Amarillo, TX .",,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,2017-09-21,,,,,,,,,yes,Open ↑ / Open ↓,21339,Panhandle Emergency Radio Service,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,182.22,NW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,Jefferson,,On-Air,Denver Metro Area,W0DMR,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,2019-11-27,,yes,2,310811,NoCo c Record retrieved from radioid.net,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,,182.77,E,,20,3993,38.84109879,-99.38279724,147.18,147.78,100,100,Ellis,EM08HU,On-Air,35,Ellis Co. Ham Operators (ECHO),e-power.,,,,,,Kansas Repeater Council,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,183.2,NW,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,,Boulder,,Off-Air,,W0LMA,,,,,,,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,183.2,NW,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,,Boulder,,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,6,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,,183.96,SW,,35,181,36.00889969,-104.70600128,444.4,449.4,100,,Mora,,Off-Air,,Mora ARC,,,,,,,NMFCC,2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.81,-1.7,131.8,W5HFZ,Buffalo,OK,OPEN,,,185.41,SE,,40,4351,36.83560181,-99.63040161,52.81,51.11,131.8,,Harper,,,,Great Bison Amateur Radio Group (GBARG),,,,,,,ORSI,2009-08-21,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,131.8,W5HFZ,Buffalo,OK,OPEN,,,185.42,SE,,40,4354,36.84059906,-99.62680054,442.075,447.075,131.8,,Harper,EM06EU,,,GBARG,,,,,,,ORSI,2010-09-11,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,185.52,W,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,Chaffee,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,185.57,W,ON - IDLE,08,13510,38.44630051,-106.01100159,449.975,444.975,100,100,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,Full-time to the The Fun Machine System .,363976,7301,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,CCARC,2017-03-11,,,,,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,131.8,W5HFZ,Buffalo,OK,OPEN,,,185.62,SE,,40,4352,36.83000183,-99.62999725,145.13,144.53,131.8,,Harper,,,,GBARG,WX.,,,,,,ORSI,2009-05-31,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,185.67,W,,08,204,38.45959854,-106.01100159,147.285,147.885,88.5,123,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,Full-time to the Colorado Connection System .,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,CCARC,2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,185.67,W,,08,203,38.45959854,-106.01100159,145.295,144.695,107.2,,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,,,CMRG Repeaters,CCARC,2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,185.73,W,,08,9844,38.53469849,-105.99900055,446.975,441.975,,,Chaffee,,On-Air,,Crestone Amateur Radio Emergency Services,,,,,,KD0QPG,CCARC,2013-07-06,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,185.73,W,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,Chaffee,,On-Air,,RMHAM,,,,,,,,2019-11-27,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,,185.74,WSW,,35,137,36.69300079,-105.51399994,145.39,144.79,100,,Taos,DM76FQ,On-Air,Wide area.,Taos ARC,"E-power, linked.",,,,,Taos Amateur Radio Club,NMFCC,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,185.82,SW,,35,41,36.36000061,-105.20999908,147.34,147.94,100,,Colfax,DM76JI,On-Air,Wide area.,Taos ARC,E-power.,,,,,Taos Amateur Radio Club,NMFCC,2017-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,CC,K0USY,"Hays, KS-DMR",KS,OPEN,,D,185.98,E,,20,8551,38.90340042,-99.34359741,444.75,449.75,,,Ellis,EM08HV,On-Air,15,,,Full-time internet linked to the KS-DMR (3120) System .,,,,KS-DMR Network,Kansas Repeater Council,2019-12-08,,yes,1,312003,KS DMR c Record retrieved from radioid.net,,,,,,,K0USY Group,,Hays West.,"Open Talkgroup View Assignment TS TG Access Local/Cluster 1 2 Full-Time Local or Reflector 1 9 Full-Time Kansas 2 3120 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,K0USY,,,K0USY,,,,,,,,,1,2,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,185.99,W,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,,Chaffee,DM68XK,On-Air,Wide area.,,E-power.,,,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,185.99,W,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),,,,,,CCARC,2013-07-05,,,,,,,,,,,,Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,,186.15,WSW,,35,11288,36.59780121,-105.44499969,147.14,147.74,67,,Taos,,On-Air,,,11,Full-time to the Mega-Link System .,,,,http://www.taosarc.com/,,2017-07-25,,,,,,,,,,,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,Y,186.16,E,,20,4076,38.94250107,-99.35569763,443.6,448.6,100,,Ellis,EM08HW,On-Air,Local.,ECHO ARC,,,,,,,Kansas Repeater Council,2018-04-06,,,,,,,,,yes,Open ↑ / Open ↓,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,,186.38,E,,20,4123,38.87919998,-99.32679749,444.825,449.825,114.8,114.8,Ellis,EM08IV,On-Air,Local,,,,,,,,Kansas Repeater Council,2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,,186.46,WSW,,35,183,36.55670166,-105.41600037,444.975,449.975,123,,Taos,DM76HN,On-Air,,N5TSV,,,,,,,NMFCC,2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,186.55,NW,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,103.5,Jefferson,,On-Air,,Rocky Mtn Radio League,8,,,,,Repeater,CCARC,2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,186.55,NW,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,,On-Air,,Aurora Repeater Assoc,e-power,,,,ARA: Wed at 2000.,ARA Repeaters,CCARC,2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,186.55,NW,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,8,,,,,Repeater,CCARC,2016-12-23,,,,,,,,,,,,,Yes; analog capable.,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,186.59,NW,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,DM79IS,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,,,ARA: Wed at 20:00.,ARA Repeaters,CCARC,2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,186.59,NW,,08,86,39.77719879,-105.32900238,224,222.4,103.5,103.5,Jefferson,,On-Air,,Rocky Mountain Radio League,8,,,,,Repeater,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,186.59,NW,,08,133,39.77719879,-105.32900238,147.15,147.75,100,100,Jefferson,DM79IS,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,ARA: Wed at 20:00.,ARA Repeaters,CCARC,2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,186.77,NW,,08,112,39.75249863,-105.35800171,448.625,443.625,100,100,Jefferson,DM79HS,On-Air,Denver metro area.,Denver Radio Club,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,186.82,NW,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,,On-Air,,El Jebel RADOPS,E-power.,,,3346,RADOPS: Sun at 19:00.,,CCARC,2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,186.82,NW,,08,140,39.75249863,-105.35900116,145.28,144.68,100,,Jefferson,DM79HS,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,CCARC,2015-05-22,,,,,,,,,,,,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,186.82,NW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,DM79HS,On-Air,,KE0SJ,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Intermountain Repeater Group,CCARC,2015-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,186.82,NW,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,,,,,DRL Repeaters,CCARC,2020-03-13,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
