Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Bandwidth,Downlink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Grid,Mixed-Mode,Notes,Web links,Coverage,Affiliate,Links,EchoLink,AllStar,Nets,Feed,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,DMR ID,Talkgroups,Rocky Mountain Wide,Southern Colorado,Location Photo,WIRES-X,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,P-25 Digital Enabled,NAC,Default Reflector,On-air,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Commands,Central Regional,Devilshead Local,Local/Cluster,REACT,CO-Park County,Local Network,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,146.72,SW,,35,123,35.88809967,-106.30599976,444.775,449.775,,Los Alamos,On-Air,WD9CMS,E-power.,,NMFCC,2017-03-19,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,146.75,SW,,35,5181,35.88809967,-106.30699921,442.425,447.425,,Los Alamos,On-Air,,,,,2017-07-25,,,,,,,,,,,30,,,,,,,,,yes,NM5WR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,146.92,NNW,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,On-Air,W0CFI,,,CCARC,2015-04-03,,100,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,146.96,NNW,,08,84,39.6781,-105.487,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,,,CCARC,2017-03-11,,103.5,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,147.08,SW,,35,16629,35.88000107,-106.3030014,144.265,144.265,203.5,Los Alamos,On-Air,,,8039,,2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC,KE8AVN,Los Alamos,NM,OPEN,,D,147.08,SW,,35,16602,35.88,-106.303,442.925,447.925,,Los Alamos,On-Air,,,,,2018-05-14,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,147.08,SW,,35,12228,35.88000107,-106.3030014,927.9,902.9,,Los Alamos,On-Air,,,,NMFCC,2017-02-05,,,,,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,Los Alamos and surrounding areas,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,147.11,NNW,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,11,,CCARC,2016-09-08,,100,,,,,,,,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,147.11,NNW,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,E-power.,,CCARC,2018-07-23,,107.2,,,,,,,,http://www.w0cra.org/info/squaw.html#145145,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,147.11,NNW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,3291,CCARC,2017-11-13,,107.2,,,,,,,,http://www.w0cra.org,Wide area: Denver metro.,,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,147.11,NNW,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,On-Air,"KB0VIU, Denver Radio Club",E-power.,,CCARC,2017-03-11,,100,,,,,,,,DRC Repeaters,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,147.11,NNW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,11,,CCARC,2017-03-11,,100,,,,,,,,DRC Repeaters,Wide area.,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,147.13,NNW,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,11,,CCARC,2016-12-23,,127.3,,,,,,,,Repeater,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,147.15,NNW,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,2017-01-13,,,yes,7,,,,,See the website for programming information.,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,2,,,,,,RMHAM,2,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,147.15,NNW,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,E-power(gen).,,CCARC,2016-05-24,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,147.15,NNW,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,11,,CCARC,2017-03-11,,103.5,,,,,,,,Repeater,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC,WA2YZT,"Golden, Lookout",CO,OPEN,,D,147.57,N,,08,3753,39.73049927,-105.23200226,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,,CCARC,2019-11-27,,,yes,7,RMHR c Record retrieved from radioid.net,,DM79JR,,See website for more info on CC/TS/TG programming. www.rmham.org,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,310802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,147.58,N,,08,3739,39.73049927,-105.23300171,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,,,DM79JR,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,147.58,N,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2017-03-11,,,,,,,DM79JR,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,147.58,N,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,,CCARC,2014-01-03,,,,,,,DM79JR,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,147.58,N,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,2014-01-03,,,,,,,,,,Colorado D-Star,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,147.59,N,,08,10939,39.73070145,-105.23300171,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,700,,CCARC,2019-11-27,,,yes,7,RMHR c Record retrieved from radioid.net,,DM79JR,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,,,,,,,,,,,,,310808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,147.67,N,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,Denver,On-Air,W0JRL,,,CCARC,2015-05-15,,100,,,,,DM79MS,,,,,,,201712,29997,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,147.8,N,,08,139,39.733,-105.239,449.625,444.625,141.3,Jefferson,On-Air,,E-power,,CCARC,2019-06-19,,141.3,,,,,,Yes; analog capable.,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,147.8,N,,08,18156,39.7333,-105.237,927.975,902.0375,67,Jefferson,On-Air,,AllStar,,,2019-10-05,,67,,,,,,,,http://www.w0sky.com,"Denver, Golden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,,148.08,N,,08,9775,39.75049973,-105.1230011,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,3241,,2020-01-23,,100,,,,,DM79KS,Yes; analog capable.,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,Y,148.09,N,,08,17349,39.75059891,-105.1230011,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,,CCARC,2018-10-02,,,,,,,,,,http://www.DWARC.com,Denver Metro and surrounding,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,,148.45,SSW,,35,17323,35.68700027,-105.93800354,145.19,144.59,162.2,Bernalillo,On-Air,,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,S,148.45,SSW,,35,13769,35.687,-105.938,145.21,144.61,,Santa Fe,On-Air,W5SF,,,,2015-11-08,,,,,,,,,Soon to move to a better location.,,Local Santa Fe,Santa Fe Amateur Radio Club,,,,,,,,yes,W5SF (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,S,148.45,SSW,,35,13768,35.68700027,-105.93800354,444.575,449.575,,Santa Fe,On-Air,W5SF,,,,2015-11-08,,,,,,,,,Soon to move to a better location,,Local Santa Fe,Santa Fe Amateur Radio CLub,,,,,,,,yes,W5SF (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,149.05,NNW,,08,9580,39.7189,-105.44,447.85,442.85,141.3,Clear Creek,Off-Air,AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,CCARC,2019-08-23,,141.3,,,,,,,,,Wide area at 9500',Rocky Mountain Ham Radio,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,149.18,N,,08,143,39.75559998,-105.22100067,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,,CCARC,2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,149.18,N,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,,2017-12-24,,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,149.18,N,,08,137,39.75559998,-105.22100067,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,,CCARC,2019-09-06,,,,,,,,,,,Wide area.,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,149.41,SW,,35,196,35.884,-106.382,223.94,222.34,CSQ,Los Alamos,On-Air,,E-power.,,NMFCC,2015-10-16,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,,D,149.68,SW,,35,15733,35.88669968,-106.39499664,442.225,447.225,,Los Alamos,On-Air,Rocky Mountain Ham Radio,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 714 Los Alamos Local TS 2 TG 505 New Mexico,,NMFCC,2019-12-16,,,yes,7,Colorado/Rocky Mountain c Record retrieved from radioid.net,,DM65TV,,Linked,https://www.rmham.org/wordpress/dmr-radio-site-information/,Wide area 50 mi radius.,,,,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,,313505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,NM5EC,"Los Alamos, Pajarito Mountain",NM,OPEN,,S,149.68,SW,,35,18232,35.88669968,-106.39499664,145.19,144.59,,Los Alamos,On-Air,SFARC,"Mixed mode DStar, analog and fusion (under another entry, using W5SF callsign)",,,2019-10-30,,,,,,,DM65TV,,,,Wide area,,,,,,,,,yes,NM5EC (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,,149.68,SW,,35,118,35.8877,-106.4,145.19,144.59,,Los Alamos,On-Air,SFARC,,,NMFCC,2018-11-19,,,,,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,Wide Area,,,,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,,,,yes,W5SF (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,,150.08,SSW,,35,101,35.59109879,-105.73200226,53.2,52.2,107.2,Santa Fe,Off-Air,N9PGQ,,,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,,150.08,SSW,,35,102,35.59109879,-105.73200226,146.84,146.24,107.2,Santa Fe,,N9PGQ,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,,150.08,SSW,,35,103,35.59109879,-105.73200226,442.125,447.125,107.2,Santa Fe,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,150.12,N,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,On-Air,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,,CCARC,2019-08-22,,141.3,,,,,DM79pt,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,k0jsc.com,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,,Full-time to the The Fun Machine System .,24340,29436,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.15,5,CC,WR7HLN,Santa Fe,NM,OPEN,,D,150.28,SSW,"New Repeater in Santa Fe, on the air at 6/24/19 3 Miles West of Santa Fe, NM. 6,870 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Decibel Products DB-408 omni pattern antenna. Antenna height is 85 feet above ground level. On the air June 24, 2019.",35,18015,35.67869949,-105.99199677,443.15,448.15,,Bernalillo,On-Air,Mac Pass Repeater Group,"This is a dual mix repeater, analog on PL TONE 131.8, color code 1 DMR",,NMFCC,2019-12-08,,,yes,1,Brandmeister c Record retrieved from radioid.net,,,Yes; analog capable.,,http://www.dmr-montana.net,Santa Fe,,,,,,,,,,,,310992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,150.33,NNW,,08,112,39.7525,-105.358,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,E-power.,,CCARC,2017-03-11,,100,,,,,,,,DRC Repeaters,Denver metro area.,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,150.34,NNW,,08,82,39.7525,-105.359,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,E-power.,3346,CCARC,2016-09-05,,100,,,,,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,150.34,NNW,,08,140,39.7525,-105.359,145.28,144.68,100,Jefferson,On-Air,,"Closed autopatch, e-power, linked.",,CCARC,2015-05-22,,,,,,,,,"PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,Wide area.,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,150.34,NNW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,E-power.,,CCARC,2015-05-23,,,,,,,DM79HS,,,Intermountain Repeater Group,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,150.34,NNW,,08,77,39.7525,-105.359,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,E-power.,,CCARC,2017-03-11,,,,,,,,,8,DRL Repeaters,Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,,150.35,SSW,,35,154,35.6593,-105.945,147.2,147.8,162.2,Santa Fe,On-Air,Santa Fe ARC,E-power. Full time link to Tesuque Peak.,,NMFCC,2018-09-01,,,,,,,,,,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,151.12,N,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,Jefferson,On-Air,W0DMR,,,,2019-11-27,,,yes,2,NoCo c Record retrieved from radioid.net,,,,,http://www.w0dmr.org/,Denver Metro Area,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,310811,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,151.31,NNW,,08,7165,39.7657,-105.366,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,,CCARC,2017-12-09,,,yes,1,,,,,,http://www.w0tx.org/,,Brandmeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,151.32,NNW,,08,9702,39.7658,-105.366,927.8375,902.025,,Jefferson,On-Air,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,CCARC,2018-12-23,,,,,,,,,The offset is -25.8125,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,45770,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,151.63,NNW,,08,95,39.7425,-105.514,449.05,444.05,107.2,Denver,On-Air,WG0N,E-power.,,CCARC,2012-11-20,,107.2,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,151.67,N,,08,265,39.7772,-105.328,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,CCARC,2016-12-23,,103.5,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,151.67,N,,08,134,39.7772,-105.328,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,,CCARC,2016-01-17,,88.5,,,,,,,,ARA Repeaters,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,151.67,N,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,,CCARC,2016-12-23,,103.5,,,,,,Yes; analog capable.,Talk-Group of $FFFF.,Repeater,Wide area.,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,151.68,N,,08,136,39.7772,-105.329,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,,CCARC,2016-01-17,,88.5,,,,,,,,ARA Repeaters,"Denver metro, central front range",,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,151.68,N,,08,86,39.7772,-105.329,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,,CCARC,2017-03-11,,103.5,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
