Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update,Uplink Tone,Local Network,Op Status,Coordination,IRLP,Downlink Tone,Features,EchoLink,Notes,Links,YSF Digital Enabled,DG-ID,WIRES-X,AllStar,Talkgroups,Southern Colorado,Devilshead Local,Commands,Mixed-Mode,Grid,Feed,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Rocky Mountain Wide,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 310,TAC 311,Colorado,Colorado Chat,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Bandwidth,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Local or Reflector,Kansas,CKRG,KansasLink,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,BYRG,NORCAL 1,NORCAL 5150,UserActivated 1,UserActivated 2,CAL 1,Hytera USA,Parrott,Audio Test,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),SNARS,All TG's Off,All TG's On,Local
446.85,-5,,K0PRA,Franktown,CO,OPEN,,S,20.030056709007066,SW,,08,11473,39.3935,-104.675,446.85,441.85,yes,K0PRA (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Douglas,,,Parker Radio Association,,,http://parkerradio.org,2018-03-18,,,On-Air,CCARC,,,D-Star B module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,16.27282442975786,WSW,Node Offline,08,8208,39.8367,-105.037,449.3,444.3,,,,,,,Adams,,,N1UPS,,,,2017-04-24,100,,On-Air,CCARC,3699,,,43699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,16.713440625809696,WSW,,08,17457,39.6,-105.21,927.9375,902.025,,,,,,,Jefferson,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,2018-12-23,,,On-Air,CCARC,,,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,,18.535975460123616,WSW,,08,14732,39.5391,-104.569,927.8375,902.025,,,,,,,Douglas,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,2018-02-21,,,On-Air,CCARC,,,,,"Offset is -25.8125
In Nac 294 Out Nac 293",,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,,26.671112039133906,WSW,,08,9702,39.7658,-105.366,927.8375,902.025,,,,,,,Jefferson,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,2018-12-23,,,On-Air,CCARC,,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,,The offset is -25.8125,,,,,45770,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-0.5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,17.327822709956376,WSW,,08,10514,39.6734,-105.218,53.17,52.67,,,,,,,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,,,2019-03-25,107.2,,On-Air,CCARC,,CSQ,,,,Full-time to the  N6LXX System .,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,,17.327822709956376,WSW,,08,10513,39.6734,-105.218,447.875,442.875,,,,,,,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,N6LXX,,,2017-03-09,107.2,,On-Air,CCARC,,107.2,,,,Full-time to the  N6LXX System .,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,18.49245624830317,W,,08,185,39.8856,-104.987,147.045,147.645,,,,,,,Adams,,,Northglenn RA,,,,2017-04-10,123,,On-Air,CCARC,,CSQ,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,D,19.15323571855753,WSW,,08,3753,39.7305,-105.232,446.8375,441.8375,,,,yes,7,,Jefferson,,,WA2YZT,,,,2017-02-23,,,On-Air,CCARC,,,200,,See website for more info on CC/TS/TG programming. www.rmham.org,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,19.20256644548665,WSW,,08,3739,39.7305,-105.233,145.25,144.65,yes,W0CDS (C) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Jefferson,,,Colorado D-Star,,,Colorado D-Star,2014-01-03,,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,19.20256644548665,WSW,,08,2769,39.7305,-105.233,446.9625,441.9625,yes,W0CDS (B) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Jefferson,,,Colorado D-Star,,,Colorado D-Star,2017-03-11,,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,19.20256644548665,WSW,,08,3751,39.7305,-105.233,1283.9625,1263.9625,yes,W0CDS (A) Repeater,"jfindu lookup 
/  dstar-users lookup",,,,Jefferson,,,Colorado D-Star,,,Colorado D-Star,2014-01-03,,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,19.20256644548665,WSW,,08,8222,39.7305,-105.233,1299.9,1299.9,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
/  dstar-users lookup",,,,Jefferson,,,Colorado D-Star,,,Colorado D-Star,2014-01-03,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,19.207699833337497,WSW,,08,10939,39.7307,-105.233,145.37,144.77,,,,yes,7,,Jefferson,,,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,2018-11-25,,,On-Air,CCARC,,,700,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,22.304425337960396,WSW,,08,10932,39.6333,-105.317,145.175,144.575,,,,yes,7,,Clear Creek,,,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,2018-11-25,,,On-Air,CCARC,,,700,,Voice ID is required for data/GPS/text on TG 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.86485466146461,WSW,,08,8197,39.6797,-105.493,448.225,443.225,,,,,,,Clear Creek,,,Rocky Mountain Ham Radio,,,,2016-05-24,141.3,,On-Air,CCARC,,141.3,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,31.865624257894556,WSW,,08,7190,39.6798,-105.493,446.9375,441.9375,,,,yes,7,,Clear Creek,,,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,2017-01-13,,,On-Air,CCARC,,,,,See the website for programming information.,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,RMHAM,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,33.33202334194705,W,,08,97,39.8875,-105.426,449.225,444.225,,,,,,,Gilpin,,Wide area.,Rocky Mountain Ham Radio (RMHR),,,,2015-11-03,141.3,,On-Air,CCARC,,141.3,Emergency Power,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,33.33349585354983,W,,08,8185,40.015,-105.271,446.8,441.8,,,,yes,7,,Boulder,,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,2017-03-11,,,On-Air,CCARC,,,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,D,35.7219365055511,WSW,,08,15900,39.1525,-105.164,446.875,441.875,,,,yes,6,,Douglas,,,W0VG,RMHAM,,http://www.rmham.org,2018-01-27,,,On-Air,CCARC,,,,,,Full-time to the  Colorado TRBO System .,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,RMHAM,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,39.1410418180052,W,,08,8992,40.0722,-105.354,445.05,440.05,,,,yes,1,BrandMeister,Boulder,,Wide area,Rocky Mountain Ham Radio,,,,2018-10-17,,BrandMeister US,On-Air,CCARC,,,BrandMeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,39.1410418180052,W,,08,5219,40.0722,-105.354,446.9875,441.9875,,,,yes,7,,Boulder,,,Rocky Mountain Ham Radio,,,,2016-12-31,,,On-Air,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,"Full-time to  
446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 
Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,39.1410418180052,W,,08,19,40.0722,-105.354,447.75,442.75,,,,,,,Boulder,,,Rocky Mountain Ham Radio,,,,2018-04-24,141.3,,On-Air,CCARC,3450,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,58.75586539233655,WSW,,08,16780,39.459,-105.979,445.0875,440.0875,,,,yes,7,,Fremont,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-02-01,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC7,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,59.28409099413639,SW,,08,17250,38.772,-104.993,145.235,144.635,,,,yes,7,,El Paso,,Wide area,RMHAM,,,Rocky Mountain Ham Radio,2018-12-23,,,On-Air,CCARC,,,,,Voice ID is required for data/GPS/text on TG 705,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Eastern Colorado  2  705    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,60.9541973541807,SW,,08,12355,38.7451,-104.862,445.0625,440.0625,,,,yes,1,,El Paso,,,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,,,2019-02-10,,,On-Air,CCARC,,,Rocky Mountain Ham Radio Brandmeister Sites,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  TAC 310  2  310  PTT    TAC 311  2  311  PTT    Colorado  2  3108  Full-Time    Colorado Chat  2  31080  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,D,65.60496380556637,WSW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,yes,0,,Park,,,K7PFJ,RMHAM,,,2017-03-11,,,On-Air,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Central Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,72.92320723121075,WSW,,08,16783,39.2653,-106.182,445.05,440.05,,,,yes,7,,Lake,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-07-07,,,On-Air,CCARC,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Southern Colorado  2  719  Full-Time    Central Regional  2  720  Full-Time    Northern Colorado Regional  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,RMHAM,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,D,82.43195459053503,W,,08,16781,39.6348,-106.447,445.075,440.075,,,,yes,7,,Eagle,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-02-01,,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,95.81991213241335,SW,,08,12697,38.5347,-105.999,446.8125,441.8125,,,,yes,0,,Chaffee,,,RMHAM,,,,2015-01-13,,,On-Air,,,,,,,,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Rocky Mountain Wide  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,209.63884013920693,NW,,08,17249,40.0875,-108.805,445.2625,440.2625,,,,yes,7,,Rio Blanco,,,RMHAM,,,https://www.rmham.org,2018-10-25,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,220.78088371414557,W,,08,16782,37.3669,-107.785,445.1375,440.1375,,,,yes,7,,La Plata,,,K2AD,Rocky Mountain Ham Radio,,http://www.rmham.org/,2018-09-27,,,On-Air,CCARC,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,19.30222906416698,WSW,,08,60,39.4703,-105.198,447.5,442.5,,,,,,,Jefferson,,Wide area.,Aurora Repeater Association,,,,2014-04-28,88.5,,On-Air,CCARC,,88.5,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,19.33962562794998,WSW,,08,7170,39.7555,-105.221,927.7875,902.7875,,,,,,,Jefferson,,Golden and Denver.,N0PYY,,,,2017-12-24,156.7,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,19.342790924420154,WSW,,08,143,39.7556,-105.221,448.125,443.125,,,,,,,Jefferson,,,Denver PD EEB,,,,2014-04-28,107.2,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,31.53555995241736,WSW,,08,84,39.6781,-105.487,147.3,147.9,,,,,,,Clear Creek,,Wide area.,Denver PD EEB,,,,2017-03-11,103.5,,On-Air,CCARC,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,19.342790924420154,WSW,,08,137,39.7556,-105.221,448.975,443.975,,,,,,,Jefferson,,Wide area.,FRG,,,,2016-08-12,123,,On-Air,CCARC,,,Linkable VHF/UHF Remote Base,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,,19.562764631943303,WSW,,08,139,39.733,-105.239,449.625,444.625,,,,,,,Jefferson,,,Rocky Mountain Ham Radio,,,,2017-03-11,141.3,,On-Air,CCARC,3750,141.3,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,20.11523300765359,WSW,,08,14273,39.7846,-105.216,446.975,441.975,,,,yes,0,,Jefferson,,Denver Metro Area,W0DMR,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,2016-01-25,,,On-Air,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.
TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,D,64.73692001527114,WNW,,08,14274,40.5388,-105.179,145.265,144.665,,,,yes,2,,Larimer,,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,Brandmeister Network,,http://www.w0dmr.org/,2017-01-11,,,On-Air,CCARC,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,"Open Talkgroup View 
 
  
  
 Assignment 
 TS 
 TG 
 Access 
 
  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,BrandMeister US,,,,,,,2,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,22.304425337960396,WSW,,08,73,39.6333,-105.317,145.34,144.74,,,,,,,Jefferson,,Wide area.,Rocky Mtn Radio League,,,Repeater,2016-12-23,103.5,,On-Air,CCARC,3350,127.3,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,22.619394319147005,W,,08,266,39.9206,-105.086,449.825,444.825,,,,,,,Boulder,,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,2012-11-16,103.5,,On-Air,CCARC,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,31.865624257894556,WSW,,08,81,39.6798,-105.493,146.94,146.34,,,,,,,Clear Creek,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,2017-03-11,103.5,,On-Air,CCARC,,103.5,11,,,"Linkable to  
449.82500 (W0WYX) at Broomfield, CO .
 
Linkable to  
449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,Autopatch: 911* / Off 0*.,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,22.619394319147005,W,,08,26,39.9206,-105.086,448.925,443.925,,,,,,,Boulder,,,W0LMA,,,,2012-11-10,131.8,,On-Air,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,,22.877399038341157,WSW,Node Offline,08,89,39.5211,-105.305,224.98,223.38,,,,,,,Jefferson,,Wide area. Denver.,Colorado Repeater Association,,,,2017-03-11,107.2,,Off-Air,CCARC,3990,107.2,"Closed autopatch, e-power.",347086,,"Full-time to  
145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 
Full-time to  
147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
