Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,IRLP,Notes,Nets,Web links,Coordination,Last update,Sponsor,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,On-air,Commands,EchoLink,AllStar,D-STAR Enabled,Node,Sources,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Bandwidth,Mixed-Mode,Analog Bandwidth,Worldwide,North America,WW English FT,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English FT,Local/Cluster,N. Colorado
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,147.44,E,,08,251,38.9939003,-105.05599976,448.65,443.65,107.2,,Teller,On-Air,,MARC,E-power.,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,CCARC,2016-11-17,Mountain ARC (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,147.97,E,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,CCARC,2019-04-01,KA4EPS,,,,,,DM78LX,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,148.21,ESE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,Wide area,,,,,Voice ID is required for data/GPS/text on TG 705,,Rocky Mountain Ham Radio,CCARC,2019-11-27,RMHAM,1,7,310824,c Record retrieved from radioid.net,,DM78MS,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,148.22,ESE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,E-power (solar).,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,CCARC,2017-03-09,AA0SP,,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,148.22,ESE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Monument Hill through Pueblo.,RMHAM,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,2019-11-27,Rocky Mountain Ham Radio,1,7,310816,RMHR c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,148.22,ESE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,12,Full-time to the The 900 P25 Network System .,,,,Yahoo Group,CCARC,2020-01-01,WA6IFI,,,,,,,,,,,,,,,,,1,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,148.47,NE,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,,,CCARC,2019-08-23,AC0KQ,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,148.68,SW,,49,100,37.26929855,-109.95700073,449.9,444.9,123,,San Juan,On-Air,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,6,,,Part time link to two repeaters,,,UVHFS,2018-01-15,,,,,,,DM57AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,149.54,NNW,Node Offline,49,281,40.35499954,-109.14800262,146.92,146.32,136.5,,Duchesne,On-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,E-power.,,,,,,UVHFS,2017-06-29,,,,,,,DN50KI,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,149.57,NNW,,49,182,40.35639954,-109.14600372,449.7,444.7,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,8,,,,,,UVHFS,,W7BYU,,,,,,DN50KI,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,149.64,NNW,Node Offline,49,163,40.35720062,-109.14700317,147.1,147.7,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Autopatch, e-power.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",3577,8,,,UVHFS,2017-06-29,""">Borderline ARC",,,,,,DN50KI,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,149.73,E,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,On-Air,,,,Full-time to the Colorado TRBO System .,,See the website for programming info.,,Rocky Mountain Ham Radio,CCARC,2019-11-27,,1,8,310817,RMHR c Record retrieved from radioid.net,,DM79KG,,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,149.73,E,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",Colorado ARES,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,CCARC,2015-06-17,EmComm Colorado,,,,,,DM79KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,150.84,E,,08,73,39.63330078,-105.31700134,145.34,144.74,103.5,127.3,Jefferson,On-Air,Wide area.,,E-power.,,3350,,,Repeater,CCARC,2019-08-15,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,150.84,E,,08,10932,39.63330078,-105.31700134,145.175,144.575,,,Clear Creek,On-Air,,,700,,,Voice ID is required for data/GPS/text on TG 705,,Rocky Mountain Ham Radio,CCARC,2019-11-27,Rocky Mountain Ham Radio,1,7,310810,RMHR c Record retrieved from radioid.net,,DM79IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,151.11,E,,08,60,39.47029877,-105.19799805,447.5,442.5,88.5,88.5,Jefferson,On-Air,Wide area.,,E-power.,,,,,,CCARC,2020-05-17,Aurora Repeater Association,,,,,,DM79JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,151.82,E,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,On-Air,Wide area,CRA VHF Link System,Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",3990,,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,2017-11-13,Colorado Repeater Association (CRA),,,,,,DM79LE,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,151.82,E,,08,16547,39.17549896,-105.03399658,448.425,443.425,107.2,107.2,Douglas,On-Air,Wide area 55 mi radius.,ARESDEC,E-Power,"Full-time to 147.10500 (WA0DE) at Simla, CO .",,,,http://www.w0cra.org,CCARC,2020-02-11,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,152.73,ESE,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,,,,PPFMA Repeaters,CCARC,2019-03-07,Pikes Peak FM Association (http://PPFMA.ORG),,,,,,DM78NQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,153.34,NE,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,On-Air,,,E-power.,,3346,,RADOPS: Sun at 19:00.,,CCARC,2016-09-05,El Jebel RADOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,153.34,NE,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,,Jefferson,On-Air,,,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,Intermountain Repeater Group,CCARC,2015-05-23,KE0SJ,,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,153.34,NE,,08,140,39.75249863,-105.35900116,145.28,144.68,100,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,CCARC,2015-05-22,,,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,153.34,NE,,08,77,39.75249863,-105.35900116,146.64,146.04,100,,Jefferson,On-Air,Wide area. Repeater Coverage Map,,E-power.,,,8,,DRL Repeaters,CCARC,2020-03-13,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,153.38,NE,,08,112,39.75249863,-105.35800171,448.625,443.625,100,100,Jefferson,On-Air,Denver metro area.,,E-power.,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,DRC: Sun at 20:30.,DRC Repeaters,CCARC,2017-03-11,Denver Radio Club,,,,,,DM79HS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,153.54,NE,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,Jefferson,On-Air,,Brandmeister Network,,,,,,http://www.w0tx.org/,CCARC,2019-11-27,Denver Radio Club,1,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,153.54,NE,,08,9702,39.76580048,-105.36599731,927.8375,902.025,D205,100,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,DM79HS,,,,,,,,,,,1,293,1,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,153.97,ESE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,On-Air,,,"Closed autopatch, e-power.",,,,,,CCARC,2018-01-15,Cheyenne Mountain Repeater Group,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,153.97,ESE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,153.97,ESE,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,On-Air,,,,,,,,CMRG Repeaters,CCARC,2018-01-15,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,154.02,NE,,08,201,39.91719818,-105.50099945,224.6,223,100,,Gilpin,,,,,,,,,,CCARC,2012-11-10,W0RM,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,154.02,ESE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.","Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",3854,,,http://www.cmrg.org/,CCARC,2018-01-15,,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,154.02,ESE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,"Closed autopatch, e-power.","Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,Switch to this repeater at mile marker 170 on I-25.,,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,2017-11-13,Colorado Repeater Association,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,154.64,E,,08,17457,39.59999847,-105.20999908,927.9375,902.025,,,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,,,,,CCARC,2020-01-01,,,,,,,,,,,,,,,,,,1,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,154.7,SE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,On-Air,,,,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,http://www.puebloradio.org/,CCARC,2019-12-12,Pueblo Amateur Radio Club,1,0,,c Record retrieved from radioid.net,,DM77LS,,,,,,,,,,,,,,,,,6.25,Yes; analog capable.,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,155.03,ESE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,Testing,Wide area,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,http://www.cmrg.org,CCARC,2020-03-26,Cheyenne Mountain Repeater Group (CMRG),,,,,,DM78NR,,,,,1,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,155.04,ESE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,On-Air,"Denver to Pueblo, CO",,,,,,,http://www.cmrg.org,CCARC,2020-04-23,Cheyenne Mountain Repeater Group (CMRG),,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,155.04,ESE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,On-Air,,,9,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,http://www.cmrg.org,CCARC,2017-03-09,CMRG,,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,155.04,ESE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,On-Air,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,2019-12-28,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,1,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,155.04,ESE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,On-Air,,N0SZ Colorado Springs Brandmeister,Rocky Mountain Ham Radio Brandmeister Sites,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,CCARC,2019-11-27,Rocky Mountain Ham Radio,1,1,310857,RMHAM c Record retrieved from radioid.net,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,2,,,,,,,,,2,2,2,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,155.04,ESE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,9,Full-time to the Colorado Connection System .,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,CCARC,2020-05-27,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,155.49,E,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,On-Air,Wide Area,,E-power.,,,6,,DRL Repeaters,CCARC,2020-03-13,Denver Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,155.49,E,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,On-Air,,,,,3345,,,DRL Repeaters,CCARC,2020-03-13,Denver Radio League,,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,155.61,NE,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,On-Air,"Denver metro, central front range",,e-power.,,,,ARA: Wed at 20:00.,ARA Repeaters,CCARC,2016-01-17,Aurora Repeater Assoc,,,,,,DM79IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,155.61,NE,,08,86,39.77719879,-105.32900238,224,222.4,103.5,103.5,Jefferson,On-Air,,,8,,,,,Repeater,CCARC,2017-03-11,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,155.61,NE,,08,133,39.77719879,-105.32900238,147.15,147.75,100,100,Jefferson,On-Air,"Denver metro, central front range",,e-power,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,ARA: Wed at 20:00.,ARA Repeaters,CCARC,2016-01-17,Aurora Repeater Assoc (ARA),,,,,,DM79IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,155.66,NE,,08,265,39.77719879,-105.32800293,449.75,444.75,103.5,103.5,Jefferson,On-Air,,,8,,,,,Repeater,CCARC,2016-12-23,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,155.66,NE,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,On-Air,,,e-power,,,,ARA: Wed at 2000.,ARA Repeaters,CCARC,2016-01-17,Aurora Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,155.66,NE,,08,71,39.77719879,-105.32800293,145.22,144.62,103.5,103.5,Jefferson,On-Air,Wide area.,,8,,,Talk-Group of $FFFF.,,Repeater,CCARC,2016-12-23,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,1,293,1,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
