Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,YSF Digital Enabled,DG-ID,WIRES-X,Coverage,Features,Links,Downlink Tone,EchoLink,Notes,Nets,IRLP,Web links,Affiliate,AllStar,Commands,Grid,Feed,Mixed-Mode,DMR Enabled,Color Code,Wide Network,P25 Digital Enabled,NAC,Default Reflector,Talkgroups,Southern Colorado,Devilshead Local,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,Central Regional,Northern Colorado Regional,Rocky Mountain Wide,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Eastern Colorado,Worldwide,North America,Local/Cluster,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Colorado,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local
449.975,-5,131.8,K7UCS,"Provo, Lake Mountain",UT,OPEN,,7.070580782483923,WNW,yes,49,66,40.2831,-111.938,449.975,444.975,,,,Utah,On-Air,Utah Co ARES,UVHFS,2015-03-25,131.8,,,,Wide area: Utah County from Alpine to Payson. Utah Valley and Spanish Fork Canyon.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.7,-1.6,107.2,KE7AU,"Provo, Lake Mountain",UT,OPEN,,7.070580782483923,WNW,yes,49,110,40.2831,-111.938,224.7,223.1,,,,Utah,Off-Air,,UVHFS,2008-07-10,107.2,,,,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar valley and its surrounding communities.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,AC7DU,Saratoga Springs,UT,OPEN,,7.0725061140992285,WNW,yes,49,15287,40.3914,-111.929,447.675,442.675,,,,Utah,On-Air,,UVHFS,2018-07-23,100,,,,,,,,,,,,,,,,DN40aj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,7.075440567580995,NW,yes,49,8037,40.7354,-111.886,146.88,146.28,,,,Salt Lake,On-Air,Utah VHF Society,UVHFS,2016-09-12,88.5,,,,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",,,,,,,,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,KF7YXL,"South Salt Lake City, Fire Station 43",UT,OPEN,,7.076694682366268,WNW,yes,49,11159,40.6921,-111.894,447.7,442.7,,,,Salt Lake,On-Air,,UVHFS,2017-03-16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,D051,K7DAV,"Layton,  Shepard Peak",UT,OPEN,,7.078632794228768,NW,yes,49,204,41.0256,-111.837,449.875,444.875,,,,Davis,On-Air,K7UHP,UVHFS,2017-10-30,D051,yes,Open ↑ / Open ↓,,"Wide area: Salt Lake, David, Weber, Morgan Counties",9,,D051,,,,,,DCARC,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,7.078632794228768,NW,yes,49,40,41.0256,-111.837,146.96,146.36,,,,Davis,On-Air,ERC,UVHFS,2015-03-07,100,,,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,141.3,K7DAV,"Farmington,  Shepard Peak",UT,OPEN,,7.079613079690926,NW,yes,49,278,41.0256,-111.838,53.01,52.01,,,,Davis,On-Air,K7DAV,UVHFS,2018-11-17,141.3,,,,"Davis, Morgan, Weber Counties and North Salt Lake",9,,141.3,,"New antenna installed 11/14/2018. Replaced broken antenna, replaced duplexer 9/2/2017",,,http://www.dcarc.net,Davis County Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,,W7SAR,Salt Lake City,UT,OPEN,,7.081230673798942,NW,yes,49,211,40.7595,-111.888,447.175,442.175,,,,Salt Lake,On-Air,,UVHFS,2008-07-10,,,,,Salt Lake Valley communities from Salt Lake City to Draper.,Portable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,7.081468541607095,WNW,yes,49,270,40.2824,-111.949,147.08,147.68,,,,Salt Lake,On-Air,Sinbad Desert ARC,UVHFS,2018-03-04,77,,,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,,,64264,,,3270,http://sdarc.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,100,K7XRD,"Salt Lake City, Ensign Peak",UT,OPEN,,7.08211444685914,NW,yes,49,12638,40.8072,-111.881,448.525,443.525,,,,Salt Lake,On-Air,SL Crossroads ARC,UVHFS,2018-03-23,,yes,Open ↑ / Open ↓,,Salt Lake Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,100,WD7SL,"Salt Lake City, LDS HQ",UT,OPEN,I,7.084082210182973,NW,yes,49,265,40.7711,-111.889,448.425,443.425,,,,Salt Lake,On-Air,ERC,UVHFS,2016-06-21,100,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,W7DES,"Salt Lake City, Capitol",UT,OPEN,,7.084132046761341,NW,yes,49,13,40.7775,-111.888,147.06,147.66,,,,Salt Lake,Off-Air,Utah VHF Society,UVHFS,2008-07-10,,,,,Salt Lake Valley communities from Salt Lake City to Draper.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,100,W7DES,"Salt Lake City,  Capitol",UT,OPEN,,7.084132046761341,NW,yes,49,188,40.7775,-111.888,448,443,,,,Salt Lake,On-Air,,UVHFS,2008-07-10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,CSQ,AA7JR,"Salt Lake City, Capitol",UT,OPEN,,7.084310797214575,NW,yes,49,2,40.7786,-111.888,145.21,144.61,,,,Salt Lake,,Utah VHF Society,UVHFS,,CSQ,,,,Salt Lake Valley communities from Salt Lake City to Draper.,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,151.4,KA7OEI,Salt Lake City,UT,OPEN,,7.084400029253785,NW,yes,49,15765,40.7608,-111.891,449.75,444.75,,,,Salt Lake,,,UVHFS,2017-02-13,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5875,-25,D432,W7XDX,Salt Lake City,UT,OPEN,,7.084400029253785,NW,yes,49,5556,40.7608,-111.891,927.5875,902.5875,,,,Salt Lake,,,UVHFS,2011-03-19,D432,,,,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,7.085964392510805,NW,yes,49,94,41.3706,-111.766,145.47,144.87,,,,Weber,On-Air,,UVHFS,2016-12-13,123,,,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,7.085964392510805,NW,yes,49,159,41.3706,-111.766,224,222.4,,,,Weber,,Intermountain Repeater Emergency Amateur Network,UVHFS,,167.9,,,,Wide area: Cache and Morgan valleys.,Remote base.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,7.085964392510805,NW,yes,49,160,41.3706,-111.766,447.775,442.775,,,,Weber,On-Air,,UVHFS,2016-12-13,123,,,,Wide area: Cache and Morgan valleys.,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,7.090412250736261,NW,yes,49,9,41.0503,-111.844,449.6,444.6,,,,Weber,On-Air,,UVHFS,2015-07-19,136.5,,,,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,7.09113859417731,NW,yes,49,98,40.8081,-111.89,146.7,146.1,,,,Salt Lake,On-Air,Salt Lake Co ARES,UVHFS,2016-07-05,100,,,,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,"E-power, 5,911'.",,,,,Weekly Net: Wed at 20:30 except 4th Wednesday.,,http://www.slcoares.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,7.09113859417731,NW,yes,49,12,40.8081,-111.89,448.45,443.45,,,,Salt Lake,On-Air,Salt Lake Co ARES,UVHFS,2016-07-05,100,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,KD0J,"Salt Lake City, Ensign Peak",UT,OPEN,,7.09113859417731,NW,yes,49,99,40.8081,-111.89,449.9,444.9,,,,Salt Lake,,Salt Lake Co ARES,UVHFS,2013-03-27,100,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,http://utahvhfs.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,127.3,WA7SNS,"Salt Lake City, Ensign Peak",UT,OPEN,,7.09113859417731,NW,yes,49,244,40.8081,-111.89,147.16,147.76,,,,Salt Lake,On-Air,,UVHFS,2014-03-14,127.3,,,,Salt Lake Valley communities from Salt Lake City to Draper.,"Autopatch, 5,800', linked to (147.240).","Full-time to  
        147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,88.5,WA7VHF,"Salt Lake City, Ensign Peak",UT,OPEN,I,7.09113859417731,NW,yes,49,47,40.8081,-111.89,449.275,444.275,,,,Salt Lake,On-Air,,UVHFS,2018-07-20,88.5,,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Linked.,,,,,,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,100,N7HIW,Murray,UT,OPEN,,7.092098740703701,WNW,yes,49,138,40.6558,-111.915,448.125,443.125,,,,Salt Lake,,,UVHFS,2014-04-14,100,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.82,-1.6,167.9,WB6CDN,"Salt Lake City, Meridian Peak",UT,OPEN,,7.092959119678543,NW,yes,49,251,40.8131,-111.891,224.82,223.22,,,,Salt Lake,On-Air,Intermountain Repeater Emergency Amateur Network,UVHFS,2013-11-12,167.9,,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,"Autopatch, remote base, 6,400'. e-power, link to law enforcement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,100,K7JL,"Salt Lake City, Ensign Peak",UT,OPEN,,7.096489726118889,NW,yes,49,31,40.8047,-111.896,449.4,444.4,,,,Salt Lake,On-Air,K7JL,UVHFS,2015-01-23,100,,,,Salt Lake Valley communities from Salt Lake City to Draper. 50 mi radius.,2,Full-time to the  Intermountain Intertie System .,,,5,UVHFS Net: Tue at 20:00.,,http://www.utahvhfs.org/snowlink.html,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,203.5,KD7IMS,"Salt Lake City,  Ensign Peak",UT,OPEN,,7.096489726118889,NW,yes,49,101,40.8047,-111.896,448.175,443.175,,,,Salt Lake,,N7HIW,UVHFS,,203.5,,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,114.8,N7UEO,Pleasant Grove,UT,OPEN,,7.099576326996635,WNW,yes,49,162,40.625,-111.927,449.325,444.325,,,,Utah,On-Air,,UVHFS,2015-03-25,114.8,,,,Utah County from Alpine to Payson.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,123,W7CWK,Bountiful,UT,OPEN,,7.100587099483465,NW,yes,49,185,40.8915,-111.885,449.35,444.35,,,,Davis,On-Air,,UVHFS,2008-07-10,123,,,,North Salt Lake to South Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,7.1068847151695715,NW,yes,49,2766,40.9047,-111.889,447.425,452.425,,,,Davis,On-Air,,UVHFS,2011-04-03,192.8,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,7.10892569085448,WNW,yes,49,37,40.6068,-111.939,447.575,442.575,,,,Salt Lake,,,UVHFS,,114.8,,,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9375,-5,CC1,N6DVZ,West Jordan,UT,OPEN,,7.109326025279107,WNW,yes,49,7889,40.6097,-111.939,447.9375,442.9375,,,,Salt Lake,On-Air,,UVHFS,2016-02-04,,,,,Greater Salt Lake Valley to Ogden,,,,,,,,http://www.dmr-utah.net,,,,,,,yes,1,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,DMR-UTAH,,,,,,,,,,,1,1,2,2,,,2,1,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,7.109326025279107,WNW,yes,49,15289,40.6097,-111.939,447.75,442.75,,,,Salt Lake,,,UVHFS,2016-07-05,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,7.116045814444346,NW,yes,49,118,41.2979,-111.815,447.6,442.6,,,,Weber,,,UVHFS,2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.3125,-25,127.3,NU7X,North Salt Lake,UT,OPEN,,7.116508677629152,NW,yes,49,176,40.8474,-111.909,927.3125,902.3125,,,,Davis,Off-Air,Davis Co ARC,UVHFS,2010-11-20,127.3,,,,Wasatch Front from Payson to Tremonton.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,103.5,WA7KMF,"Logan, Mt Logan",UT,OPEN,,7.132072869733664,NW,yes,49,6,41.7133,-111.718,146.72,146.12,,,,Cache,On-Air,BARC,UVHFS,2018-06-20,103.5,,,,"Wide area: Cache County, including Logan, from Richmond to Avon.","Closed autopatch, 9,713'.","Full-time to  
        145.31000 (WA7KMF) at Red Spur, UT .
 


Full-time to  
        147.20000 (AC7O) at Logan, WA7KMF QTH, UT .
 


Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        449.62500 (AC7O) at Logan, Mt Logan, UT .",,,,BARC: Tue at 21:00.,,BARC Repeaters,Utah VHF Soc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,7.132102124687432,NW,yes,49,7,41.7134,-111.718,449.625,444.625,,,,Cache,On-Air,Bridgerland ARC,UVHFS,2015-06-06,103.5,,,,"Wide area: Cache County, including Logan, from Richmond to Avon.",,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,9,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,110.9,WD7N,Eagle Mountain,UT,OPEN,,7.142202032484871,WNW,yes,49,10179,40.3141,-112.007,449.25,444.25,,,,Utah,Off-Air,,UVHFS,2017-09-01,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7PCE,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,7.1423393337190895,WNW,yes,49,149,40.5903,-111.975,146.84,146.24,,,,Salt Lake,On-Air,Salt Lake Co ARES,UVHFS,2008-07-10,,,,,Salt Lake Valley communities from Salt Lake City to Draper.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.78,-1.6,100,KD0J,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,7.142366314713272,WNW,yes,49,97,40.5905,-111.975,224.78,223.18,,,,Salt Lake,On-Air,,UVHFS,2013-11-12,100,,,,Salt Lake Valley communities from Salt Lake City to Draper.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,100,W0HU,Salt Lake City,UT,OPEN,,7.1431298646175385,NW,yes,49,150,40.7823,-111.947,447.025,442.025,,,,Salt Lake,On-Air,Salt Lake Co ARES,UVHFS,2018-01-11,100,,,,Wide area.,4,,,,,,,,,,,DN40as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.05,-5,100,K7CSW,"Salt Lake City, SLC",UT,OPEN,,7.148019329889293,NW,yes,49,14,40.7759,-111.953,448.05,443.05,,,,Salt Lake,On-Air,Salt Lake Peaks ARC,UVHFS,2014-08-19,100,,,,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,4,,,,,"CSW Net, Mon-Thur, 7:05am",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,7.153887677311612,WNW,yes,49,230,40.4353,-112.006,448.625,443.625,,,,Salt Lake,Off-Air,Desert ARS,UVHFS,2015-06-08,,,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Remote base.,,,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,7.1589757959858344,NW,yes,49,217,41.1997,-111.882,448.6,443.6,,,,Weber,On-Air,Ogden ARC,UVHFS,2017-07-02,123,yes,Open ↑ / Open ↓,,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",9,,123,,"C4FM Yaesu fusion, digital and analog FM repeater",Weber Co ARES: Tue at 20:00.,,http://www.ogdenarc.org/,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,7.159019738977607,NW,yes,49,214,41.1999,-111.882,146.9,146.3,,,,Weber,On-Air,OARC / VHFS,UVHFS,2017-11-14,D122,yes,Open ↑ / Open ↓,,"Huntsville to West desert, Salt Lake to Idaho border",,,D122,,C4FM Yaesu Fusion repeater digital and analog FM,,,http://www.ogdenarc.org,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7DOU,"West Kaysville,  sewer plant",UT,OPEN,,7.175350789479985,NW,yes,49,18,41.0388,-111.933,449.7,444.7,,,,Davis,On-Air,Davis Co ARC,UVHFS,2018-09-16,100,yes,Open ↑ / Open ↓,,Wasatch Front from North Salt Lake to the Utah/Idaho border.,4,,100,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,100,W7IHC,"Salt Lake City,  IHC",UT,OPEN,I,7.186505726692971,WNW,yes,49,201,40.7123,-112.002,448.55,443.55,,,,Salt Lake,On-Air,IHCRC,UVHFS,2008-07-10,100,,,,,,,,,,,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,7.190650972549775,WNW,yes,49,6706,40.5351,-112.031,449.25,444.25,,,,Salt Lake,On-Air,Herriman Amateur Radio Club,UVHFS,2017-12-27,118.8,,,,,,,,,,Emergency Communications Net: Sun at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,7.1968953027990406,NW,yes,49,262,41.208,-111.919,145.41,144.81,,,,Weber,On-Air,,UVHFS,2008-07-10,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,100,AI7J,Layton,UT,OPEN,,7.196978967876099,NW,yes,49,8,41.054,-111.952,449.25,444.25,,,,Davis,Off-Air,,UVHFS,2015-08-21,100,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7VJO,"Paradise, AC7II QTH",UT,OPEN,,7.208334458058314,NW,yes,49,11081,41.5751,-111.838,447.95,442.95,yes,KF7VJO (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,KF7VJO,UVHFS,2016-07-05,,,,,,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,7.213613481335891,NW,yes,49,111,41.1907,-111.94,145.25,144.65,,,,Weber,On-Air,Weber State University Amateur Radio Club,UVHFS,2014-12-18,123,,,,Ogden and surrounding area,Autopatch.,,123,,,,,Weber State University Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,7.214760134899217,NW,yes,49,11084,41.7246,-111.801,1299.75,1279.75,yes,AC7O (A),"jfindu lookup 
    /   dstar-users lookup",Cache,On-Air,,,2014-02-02,,,,,,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,KA7FAP,Logan,UT,OPEN,,7.221649230884243,NW,yes,49,77,41.7676,-111.795,147.32,147.92,,,,Cache,Off-Air,,UVHFS,2014-02-11,88.5,,,,Logan and immediately surrounding communities.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,114.8,AH2S,Layton,UT,OPEN,IA,7.221721463917796,NW,yes,49,10059,41.0552,-111.977,447.05,442.05,,,,Davis,On-Air,,UVHFS,2017-03-31,114.8,,,,,"IRLP, Allstar",,,,,,3515,,,28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,7.223741784923575,NW,yes,49,15293,41.228,-111.942,449.075,444.075,,,,Weber,On-Air,,UVHFS,2017-08-21,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,,KC7KRY,"Eureka,  Eureka Peak",UT,OPEN,,7.2258755974989635,WNW,yes,49,91,39.9406,-112.117,447.875,442.875,,,,Juab,,,UVHFS,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
